,Word,Frequency,Zipf Frequency,Part of Speech,Phonemes,No Stress,Lexicality,Length,Size
830,requests,1.91e-05,4.28,NOUN,"['R', 'IH0', 'K', 'W', 'EH1', 'S', 'T', 'S']","['R', 'IH', 'K', 'W', 'EH', 'S', 'T', 'S']",real,8,long
831,satisfied,1.91e-05,4.28,ADJ,"['S', 'AE1', 'T', 'AH0', 'S', 'F', 'AY2', 'D']","['S', 'AE', 'T', 'AH', 'S', 'F', 'AY', 'D']",real,8,long
832,signals,1.91e-05,4.28,NOUN,"['S', 'IH1', 'G', 'N', 'AH0', 'L', 'Z']","['S', 'IH', 'G', 'N', 'AH', 'L', 'Z']",real,7,long
833,specialist,1.91e-05,4.28,NOUN,"['S', 'P', 'EH1', 'SH', 'AH0', 'L', 'AH0', 'S', 'T']","['S', 'P', 'EH', 'SH', 'AH', 'L', 'AH', 'S', 'T']",real,9,long
834,stranger,1.91e-05,4.28,VERB,"['S', 'T', 'R', 'EY1', 'N', 'JH', 'ER0']","['S', 'T', 'R', 'EY', 'N', 'JH', 'ER']",real,7,long
835,surprising,1.91e-05,4.28,VERB,"['S', 'ER0', 'P', 'R', 'AY1', 'Z', 'IH0', 'NG']","['S', 'ER', 'P', 'R', 'AY', 'Z', 'IH', 'NG']",real,8,long
836,thompson,1.91e-05,4.28,PROPN,"['T', 'AA1', 'M', 'P', 'S', 'AH0', 'N']","['T', 'AA', 'M', 'P', 'S', 'AH', 'N']",real,7,long
837,tourism,1.91e-05,4.28,NOUN,"['T', 'UH1', 'R', 'IH2', 'Z', 'AH0', 'M']","['T', 'UH', 'R', 'IH', 'Z', 'AH', 'M']",real,7,long
838,attempting,1.86e-05,4.27,VERB,"['AH0', 'T', 'EH1', 'M', 'P', 'T', 'IH0', 'NG']","['AH', 'T', 'EH', 'M', 'P', 'T', 'IH', 'NG']",real,8,long
839,challenging,1.86e-05,4.27,VERB,"['CH', 'AE1', 'L', 'AH0', 'N', 'JH', 'IH0', 'NG']","['CH', 'AE', 'L', 'AH', 'N', 'JH', 'IH', 'NG']",real,8,long
840,cleveland,1.86e-05,4.27,PROPN,"['K', 'L', 'IY1', 'V', 'L', 'AH0', 'N', 'D']","['K', 'L', 'IY', 'V', 'L', 'AH', 'N', 'D']",real,8,long
841,composed,1.86e-05,4.27,VERB,"['K', 'AH0', 'M', 'P', 'OW1', 'Z', 'D']","['K', 'AH', 'M', 'P', 'OW', 'Z', 'D']",real,7,long
842,credits,1.86e-05,4.27,NOUN,"['K', 'R', 'EH1', 'D', 'IH0', 'T', 'S']","['K', 'R', 'EH', 'D', 'IH', 'T', 'S']",real,7,long
843,frequent,1.86e-05,4.27,ADJ,"['F', 'R', 'IY1', 'K', 'W', 'AH0', 'N', 'T']","['F', 'R', 'IY', 'K', 'W', 'AH', 'N', 'T']",real,8,long
844,gardens,1.86e-05,4.27,NOUN,"['G', 'AA1', 'R', 'D', 'AH0', 'N', 'Z']","['G', 'AA', 'R', 'D', 'AH', 'N', 'Z']",real,7,long
845,maryland,1.86e-05,4.27,PROPN,"['M', 'EH1', 'R', 'AH0', 'L', 'AH0', 'N', 'D']","['M', 'EH', 'R', 'AH', 'L', 'AH', 'N', 'D']",real,8,long
846,mechanism,1.86e-05,4.27,NOUN,"['M', 'EH1', 'K', 'AH0', 'N', 'IH2', 'Z', 'AH0', 'M']","['M', 'EH', 'K', 'AH', 'N', 'IH', 'Z', 'AH', 'M']",real,9,long
847,parallel,1.86e-05,4.27,ADJ,"['P', 'EH1', 'R', 'AH0', 'L', 'EH2', 'L']","['P', 'EH', 'R', 'AH', 'L', 'EH', 'L']",real,7,long
848,radiation,1.86e-05,4.27,NOUN,"['R', 'EY2', 'D', 'IY0', 'EY1', 'SH', 'AH0', 'N']","['R', 'EY', 'D', 'IY', 'EY', 'SH', 'AH', 'N']",real,8,long
849,traveling,1.86e-05,4.27,VERB,"['T', 'R', 'AE1', 'V', 'AH0', 'L', 'IH0', 'NG']","['T', 'R', 'AE', 'V', 'AH', 'L', 'IH', 'NG']",real,8,long
850,utility,1.86e-05,4.27,NOUN,"['Y', 'UW0', 'T', 'IH1', 'L', 'AH0', 'T', 'IY0']","['Y', 'UW', 'T', 'IH', 'L', 'AH', 'T', 'IY']",real,8,long
851,acquisition,1.82e-05,4.26,NOUN,"['AE2', 'K', 'W', 'AH0', 'Z', 'IH1', 'SH', 'AH0', 'N']","['AE', 'K', 'W', 'AH', 'Z', 'IH', 'SH', 'AH', 'N']",real,9,long
852,classical,1.82e-05,4.26,ADJ,"['K', 'L', 'AE1', 'S', 'IH0', 'K', 'AH0', 'L']","['K', 'L', 'AE', 'S', 'IH', 'K', 'AH', 'L']",real,8,long
853,classified,1.82e-05,4.26,VERB,"['K', 'L', 'AE1', 'S', 'AH0', 'F', 'AY2', 'D']","['K', 'L', 'AE', 'S', 'AH', 'F', 'AY', 'D']",real,8,long
854,concepts,1.82e-05,4.26,NOUN,"['K', 'AA1', 'N', 'S', 'EH0', 'P', 'T', 'S']","['K', 'AA', 'N', 'S', 'EH', 'P', 'T', 'S']",real,8,long
855,disappeared,1.82e-05,4.26,VERB,"['D', 'IH2', 'S', 'AH0', 'P', 'IH1', 'R', 'D']","['D', 'IH', 'S', 'AH', 'P', 'IH', 'R', 'D']",real,8,long
856,encounter,1.82e-05,4.26,VERB,"['IH0', 'N', 'K', 'AW1', 'N', 'T', 'ER0']","['IH', 'N', 'K', 'AW', 'N', 'T', 'ER']",real,7,long
857,equality,1.82e-05,4.26,NOUN,"['IH0', 'K', 'W', 'AA1', 'L', 'AH0', 'T', 'IY0']","['IH', 'K', 'W', 'AA', 'L', 'AH', 'T', 'IY']",real,8,long
858,federation,1.82e-05,4.26,NOUN,"['F', 'EH2', 'D', 'ER0', 'EY1', 'SH', 'AH0', 'N']","['F', 'EH', 'D', 'ER', 'EY', 'SH', 'AH', 'N']",real,8,long
859,guardian,1.82e-05,4.26,NOUN,"['G', 'AA1', 'R', 'D', 'IY0', 'AH0', 'N']","['G', 'AA', 'R', 'D', 'IY', 'AH', 'N']",real,7,long
860,mainstream,1.82e-05,4.26,NOUN,"['M', 'EY1', 'N', 'S', 'T', 'R', 'IY2', 'M']","['M', 'EY', 'N', 'S', 'T', 'R', 'IY', 'M']",real,8,long
861,occasions,1.82e-05,4.26,NOUN,"['AH0', 'K', 'EY1', 'ZH', 'AH0', 'N', 'Z']","['AH', 'K', 'EY', 'ZH', 'AH', 'N', 'Z']",real,7,long
862,refugees,1.82e-05,4.26,NOUN,"['R', 'EH1', 'F', 'Y', 'UW2', 'JH', 'IY0', 'Z']","['R', 'EH', 'F', 'Y', 'UW', 'JH', 'IY', 'Z']",real,8,long
863,removing,1.82e-05,4.26,VERB,"['R', 'IY0', 'M', 'UW1', 'V', 'IH0', 'NG']","['R', 'IY', 'M', 'UW', 'V', 'IH', 'NG']",real,7,long
864,responded,1.82e-05,4.26,VERB,"['R', 'IH0', 'S', 'P', 'AA1', 'N', 'D', 'IH0', 'D']","['R', 'IH', 'S', 'P', 'AA', 'N', 'D', 'IH', 'D']",real,9,long
865,segment,1.82e-05,4.26,NOUN,"['S', 'EH2', 'G', 'M', 'EH1', 'N', 'T']","['S', 'EH', 'G', 'M', 'EH', 'N', 'T']",real,7,long
866,spectrum,1.82e-05,4.26,NOUN,"['S', 'P', 'EH1', 'K', 'T', 'R', 'AH0', 'M']","['S', 'P', 'EH', 'K', 'T', 'R', 'AH', 'M']",real,8,long
867,virtually,1.82e-05,4.26,ADV,"['V', 'ER1', 'CH', 'UW0', 'AH0', 'L', 'IY0']","['V', 'ER', 'CH', 'UW', 'AH', 'L', 'IY']",real,7,long
868,accompanied,1.78e-05,4.25,VERB,"['AH0', 'K', 'AH1', 'M', 'P', 'AH0', 'N', 'IY0', 'D']","['AH', 'K', 'AH', 'M', 'P', 'AH', 'N', 'IY', 'D']",real,9,long
869,approaches,1.78e-05,4.25,NOUN,"['AH0', 'P', 'R', 'OW1', 'CH', 'AH0', 'Z']","['AH', 'P', 'R', 'OW', 'CH', 'AH', 'Z']",real,7,long
870,arguing,1.78e-05,4.25,VERB,"['AA1', 'R', 'G', 'Y', 'UW0', 'IH0', 'NG']","['AA', 'R', 'G', 'Y', 'UW', 'IH', 'NG']",real,7,long
871,arrangement,1.78e-05,4.25,NOUN,"['ER0', 'EY1', 'N', 'JH', 'M', 'AH0', 'N', 'T']","['ER', 'EY', 'N', 'JH', 'M', 'AH', 'N', 'T']",real,8,long
872,boundaries,1.78e-05,4.25,NOUN,"['B', 'AW1', 'N', 'D', 'ER0', 'IY0', 'Z']","['B', 'AW', 'N', 'D', 'ER', 'IY', 'Z']",real,7,long
873,colleges,1.78e-05,4.25,NOUN,"['K', 'AA1', 'L', 'IH0', 'JH', 'IH0', 'Z']","['K', 'AA', 'L', 'IH', 'JH', 'IH', 'Z']",real,7,long
874,employers,1.78e-05,4.25,NOUN,"['EH0', 'M', 'P', 'L', 'OY1', 'ER0', 'Z']","['EH', 'M', 'P', 'L', 'OY', 'ER', 'Z']",real,7,long
875,enormous,1.78e-05,4.25,ADJ,"['IH0', 'N', 'AO1', 'R', 'M', 'AH0', 'S']","['IH', 'N', 'AO', 'R', 'M', 'AH', 'S']",real,7,long
876,focusing,1.78e-05,4.25,VERB,"['F', 'OW1', 'K', 'AH0', 'S', 'IH0', 'NG']","['F', 'OW', 'K', 'AH', 'S', 'IH', 'NG']",real,7,long
877,guidelines,1.78e-05,4.25,NOUN,"['G', 'AY1', 'D', 'L', 'AY2', 'N', 'Z']","['G', 'AY', 'D', 'L', 'AY', 'N', 'Z']",real,7,long
878,handled,1.78e-05,4.25,VERB,"['HH', 'AE1', 'N', 'D', 'AH0', 'L', 'D']","['HH', 'AE', 'N', 'D', 'AH', 'L', 'D']",real,7,long
879,indians,1.78e-05,4.25,PROPN,"['IH1', 'N', 'D', 'IY0', 'AH0', 'N', 'Z']","['IH', 'N', 'D', 'IY', 'AH', 'N', 'Z']",real,7,long
880,inquiry,1.78e-05,4.25,NOUN,"['IH0', 'N', 'K', 'W', 'AY1', 'R', 'IY0']","['IH', 'N', 'K', 'W', 'AY', 'R', 'IY']",real,7,long
881,inspector,1.78e-05,4.25,NOUN,"['IH0', 'N', 'S', 'P', 'EH1', 'K', 'T', 'ER0']","['IH', 'N', 'S', 'P', 'EH', 'K', 'T', 'ER']",real,8,long
882,maintaining,1.78e-05,4.25,VERB,"['M', 'EY0', 'N', 'T', 'EY1', 'N', 'IH0', 'NG']","['M', 'EY', 'N', 'T', 'EY', 'N', 'IH', 'NG']",real,8,long
883,nevertheless,1.78e-05,4.25,ADV,"['N', 'EH2', 'V', 'ER0', 'DH', 'AH0', 'L', 'EH1', 'S']","['N', 'EH', 'V', 'ER', 'DH', 'AH', 'L', 'EH', 'S']",real,9,long
884,newspapers,1.78e-05,4.25,NOUN,"['N', 'UW1', 'Z', 'P', 'EY2', 'P', 'ER0', 'Z']","['N', 'UW', 'Z', 'P', 'EY', 'P', 'ER', 'Z']",real,8,long
885,promises,1.78e-05,4.25,VERB,"['P', 'R', 'AA1', 'M', 'AH0', 'S', 'AH0', 'Z']","['P', 'R', 'AA', 'M', 'AH', 'S', 'AH', 'Z']",real,8,long
886,racism,1.78e-05,4.25,NOUN,"['R', 'EY1', 'S', 'IH2', 'Z', 'AH0', 'M']","['R', 'EY', 'S', 'IH', 'Z', 'AH', 'M']",real,7,long
887,recovered,1.78e-05,4.25,VERB,"['R', 'AH0', 'K', 'AH1', 'V', 'ER0', 'D']","['R', 'AH', 'K', 'AH', 'V', 'ER', 'D']",real,7,long
888,signature,1.78e-05,4.25,NOUN,"['S', 'IH1', 'G', 'N', 'AH0', 'CH', 'ER0']","['S', 'IH', 'G', 'N', 'AH', 'CH', 'ER']",real,7,long
889,suggesting,1.78e-05,4.25,VERB,"['S', 'AH0', 'G', 'JH', 'EH1', 'S', 'T', 'IH0', 'NG']","['S', 'AH', 'G', 'JH', 'EH', 'S', 'T', 'IH', 'NG']",real,9,long
890,abortion,1.74e-05,4.24,NOUN,"['AH0', 'B', 'AO1', 'R', 'SH', 'AH0', 'N']","['AH', 'B', 'AO', 'R', 'SH', 'AH', 'N']",real,7,long
891,accuracy,1.74e-05,4.24,NOUN,"['AE1', 'K', 'Y', 'ER0', 'AH0', 'S', 'IY0']","['AE', 'K', 'Y', 'ER', 'AH', 'S', 'IY']",real,7,long
892,artificial,1.74e-05,4.24,ADJ,"['AA2', 'R', 'T', 'AH0', 'F', 'IH1', 'SH', 'AH0', 'L']","['AA', 'R', 'T', 'AH', 'F', 'IH', 'SH', 'AH', 'L']",real,9,long
893,conversion,1.74e-05,4.24,NOUN,"['K', 'AH0', 'N', 'V', 'ER1', 'ZH', 'AH0', 'N']","['K', 'AH', 'N', 'V', 'ER', 'ZH', 'AH', 'N']",real,8,long
894,copyright,1.74e-05,4.24,NOUN,"['K', 'AA1', 'P', 'IY0', 'R', 'AY2', 'T']","['K', 'AA', 'P', 'IY', 'R', 'AY', 'T']",real,7,long
895,democrat,1.74e-05,4.24,PROPN,"['D', 'EH1', 'M', 'AH0', 'K', 'R', 'AE2', 'T']","['D', 'EH', 'M', 'AH', 'K', 'R', 'AE', 'T']",real,8,long
896,deposit,1.74e-05,4.24,NOUN,"['D', 'AH0', 'P', 'AA1', 'Z', 'IH0', 'T']","['D', 'AH', 'P', 'AA', 'Z', 'IH', 'T']",real,7,long
897,export,1.74e-05,4.24,NOUN,"['EH1', 'K', 'S', 'P', 'AO0', 'R', 'T']","['EH', 'K', 'S', 'P', 'AO', 'R', 'T']",real,7,long
898,fastest,1.74e-05,4.24,ADJ,"['F', 'AE1', 'S', 'T', 'AH0', 'S', 'T']","['F', 'AE', 'S', 'T', 'AH', 'S', 'T']",real,7,long
899,formerly,1.74e-05,4.24,ADV,"['F', 'AO1', 'R', 'M', 'ER0', 'L', 'IY0']","['F', 'AO', 'R', 'M', 'ER', 'L', 'IY']",real,7,long
900,functional,1.74e-05,4.24,ADJ,"['F', 'AH1', 'NG', 'K', 'SH', 'AH0', 'N', 'AH0', 'L']","['F', 'AH', 'NG', 'K', 'SH', 'AH', 'N', 'AH', 'L']",real,9,long
901,grandfather,1.74e-05,4.24,NOUN,"['G', 'R', 'AE1', 'N', 'D', 'F', 'AA2', 'DH', 'ER0']","['G', 'R', 'AE', 'N', 'D', 'F', 'AA', 'DH', 'ER']",real,9,long
902,indicates,1.74e-05,4.24,VERB,"['IH1', 'N', 'D', 'IH0', 'K', 'EY2', 'T', 'S']","['IH', 'N', 'D', 'IH', 'K', 'EY', 'T', 'S']",real,8,long
903,isolated,1.74e-05,4.24,VERB,"['AY1', 'S', 'AH0', 'L', 'EY2', 'T', 'AH0', 'D']","['AY', 'S', 'AH', 'L', 'EY', 'T', 'AH', 'D']",real,8,long
904,modified,1.74e-05,4.24,VERB,"['M', 'AA1', 'D', 'AH0', 'F', 'AY2', 'D']","['M', 'AA', 'D', 'AH', 'F', 'AY', 'D']",real,7,long
905,reactions,1.74e-05,4.24,NOUN,"['R', 'IY0', 'AE1', 'K', 'SH', 'AH0', 'N', 'Z']","['R', 'IY', 'AE', 'K', 'SH', 'AH', 'N', 'Z']",real,8,long
906,suspension,1.74e-05,4.24,NOUN,"['S', 'AH0', 'S', 'P', 'EH1', 'N', 'SH', 'AH0', 'N']","['S', 'AH', 'S', 'P', 'EH', 'N', 'SH', 'AH', 'N']",real,9,long
907,terrorism,1.74e-05,4.24,NOUN,"['T', 'EH1', 'R', 'ER0', 'IH2', 'Z', 'AH0', 'M']","['T', 'EH', 'R', 'ER', 'IH', 'Z', 'AH', 'M']",real,8,long
908,unions,1.74e-05,4.24,NOUN,"['Y', 'UW1', 'N', 'Y', 'AH0', 'N', 'Z']","['Y', 'UW', 'N', 'Y', 'AH', 'N', 'Z']",real,7,long
909,actively,1.7e-05,4.23,ADV,"['AE1', 'K', 'T', 'IH0', 'V', 'L', 'IY0']","['AE', 'K', 'T', 'IH', 'V', 'L', 'IY']",real,7,long
910,arrangements,1.7e-05,4.23,NOUN,"['ER0', 'EY1', 'N', 'JH', 'M', 'AH0', 'N', 'T', 'S']","['ER', 'EY', 'N', 'JH', 'M', 'AH', 'N', 'T', 'S']",real,9,long
911,brazilian,1.7e-05,4.23,ADJ,"['B', 'R', 'AH0', 'Z', 'IH1', 'L', 'Y', 'AH0', 'N']","['B', 'R', 'AH', 'Z', 'IH', 'L', 'Y', 'AH', 'N']",real,9,long
912,certified,1.7e-05,4.23,VERB,"['S', 'ER1', 'T', 'AH0', 'F', 'AY2', 'D']","['S', 'ER', 'T', 'AH', 'F', 'AY', 'D']",real,7,long
913,civilian,1.7e-05,4.23,ADJ,"['S', 'AH0', 'V', 'IH1', 'L', 'Y', 'AH0', 'N']","['S', 'AH', 'V', 'IH', 'L', 'Y', 'AH', 'N']",real,8,long
914,complaints,1.7e-05,4.23,NOUN,"['K', 'AH0', 'M', 'P', 'L', 'EY1', 'N', 'T', 'S']","['K', 'AH', 'M', 'P', 'L', 'EY', 'N', 'T', 'S']",real,9,long
915,describing,1.7e-05,4.23,VERB,"['D', 'IH0', 'S', 'K', 'R', 'AY1', 'B', 'IH0', 'NG']","['D', 'IH', 'S', 'K', 'R', 'AY', 'B', 'IH', 'NG']",real,9,long
916,differently,1.7e-05,4.23,ADV,"['D', 'IH1', 'F', 'R', 'AH0', 'N', 'T', 'L', 'IY0']","['D', 'IH', 'F', 'R', 'AH', 'N', 'T', 'L', 'IY']",real,9,long
917,directions,1.7e-05,4.23,NOUN,"['D', 'ER0', 'EH1', 'K', 'SH', 'AH0', 'N', 'Z']","['D', 'ER', 'EH', 'K', 'SH', 'AH', 'N', 'Z']",real,8,long
918,discipline,1.7e-05,4.23,VERB,"['D', 'IH1', 'S', 'AH0', 'P', 'L', 'AH0', 'N']","['D', 'IH', 'S', 'AH', 'P', 'L', 'AH', 'N']",real,8,long
919,discussing,1.7e-05,4.23,VERB,"['D', 'IH0', 'S', 'K', 'AH1', 'S', 'IH0', 'NG']","['D', 'IH', 'S', 'K', 'AH', 'S', 'IH', 'NG']",real,8,long
920,disgusting,1.7e-05,4.23,VERB,"['D', 'IH0', 'S', 'G', 'AH1', 'S', 'T', 'IH0', 'NG']","['D', 'IH', 'S', 'G', 'AH', 'S', 'T', 'IH', 'NG']",real,9,long
921,dominant,1.7e-05,4.23,ADJ,"['D', 'AA1', 'M', 'AH0', 'N', 'AH0', 'N', 'T']","['D', 'AA', 'M', 'AH', 'N', 'AH', 'N', 'T']",real,8,long
922,explaining,1.7e-05,4.23,VERB,"['IH0', 'K', 'S', 'P', 'L', 'EY1', 'N', 'IH0', 'NG']","['IH', 'K', 'S', 'P', 'L', 'EY', 'N', 'IH', 'NG']",real,9,long
923,furthermore,1.7e-05,4.23,ADV,"['F', 'ER1', 'DH', 'ER0', 'M', 'AO2', 'R']","['F', 'ER', 'DH', 'ER', 'M', 'AO', 'R']",real,7,long
924,instantly,1.7e-05,4.23,ADV,"['IH1', 'N', 'S', 'T', 'AH0', 'N', 'T', 'L', 'IY0']","['IH', 'N', 'S', 'T', 'AH', 'N', 'T', 'L', 'IY']",real,9,long
925,invasion,1.7e-05,4.23,NOUN,"['IH0', 'N', 'V', 'EY1', 'ZH', 'AH0', 'N']","['IH', 'N', 'V', 'EY', 'ZH', 'AH', 'N']",real,7,long
926,legendary,1.7e-05,4.23,ADJ,"['L', 'EH1', 'JH', 'AH0', 'N', 'D', 'EH2', 'R', 'IY0']","['L', 'EH', 'JH', 'AH', 'N', 'D', 'EH', 'R', 'IY']",real,9,long
927,opponents,1.7e-05,4.23,NOUN,"['AH0', 'P', 'OW1', 'N', 'AH0', 'N', 'T', 'S']","['AH', 'P', 'OW', 'N', 'AH', 'N', 'T', 'S']",real,8,long
928,photograph,1.7e-05,4.23,VERB,"['F', 'OW1', 'T', 'AH0', 'G', 'R', 'AE2', 'F']","['F', 'OW', 'T', 'AH', 'G', 'R', 'AE', 'F']",real,8,long
929,quarters,1.7e-05,4.23,NOUN,"['K', 'W', 'AO1', 'R', 'T', 'ER0', 'Z']","['K', 'W', 'AO', 'R', 'T', 'ER', 'Z']",real,7,long
930,queensland,1.7e-05,4.23,PROPN,"['K', 'W', 'IY1', 'N', 'Z', 'L', 'AE2', 'N', 'D']","['K', 'W', 'IY', 'N', 'Z', 'L', 'AE', 'N', 'D']",real,9,long
931,reception,1.7e-05,4.23,NOUN,"['R', 'IH0', 'S', 'EH1', 'P', 'SH', 'AH0', 'N']","['R', 'IH', 'S', 'EH', 'P', 'SH', 'AH', 'N']",real,8,long
932,secured,1.7e-05,4.23,VERB,"['S', 'IH0', 'K', 'Y', 'UH1', 'R', 'D']","['S', 'IH', 'K', 'Y', 'UH', 'R', 'D']",real,7,long
933,sponsored,1.7e-05,4.23,VERB,"['S', 'P', 'AA1', 'N', 'S', 'ER0', 'D']","['S', 'P', 'AA', 'N', 'S', 'ER', 'D']",real,7,long
934,substance,1.7e-05,4.23,NOUN,"['S', 'AH1', 'B', 'S', 'T', 'AH0', 'N', 'S']","['S', 'AH', 'B', 'S', 'T', 'AH', 'N', 'S']",real,8,long
935,suggestion,1.7e-05,4.23,NOUN,"['S', 'AH0', 'G', 'JH', 'EH1', 'S', 'CH', 'AH0', 'N']","['S', 'AH', 'G', 'JH', 'EH', 'S', 'CH', 'AH', 'N']",real,9,long
936,affordable,1.66e-05,4.22,ADJ,"['AH0', 'F', 'AO1', 'R', 'D', 'AH0', 'B', 'AH0', 'L']","['AH', 'F', 'AO', 'R', 'D', 'AH', 'B', 'AH', 'L']",real,9,long
937,biology,1.66e-05,4.22,NOUN,"['B', 'AY0', 'AA1', 'L', 'AH0', 'JH', 'IY0']","['B', 'AY', 'AA', 'L', 'AH', 'JH', 'IY']",real,7,long
938,cancelled,1.66e-05,4.22,VERB,"['K', 'AE1', 'N', 'S', 'AH0', 'L', 'D']","['K', 'AE', 'N', 'S', 'AH', 'L', 'D']",real,7,long
939,christopher,1.66e-05,4.22,PROPN,"['K', 'R', 'IH1', 'S', 'T', 'AH0', 'F', 'ER0']","['K', 'R', 'IH', 'S', 'T', 'AH', 'F', 'ER']",real,8,long
940,competing,1.66e-05,4.22,VERB,"['K', 'AH0', 'M', 'P', 'IY1', 'T', 'IH0', 'NG']","['K', 'AH', 'M', 'P', 'IY', 'T', 'IH', 'NG']",real,8,long
941,completion,1.66e-05,4.22,NOUN,"['K', 'AH0', 'M', 'P', 'L', 'IY1', 'SH', 'AH0', 'N']","['K', 'AH', 'M', 'P', 'L', 'IY', 'SH', 'AH', 'N']",real,9,long
942,custody,1.66e-05,4.22,NOUN,"['K', 'AH1', 'S', 'T', 'AH0', 'D', 'IY0']","['K', 'AH', 'S', 'T', 'AH', 'D', 'IY']",real,7,long
943,departure,1.66e-05,4.22,NOUN,"['D', 'IH0', 'P', 'AA1', 'R', 'CH', 'ER0']","['D', 'IH', 'P', 'AA', 'R', 'CH', 'ER']",real,7,long
944,developers,1.66e-05,4.22,NOUN,"['D', 'IH0', 'V', 'EH1', 'L', 'AH0', 'P', 'ER0', 'Z']","['D', 'IH', 'V', 'EH', 'L', 'AH', 'P', 'ER', 'Z']",real,9,long
945,explosion,1.66e-05,4.22,NOUN,"['IH0', 'K', 'S', 'P', 'L', 'OW1', 'ZH', 'AH0', 'N']","['IH', 'K', 'S', 'P', 'L', 'OW', 'ZH', 'AH', 'N']",real,9,long
946,holidays,1.66e-05,4.22,NOUN,"['HH', 'AA1', 'L', 'AH0', 'D', 'EY2', 'Z']","['HH', 'AA', 'L', 'AH', 'D', 'EY', 'Z']",real,7,long
947,integrity,1.66e-05,4.22,NOUN,"['IH0', 'N', 'T', 'EH1', 'G', 'R', 'AH0', 'T', 'IY0']","['IH', 'N', 'T', 'EH', 'G', 'R', 'AH', 'T', 'IY']",real,9,long
948,legitimate,1.66e-05,4.22,ADJ,"['L', 'AH0', 'JH', 'IH1', 'T', 'AH0', 'M', 'AH0', 'T']","['L', 'AH', 'JH', 'IH', 'T', 'AH', 'M', 'AH', 'T']",real,9,long
949,longest,1.66e-05,4.22,ADJ,"['L', 'AO1', 'NG', 'G', 'AH0', 'S', 'T']","['L', 'AO', 'NG', 'G', 'AH', 'S', 'T']",real,7,long
950,magical,1.66e-05,4.22,ADJ,"['M', 'AE1', 'JH', 'IH0', 'K', 'AH0', 'L']","['M', 'AE', 'JH', 'IH', 'K', 'AH', 'L']",real,7,long
951,motivation,1.66e-05,4.22,NOUN,"['M', 'OW2', 'T', 'AH0', 'V', 'EY1', 'SH', 'AH0', 'N']","['M', 'OW', 'T', 'AH', 'V', 'EY', 'SH', 'AH', 'N']",real,9,long
952,pleasant,1.66e-05,4.22,ADJ,"['P', 'L', 'EH1', 'Z', 'AH0', 'N', 'T']","['P', 'L', 'EH', 'Z', 'AH', 'N', 'T']",real,7,long
953,productive,1.66e-05,4.22,ADJ,"['P', 'R', 'AH0', 'D', 'AH1', 'K', 'T', 'IH0', 'V']","['P', 'R', 'AH', 'D', 'AH', 'K', 'T', 'IH', 'V']",real,9,long
954,reminds,1.66e-05,4.22,VERB,"['R', 'IY0', 'M', 'AY1', 'N', 'D', 'Z']","['R', 'IY', 'M', 'AY', 'N', 'D', 'Z']",real,7,long
955,socialist,1.66e-05,4.22,ADJ,"['S', 'OW1', 'SH', 'AH0', 'L', 'AH0', 'S', 'T']","['S', 'OW', 'SH', 'AH', 'L', 'AH', 'S', 'T']",real,8,long
956,streaming,1.66e-05,4.22,VERB,"['S', 'T', 'R', 'IY1', 'M', 'IH0', 'NG']","['S', 'T', 'R', 'IY', 'M', 'IH', 'NG']",real,7,long
957,targeted,1.66e-05,4.22,VERB,"['T', 'AA1', 'R', 'G', 'AH0', 'T', 'IH0', 'D']","['T', 'AA', 'R', 'G', 'AH', 'T', 'IH', 'D']",real,8,long
958,abilities,1.62e-05,4.21,NOUN,"['AH0', 'B', 'IH1', 'L', 'AH0', 'T', 'IY0', 'Z']","['AH', 'B', 'IH', 'L', 'AH', 'T', 'IY', 'Z']",real,8,long
959,branches,1.62e-05,4.21,NOUN,"['B', 'R', 'AE1', 'N', 'CH', 'AH0', 'Z']","['B', 'R', 'AE', 'N', 'CH', 'AH', 'Z']",real,7,long
960,campaigns,1.62e-05,4.21,NOUN,"['K', 'AE0', 'M', 'P', 'EY1', 'N', 'Z']","['K', 'AE', 'M', 'P', 'EY', 'N', 'Z']",real,7,long
961,closest,1.62e-05,4.21,ADJ,"['K', 'L', 'OW1', 'S', 'AH0', 'S', 'T']","['K', 'L', 'OW', 'S', 'AH', 'S', 'T']",real,7,long
962,collections,1.62e-05,4.21,NOUN,"['K', 'AH0', 'L', 'EH1', 'K', 'SH', 'AH0', 'N', 'Z']","['K', 'AH', 'L', 'EH', 'K', 'SH', 'AH', 'N', 'Z']",real,9,long
963,converted,1.62e-05,4.21,VERB,"['K', 'AH0', 'N', 'V', 'ER1', 'T', 'IH0', 'D']","['K', 'AH', 'N', 'V', 'ER', 'T', 'IH', 'D']",real,8,long
964,correctly,1.62e-05,4.21,ADV,"['K', 'ER0', 'EH1', 'K', 'T', 'L', 'IY0']","['K', 'ER', 'EH', 'K', 'T', 'L', 'IY']",real,7,long
965,criteria,1.62e-05,4.21,NOUN,"['K', 'R', 'AY0', 'T', 'IH1', 'R', 'IY0', 'AH0']","['K', 'R', 'AY', 'T', 'IH', 'R', 'IY', 'AH']",real,8,long
966,declined,1.62e-05,4.21,VERB,"['D', 'IH0', 'K', 'L', 'AY1', 'N', 'D']","['D', 'IH', 'K', 'L', 'AY', 'N', 'D']",real,7,long
