,Phonemes,No_Stress,Sonority,Type,Length,Prediction,Edit_Distance,Insertions,Deletions,Substitutions,Error_Indices
7783,"['UW', 'ZH', 'F']","['UW', 'ZH', 'F']",0,VCC,3,"['UW', 'ZH', 'F']",0,0,0,0,[]
7784,"['ZH', 'F', 'IH']","['ZH', 'F', 'IH']",0,CCV,3,"['ZH', 'F', 'IH']",0,0,0,0,[]
7785,"['IH', 'ZH', 'F']","['IH', 'ZH', 'F']",0,VCC,3,"['IH', 'F', '<EOS>']",2,0,0,2,"[2, 3]"
7786,"['ZH', 'F', 'EH']","['ZH', 'F', 'EH']",0,CCV,3,"['ZH', 'F', 'EH']",0,0,0,0,[]
7787,"['EH', 'ZH', 'F']","['EH', 'ZH', 'F']",0,VCC,3,"['EH', 'ZH', 'F']",0,0,0,0,[]
7788,"['ZH', 'F', 'UH']","['ZH', 'F', 'UH']",0,CCV,3,"['ZH', 'UH', '<EOS>']",2,0,0,2,"[2, 3]"
7789,"['UH', 'ZH', 'F']","['UH', 'ZH', 'F']",0,VCC,3,"['UH', 'ZH', 'V']",1,0,0,1,[3]
7790,"['ZH', 'F', 'IY']","['ZH', 'F', 'IY']",0,CCV,3,"['ZH', 'F', 'IY']",0,0,0,0,[]
7791,"['IY', 'ZH', 'F']","['IY', 'ZH', 'F']",0,VCC,3,"['IY', 'F', '<EOS>']",2,0,0,2,"[2, 3]"
7792,"['ZH', 'F', 'EY']","['ZH', 'F', 'EY']",0,CCV,3,"['ZH', 'EY', '<EOS>']",2,0,0,2,"[2, 3]"
7793,"['EY', 'ZH', 'F']","['EY', 'ZH', 'F']",0,VCC,3,"['EY', 'F', '<EOS>']",2,0,0,2,"[2, 3]"
7794,"['ZH', 'F', 'OW']","['ZH', 'F', 'OW']",0,CCV,3,"['ZH', 'F', '<EOS>']",1,0,0,1,[3]
7795,"['OW', 'ZH', 'F']","['OW', 'ZH', 'F']",0,VCC,3,"['OW', 'ZH', 'F']",0,0,0,0,[]
7796,"['ZH', 'F', 'AE']","['ZH', 'F', 'AE']",0,CCV,3,"['ZH', 'AE', 'F']",2,1,1,0,"[2, 3]"
7797,"['AE', 'ZH', 'F']","['AE', 'ZH', 'F']",0,VCC,3,"['AE', 'ZH', 'F']",0,0,0,0,[]
7798,"['ZH', 'F', 'AW']","['ZH', 'F', 'AW']",0,CCV,3,"['ZH', 'F', '<EOS>']",1,0,0,1,[3]
7799,"['AW', 'ZH', 'F']","['AW', 'ZH', 'F']",0,VCC,3,"['AW', 'ZH', '<EOS>']",1,0,0,1,[3]
7800,"['ZH', 'TH', 'AH']","['ZH', 'TH', 'AH']",0,CCV,3,"['ZH', 'TH', '<EOS>']",1,0,0,1,[3]
7801,"['AH', 'ZH', 'TH']","['AH', 'ZH', 'TH']",0,VCC,3,"['AH', 'TH', '<EOS>']",2,0,0,2,"[2, 3]"
7802,"['ZH', 'TH', 'OY']","['ZH', 'TH', 'OY']",0,CCV,3,"['ZH', 'OY', '<EOS>']",2,0,0,2,"[2, 3]"
7803,"['OY', 'ZH', 'TH']","['OY', 'ZH', 'TH']",0,VCC,3,"['OY', 'TH', '<EOS>']",2,0,0,2,"[2, 3]"
7804,"['ZH', 'TH', 'AA']","['ZH', 'TH', 'AA']",0,CCV,3,"['TH', 'ZH', '<EOS>']",3,1,1,1,"[1, 2, 3]"
7805,"['AA', 'ZH', 'TH']","['AA', 'ZH', 'TH']",0,VCC,3,"['AA', 'ZH', 'TH']",0,0,0,0,[]
7806,"['ZH', 'TH', 'AY']","['ZH', 'TH', 'AY']",0,CCV,3,"['ZH', 'TH', '<EOS>']",1,0,0,1,[3]
7807,"['AY', 'ZH', 'TH']","['AY', 'ZH', 'TH']",0,VCC,3,"['AY', 'TH', '<EOS>']",2,0,0,2,"[2, 3]"
7808,"['ZH', 'TH', 'ER']","['ZH', 'TH', 'ER']",0,CCV,3,"['TH', 'ZH', 'ER']",2,1,1,0,"[1, 2]"
7809,"['ER', 'ZH', 'TH']","['ER', 'ZH', 'TH']",0,VCC,3,"['ER', 'ZH', 'TH']",0,0,0,0,[]
7810,"['ZH', 'TH', 'AO']","['ZH', 'TH', 'AO']",0,CCV,3,"['TH', 'AH', '<EOS>']",3,0,0,3,"[1, 2, 3]"
7811,"['AO', 'ZH', 'TH']","['AO', 'ZH', 'TH']",0,VCC,3,"['AO', 'TH', '<EOS>']",2,0,0,2,"[2, 3]"
7812,"['ZH', 'TH', 'UW']","['ZH', 'TH', 'UW']",0,CCV,3,"['TH', 'UW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
7813,"['UW', 'ZH', 'TH']","['UW', 'ZH', 'TH']",0,VCC,3,"['UW', 'ZH', 'TH']",0,0,0,0,[]
7814,"['ZH', 'TH', 'IH']","['ZH', 'TH', 'IH']",0,CCV,3,"['ZH', 'TH', '<EOS>']",1,0,0,1,[3]
7815,"['IH', 'ZH', 'TH']","['IH', 'ZH', 'TH']",0,VCC,3,"['IH', 'TH', '<EOS>']",2,0,0,2,"[2, 3]"
7816,"['ZH', 'TH', 'EH']","['ZH', 'TH', 'EH']",0,CCV,3,"['ZH', 'TH', '<EOS>']",1,0,0,1,[3]
7817,"['EH', 'ZH', 'TH']","['EH', 'ZH', 'TH']",0,VCC,3,"['EH', 'ZH', 'TH']",0,0,0,0,[]
7818,"['ZH', 'TH', 'UH']","['ZH', 'TH', 'UH']",0,CCV,3,"['ZH', 'UH', 'TH']",2,1,1,0,"[2, 3]"
7819,"['UH', 'ZH', 'TH']","['UH', 'ZH', 'TH']",0,VCC,3,"['UH', 'ZH', 'TH']",0,0,0,0,[]
7820,"['ZH', 'TH', 'IY']","['ZH', 'TH', 'IY']",0,CCV,3,"['ZH', 'TH', '<EOS>']",1,0,0,1,[3]
7821,"['IY', 'ZH', 'TH']","['IY', 'ZH', 'TH']",0,VCC,3,"['SH', 'ZH', 'TH']",1,0,0,1,[1]
7822,"['ZH', 'TH', 'EY']","['ZH', 'TH', 'EY']",0,CCV,3,"['TH', 'EY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
7823,"['EY', 'ZH', 'TH']","['EY', 'ZH', 'TH']",0,VCC,3,"['EY', 'TH', '<EOS>']",2,0,0,2,"[2, 3]"
7824,"['ZH', 'TH', 'OW']","['ZH', 'TH', 'OW']",0,CCV,3,"['ZH', 'TH', '<EOS>']",1,0,0,1,[3]
7825,"['OW', 'ZH', 'TH']","['OW', 'ZH', 'TH']",0,VCC,3,"['OW', 'ZH', 'TH']",0,0,0,0,[]
7826,"['ZH', 'TH', 'AE']","['ZH', 'TH', 'AE']",0,CCV,3,"['ZH', 'TH', '<EOS>']",1,0,0,1,[3]
7827,"['AE', 'ZH', 'TH']","['AE', 'ZH', 'TH']",0,VCC,3,"['AE', 'ZH', 'TH']",0,0,0,0,[]
7828,"['ZH', 'TH', 'AW']","['ZH', 'TH', 'AW']",0,CCV,3,"['ZH', 'TH', '<EOS>']",1,0,0,1,[3]
7829,"['AW', 'ZH', 'TH']","['AW', 'ZH', 'TH']",0,VCC,3,"['AW', 'ZH', 'TH']",0,0,0,0,[]
7830,"['ZH', 'S', 'AH']","['ZH', 'S', 'AH']",0,CCV,3,"['ZH', 'AH', '<EOS>']",2,0,0,2,"[2, 3]"
7831,"['AH', 'ZH', 'S']","['AH', 'ZH', 'S']",0,VCC,3,"['AH', 'S', '<EOS>']",2,0,0,2,"[2, 3]"
7832,"['ZH', 'S', 'OY']","['ZH', 'S', 'OY']",0,CCV,3,"['ZH', 'OY', '<EOS>']",2,0,0,2,"[2, 3]"
7833,"['OY', 'ZH', 'S']","['OY', 'ZH', 'S']",0,VCC,3,"['OY', 'ZH', 'S']",0,0,0,0,[]
7834,"['ZH', 'S', 'AA']","['ZH', 'S', 'AA']",0,CCV,3,"['ZH', 'AA', '<EOS>']",2,0,0,2,"[2, 3]"
7835,"['AA', 'ZH', 'S']","['AA', 'ZH', 'S']",0,VCC,3,"['AA', 'ZH', 'S']",0,0,0,0,[]
7836,"['ZH', 'S', 'AY']","['ZH', 'S', 'AY']",0,CCV,3,"['ZH', 'AY', '<EOS>']",2,0,0,2,"[2, 3]"
7837,"['AY', 'ZH', 'S']","['AY', 'ZH', 'S']",0,VCC,3,"['AY', 'S', '<EOS>']",2,0,0,2,"[2, 3]"
7838,"['ZH', 'S', 'ER']","['ZH', 'S', 'ER']",0,CCV,3,"['ZH', 'ER', '<EOS>']",2,0,0,2,"[2, 3]"
7839,"['ER', 'ZH', 'S']","['ER', 'ZH', 'S']",0,VCC,3,"['ER', 'S', '<EOS>']",2,0,0,2,"[2, 3]"
7840,"['ZH', 'S', 'AO']","['ZH', 'S', 'AO']",0,CCV,3,"['S', 'AH', '<EOS>']",3,0,0,3,"[1, 2, 3]"
7841,"['AO', 'ZH', 'S']","['AO', 'ZH', 'S']",0,VCC,3,"['AO', 'S', '<EOS>']",2,0,0,2,"[2, 3]"
7842,"['ZH', 'S', 'UW']","['ZH', 'S', 'UW']",0,CCV,3,"['S', 'UW', 'ZH']",2,1,1,0,"[1, 2, 3]"
7843,"['UW', 'ZH', 'S']","['UW', 'ZH', 'S']",0,VCC,3,"['UW', 'ZH', 'S']",0,0,0,0,[]
7844,"['ZH', 'S', 'IH']","['ZH', 'S', 'IH']",0,CCV,3,"['ZH', 'IH', '<EOS>']",2,0,0,2,"[2, 3]"
7845,"['IH', 'ZH', 'S']","['IH', 'ZH', 'S']",0,VCC,3,"['IH', 'S', '<EOS>']",2,0,0,2,"[2, 3]"
7846,"['ZH', 'S', 'EH']","['ZH', 'S', 'EH']",0,CCV,3,"['ZH', 'EH', 'S']",2,1,1,0,"[2, 3]"
7847,"['EH', 'ZH', 'S']","['EH', 'ZH', 'S']",0,VCC,3,"['EH', 'ZH', 'S']",0,0,0,0,[]
7848,"['ZH', 'S', 'UH']","['ZH', 'S', 'UH']",0,CCV,3,"['ZH', 'UH', 'S']",2,1,1,0,"[2, 3]"
7849,"['UH', 'ZH', 'S']","['UH', 'ZH', 'S']",0,VCC,3,"['UH', 'ZH', 'S']",0,0,0,0,[]
7850,"['ZH', 'S', 'IY']","['ZH', 'S', 'IY']",0,CCV,3,"['ZH', 'AH', '<EOS>']",2,0,0,2,"[2, 3]"
7851,"['IY', 'ZH', 'S']","['IY', 'ZH', 'S']",0,VCC,3,"['IY', 'ZH', 'S']",0,0,0,0,[]
7852,"['ZH', 'S', 'EY']","['ZH', 'S', 'EY']",0,CCV,3,"['ZH', 'AH', '<EOS>']",2,0,0,2,"[2, 3]"
7853,"['EY', 'ZH', 'S']","['EY', 'ZH', 'S']",0,VCC,3,"['EY', 'ZH', '<EOS>']",1,0,0,1,[3]
7854,"['ZH', 'S', 'OW']","['ZH', 'S', 'OW']",0,CCV,3,"['ZH', 'AH', '<EOS>']",2,0,0,2,"[2, 3]"
7855,"['OW', 'ZH', 'S']","['OW', 'ZH', 'S']",0,VCC,3,"['OW', 'P', '<EOS>']",2,0,0,2,"[2, 3]"
7856,"['ZH', 'S', 'AE']","['ZH', 'S', 'AE']",0,CCV,3,"['ZH', 'AE', '<EOS>']",2,0,0,2,"[2, 3]"
7857,"['AE', 'ZH', 'S']","['AE', 'ZH', 'S']",0,VCC,3,"['AE', 'ZH', 'S']",0,0,0,0,[]
7858,"['ZH', 'S', 'AW']","['ZH', 'S', 'AW']",0,CCV,3,"['ZH', 'AW', '<EOS>']",2,0,0,2,"[2, 3]"
7859,"['AW', 'ZH', 'S']","['AW', 'ZH', 'S']",0,VCC,3,"['AW', 'S', '<EOS>']",2,0,0,2,"[2, 3]"
7860,"['ZH', 'SH', 'AH']","['ZH', 'SH', 'AH']",0,CCV,3,"['ZH', 'SH', '<EOS>']",1,0,0,1,[3]
7861,"['AH', 'ZH', 'SH']","['AH', 'ZH', 'SH']",0,VCC,3,"['AH', 'SH', '<EOS>']",2,0,0,2,"[2, 3]"
7862,"['ZH', 'SH', 'OY']","['ZH', 'SH', 'OY']",0,CCV,3,"['ZH', 'OY', '<EOS>']",2,0,0,2,"[2, 3]"
7863,"['OY', 'ZH', 'SH']","['OY', 'ZH', 'SH']",0,VCC,3,"['OY', 'SH', '<EOS>']",2,0,0,2,"[2, 3]"
7864,"['ZH', 'SH', 'AA']","['ZH', 'SH', 'AA']",0,CCV,3,"['ZH', 'SH', 'AA']",0,0,0,0,[]
7865,"['AA', 'ZH', 'SH']","['AA', 'ZH', 'SH']",0,VCC,3,"['AA', 'SH', 'ZH']",2,1,1,0,"[2, 3]"
7866,"['ZH', 'SH', 'AY']","['ZH', 'SH', 'AY']",0,CCV,3,"['ZH', 'SH', '<EOS>']",1,0,0,1,[3]
7867,"['AY', 'ZH', 'SH']","['AY', 'ZH', 'SH']",0,VCC,3,"['AY', 'SH', '<EOS>']",2,0,0,2,"[2, 3]"
7868,"['ZH', 'SH', 'ER']","['ZH', 'SH', 'ER']",0,CCV,3,"['ZH', 'ER', '<EOS>']",2,0,0,2,"[2, 3]"
7869,"['ER', 'ZH', 'SH']","['ER', 'ZH', 'SH']",0,VCC,3,"['ER', 'ZH', '<EOS>']",1,0,0,1,[3]
7870,"['ZH', 'SH', 'AO']","['ZH', 'SH', 'AO']",0,CCV,3,"['SH', 'UW', '<EOS>']",3,0,0,3,"[1, 2, 3]"
7871,"['AO', 'ZH', 'SH']","['AO', 'ZH', 'SH']",0,VCC,3,"['AO', 'SH', 'ZH']",2,1,1,0,"[2, 3]"
7872,"['ZH', 'SH', 'UW']","['ZH', 'SH', 'UW']",0,CCV,3,"['SH', 'UW', 'ZH']",2,1,1,0,"[1, 2, 3]"
7873,"['UW', 'ZH', 'SH']","['UW', 'ZH', 'SH']",0,VCC,3,"['UW', 'ZH', '<EOS>']",1,0,0,1,[3]
7874,"['ZH', 'SH', 'IH']","['ZH', 'SH', 'IH']",0,CCV,3,"['ZH', 'SH', '<EOS>']",1,0,0,1,[3]
7875,"['IH', 'ZH', 'SH']","['IH', 'ZH', 'SH']",0,VCC,3,"['IH', 'SH', '<EOS>']",2,0,0,2,"[2, 3]"
7876,"['ZH', 'SH', 'EH']","['ZH', 'SH', 'EH']",0,CCV,3,"['ZH', 'SH', '<EOS>']",1,0,0,1,[3]
7877,"['EH', 'ZH', 'SH']","['EH', 'ZH', 'SH']",0,VCC,3,"['EH', 'ZH', '<EOS>']",1,0,0,1,[3]
7878,"['ZH', 'SH', 'UH']","['ZH', 'SH', 'UH']",0,CCV,3,"['ZH', 'UH', 'SH']",2,1,1,0,"[2, 3]"
7879,"['UH', 'ZH', 'SH']","['UH', 'ZH', 'SH']",0,VCC,3,"['UH', 'ZH', '<EOS>']",1,0,0,1,[3]
7880,"['ZH', 'SH', 'IY']","['ZH', 'SH', 'IY']",0,CCV,3,"['ZH', 'SH', '<EOS>']",1,0,0,1,[3]
7881,"['IY', 'ZH', 'SH']","['IY', 'ZH', 'SH']",0,VCC,3,"['SH', 'ZH', '<EOS>']",2,0,0,2,"[1, 3]"
7882,"['ZH', 'SH', 'EY']","['ZH', 'SH', 'EY']",0,CCV,3,"['ZH', 'AH', '<EOS>']",2,0,0,2,"[2, 3]"
7883,"['EY', 'ZH', 'SH']","['EY', 'ZH', 'SH']",0,VCC,3,"['EY', 'SH', '<EOS>']",2,0,0,2,"[2, 3]"
7884,"['ZH', 'SH', 'OW']","['ZH', 'SH', 'OW']",0,CCV,3,"['ZH', 'SH', '<EOS>']",1,0,0,1,[3]
7885,"['OW', 'ZH', 'SH']","['OW', 'ZH', 'SH']",0,VCC,3,"['OW', 'ZH', '<EOS>']",1,0,0,1,[3]
7886,"['ZH', 'SH', 'AE']","['ZH', 'SH', 'AE']",0,CCV,3,"['ZH', 'SH', '<EOS>']",1,0,0,1,[3]
7887,"['AE', 'ZH', 'SH']","['AE', 'ZH', 'SH']",0,VCC,3,"['AE', 'SH', 'ZH']",2,1,1,0,"[2, 3]"
7888,"['ZH', 'SH', 'AW']","['ZH', 'SH', 'AW']",0,CCV,3,"['ZH', 'SH', '<EOS>']",1,0,0,1,[3]
7889,"['AW', 'ZH', 'SH']","['AW', 'ZH', 'SH']",0,VCC,3,"['AW', 'ZH', '<EOS>']",1,0,0,1,[3]
7890,"['ZH', 'Z', 'AH']","['ZH', 'Z', 'AH']",0,CCV,3,"['ZH', 'Z', '<EOS>']",1,0,0,1,[3]
7891,"['AH', 'ZH', 'Z']","['AH', 'ZH', 'Z']",0,VCC,3,"['AH', 'ZH', 'Z']",0,0,0,0,[]
7892,"['ZH', 'Z', 'OY']","['ZH', 'Z', 'OY']",0,CCV,3,"['ZH', 'AH', 'Z']",2,1,1,0,"[2, 3]"
7893,"['OY', 'ZH', 'Z']","['OY', 'ZH', 'Z']",0,VCC,3,"['OY', 'ZH', '<EOS>']",1,0,0,1,[3]
7894,"['ZH', 'Z', 'AA']","['ZH', 'Z', 'AA']",0,CCV,3,"['DH', 'AH', '<EOS>']",3,0,0,3,"[1, 2, 3]"
7895,"['AA', 'ZH', 'Z']","['AA', 'ZH', 'Z']",0,VCC,3,"['AA', 'ZH', 'Z']",0,0,0,0,[]
7896,"['ZH', 'Z', 'AY']","['ZH', 'Z', 'AY']",0,CCV,3,"['ZH', 'AY', 'Z']",2,1,1,0,"[2, 3]"
7897,"['AY', 'ZH', 'Z']","['AY', 'ZH', 'Z']",0,VCC,3,"['AY', 'Z', '<EOS>']",2,0,0,2,"[2, 3]"
7898,"['ZH', 'Z', 'ER']","['ZH', 'Z', 'ER']",0,CCV,3,"['ZH', 'ER', '<EOS>']",2,0,0,2,"[2, 3]"
7899,"['ER', 'ZH', 'Z']","['ER', 'ZH', 'Z']",0,VCC,3,"['ER', 'ZH', '<EOS>']",1,0,0,1,[3]
7900,"['ZH', 'Z', 'AO']","['ZH', 'Z', 'AO']",0,CCV,3,"['DH', 'AH', '<EOS>']",3,0,0,3,"[1, 2, 3]"
7901,"['AO', 'ZH', 'Z']","['AO', 'ZH', 'Z']",0,VCC,3,"['AO', 'ZH', 'Z']",0,0,0,0,[]
7902,"['ZH', 'Z', 'UW']","['ZH', 'Z', 'UW']",0,CCV,3,"['DH', 'UW', '<EOS>']",3,0,0,3,"[1, 2, 3]"
7903,"['UW', 'ZH', 'Z']","['UW', 'ZH', 'Z']",0,VCC,3,"['UW', 'ZH', '<EOS>']",1,0,0,1,[3]
7904,"['ZH', 'Z', 'IH']","['ZH', 'Z', 'IH']",0,CCV,3,"['ZH', 'IH', 'Z']",2,1,1,0,"[2, 3]"
7905,"['IH', 'ZH', 'Z']","['IH', 'ZH', 'Z']",0,VCC,3,"['IH', 'Z', '<EOS>']",2,0,0,2,"[2, 3]"
7906,"['ZH', 'Z', 'EH']","['ZH', 'Z', 'EH']",0,CCV,3,"['ZH', 'Z', '<EOS>']",1,0,0,1,[3]
7907,"['EH', 'ZH', 'Z']","['EH', 'ZH', 'Z']",0,VCC,3,"['EH', 'ZH', '<EOS>']",1,0,0,1,[3]
7908,"['ZH', 'Z', 'UH']","['ZH', 'Z', 'UH']",0,CCV,3,"['ZH', 'UH', 'Z']",2,1,1,0,"[2, 3]"
7909,"['UH', 'ZH', 'Z']","['UH', 'ZH', 'Z']",0,VCC,3,"['UH', 'ZH', 'Z']",0,0,0,0,[]
7910,"['ZH', 'Z', 'IY']","['ZH', 'Z', 'IY']",0,CCV,3,"['ZH', 'AH', 'Z']",2,1,1,0,"[2, 3]"
7911,"['IY', 'ZH', 'Z']","['IY', 'ZH', 'Z']",0,VCC,3,"['IY', 'ZH', 'Z']",0,0,0,0,[]
7912,"['ZH', 'Z', 'EY']","['ZH', 'Z', 'EY']",0,CCV,3,"['ZH', 'AH', 'Z']",2,1,1,0,"[2, 3]"
7913,"['EY', 'ZH', 'Z']","['EY', 'ZH', 'Z']",0,VCC,3,"['EY', 'ZH', '<EOS>']",1,0,0,1,[3]
7914,"['ZH', 'Z', 'OW']","['ZH', 'Z', 'OW']",0,CCV,3,"['ZH', 'Z', '<EOS>']",1,0,0,1,[3]
7915,"['OW', 'ZH', 'Z']","['OW', 'ZH', 'Z']",0,VCC,3,"['OW', 'ZH', '<EOS>']",1,0,0,1,[3]
7916,"['ZH', 'Z', 'AE']","['ZH', 'Z', 'AE']",0,CCV,3,"['ZH', 'Z', '<EOS>']",1,0,0,1,[3]
7917,"['AE', 'ZH', 'Z']","['AE', 'ZH', 'Z']",0,VCC,3,"['AE', 'ZH', 'Z']",0,0,0,0,[]
7918,"['ZH', 'Z', 'AW']","['ZH', 'Z', 'AW']",0,CCV,3,"['ZH', 'Z', '<EOS>']",1,0,0,1,[3]
7919,"['AW', 'ZH', 'Z']","['AW', 'ZH', 'Z']",0,VCC,3,"['AW', 'ZH', 'Z']",0,0,0,0,[]
7920,"['ZH', 'V', 'AH']","['ZH', 'V', 'AH']",0,CCV,3,"['ZH', 'V', '<EOS>']",1,0,0,1,[3]
7921,"['AH', 'ZH', 'V']","['AH', 'ZH', 'V']",0,VCC,3,"['AH', 'ZH', 'V']",0,0,0,0,[]
7922,"['ZH', 'V', 'OY']","['ZH', 'V', 'OY']",0,CCV,3,"['ZH', 'V', '<EOS>']",1,0,0,1,[3]
7923,"['OY', 'ZH', 'V']","['OY', 'ZH', 'V']",0,VCC,3,"['OY', 'ZH', '<EOS>']",1,0,0,1,[3]
7924,"['ZH', 'V', 'AA']","['ZH', 'V', 'AA']",0,CCV,3,"['ZH', 'V', '<EOS>']",1,0,0,1,[3]
7925,"['AA', 'ZH', 'V']","['AA', 'ZH', 'V']",0,VCC,3,"['AA', 'ZH', 'V']",0,0,0,0,[]
7926,"['ZH', 'V', 'AY']","['ZH', 'V', 'AY']",0,CCV,3,"['ZH', 'V', '<EOS>']",1,0,0,1,[3]
7927,"['AY', 'ZH', 'V']","['AY', 'ZH', 'V']",0,VCC,3,"['AY', 'ZH', '<EOS>']",1,0,0,1,[3]
7928,"['ZH', 'V', 'ER']","['ZH', 'V', 'ER']",0,CCV,3,"['ZH', 'V', 'ER']",0,0,0,0,[]
7929,"['ER', 'ZH', 'V']","['ER', 'ZH', 'V']",0,VCC,3,"['ER', 'ZH', '<EOS>']",1,0,0,1,[3]
7930,"['ZH', 'V', 'AO']","['ZH', 'V', 'AO']",0,CCV,3,"['ZH', 'V', '<EOS>']",1,0,0,1,[3]
7931,"['AO', 'ZH', 'V']","['AO', 'ZH', 'V']",0,VCC,3,"['AO', 'ZH', 'V']",0,0,0,0,[]
7932,"['ZH', 'V', 'UW']","['ZH', 'V', 'UW']",0,CCV,3,"['ZH', 'V', '<EOS>']",1,0,0,1,[3]
7933,"['UW', 'ZH', 'V']","['UW', 'ZH', 'V']",0,VCC,3,"['UW', 'ZH', '<EOS>']",1,0,0,1,[3]
7934,"['ZH', 'V', 'IH']","['ZH', 'V', 'IH']",0,CCV,3,"['ZH', 'V', '<EOS>']",1,0,0,1,[3]
7935,"['IH', 'ZH', 'V']","['IH', 'ZH', 'V']",0,VCC,3,"['IH', 'ZH', 'V']",0,0,0,0,[]
7936,"['ZH', 'V', 'EH']","['ZH', 'V', 'EH']",0,CCV,3,"['ZH', 'V', '<EOS>']",1,0,0,1,[3]
7937,"['EH', 'ZH', 'V']","['EH', 'ZH', 'V']",0,VCC,3,"['EH', 'ZH', 'V']",0,0,0,0,[]
7938,"['ZH', 'V', 'UH']","['ZH', 'V', 'UH']",0,CCV,3,"['ZH', 'UH', 'V']",2,1,1,0,"[2, 3]"
7939,"['UH', 'ZH', 'V']","['UH', 'ZH', 'V']",0,VCC,3,"['UH', 'ZH', 'V']",0,0,0,0,[]
7940,"['ZH', 'V', 'IY']","['ZH', 'V', 'IY']",0,CCV,3,"['ZH', 'V', '<EOS>']",1,0,0,1,[3]
7941,"['IY', 'ZH', 'V']","['IY', 'ZH', 'V']",0,VCC,3,"['DH', 'ZH', '<EOS>']",2,0,0,2,"[1, 3]"
7942,"['ZH', 'V', 'EY']","['ZH', 'V', 'EY']",0,CCV,3,"['ZH', 'V', '<EOS>']",1,0,0,1,[3]
7943,"['EY', 'ZH', 'V']","['EY', 'ZH', 'V']",0,VCC,3,"['EY', 'ZH', '<EOS>']",1,0,0,1,[3]
7944,"['ZH', 'V', 'OW']","['ZH', 'V', 'OW']",0,CCV,3,"['ZH', 'V', '<EOS>']",1,0,0,1,[3]
7945,"['OW', 'ZH', 'V']","['OW', 'ZH', 'V']",0,VCC,3,"['OW', 'ZH', 'V']",0,0,0,0,[]
7946,"['ZH', 'V', 'AE']","['ZH', 'V', 'AE']",0,CCV,3,"['ZH', 'V', '<EOS>']",1,0,0,1,[3]
7947,"['AE', 'ZH', 'V']","['AE', 'ZH', 'V']",0,VCC,3,"['AE', 'ZH', 'V']",0,0,0,0,[]
7948,"['ZH', 'V', 'AW']","['ZH', 'V', 'AW']",0,CCV,3,"['ZH', 'V', '<EOS>']",1,0,0,1,[3]
7949,"['AW', 'ZH', 'V']","['AW', 'ZH', 'V']",0,VCC,3,"['AW', 'ZH', 'V']",0,0,0,0,[]
7950,"['ZH', 'DH', 'AH']","['ZH', 'DH', 'AH']",0,CCV,3,"['DH', 'ZH', '<EOS>']",3,1,1,1,"[1, 2, 3]"
7951,"['AH', 'ZH', 'DH']","['AH', 'ZH', 'DH']",0,VCC,3,"['AH', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
7952,"['ZH', 'DH', 'OY']","['ZH', 'DH', 'OY']",0,CCV,3,"['DH', 'ZH', 'OY']",2,1,1,0,"[1, 2]"
7953,"['OY', 'ZH', 'DH']","['OY', 'ZH', 'DH']",0,VCC,3,"['OY', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
7954,"['ZH', 'DH', 'AA']","['ZH', 'DH', 'AA']",0,CCV,3,"['DH', 'ZH', 'AA']",2,1,1,0,"[1, 2]"
7955,"['AA', 'ZH', 'DH']","['AA', 'ZH', 'DH']",0,VCC,3,"['AA', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
7956,"['ZH', 'DH', 'AY']","['ZH', 'DH', 'AY']",0,CCV,3,"['ZH', 'DH', '<EOS>']",1,0,0,1,[3]
7957,"['AY', 'ZH', 'DH']","['AY', 'ZH', 'DH']",0,VCC,3,"['AY', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
7958,"['ZH', 'DH', 'ER']","['ZH', 'DH', 'ER']",0,CCV,3,"['DH', 'ZH', 'ER']",2,1,1,0,"[1, 2]"
7959,"['ER', 'ZH', 'DH']","['ER', 'ZH', 'DH']",0,VCC,3,"['ER', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
7960,"['ZH', 'DH', 'AO']","['ZH', 'DH', 'AO']",0,CCV,3,"['DH', 'AH', '<EOS>']",3,0,0,3,"[1, 2, 3]"
7961,"['AO', 'ZH', 'DH']","['AO', 'ZH', 'DH']",0,VCC,3,"['AE', 'DH', '<EOS>']",3,0,0,3,"[1, 2, 3]"
7962,"['ZH', 'DH', 'UW']","['ZH', 'DH', 'UW']",0,CCV,3,"['DH', 'ZH', '<EOS>']",3,1,1,1,"[1, 2, 3]"
7963,"['UW', 'ZH', 'DH']","['UW', 'ZH', 'DH']",0,VCC,3,"['UW', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
7964,"['ZH', 'DH', 'IH']","['ZH', 'DH', 'IH']",0,CCV,3,"['ZH', 'DH', '<EOS>']",1,0,0,1,[3]
7965,"['IH', 'ZH', 'DH']","['IH', 'ZH', 'DH']",0,VCC,3,"['IH', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
7966,"['ZH', 'DH', 'EH']","['ZH', 'DH', 'EH']",0,CCV,3,"['DH', 'ZH', '<EOS>']",3,1,1,1,"[1, 2, 3]"
7967,"['EH', 'ZH', 'DH']","['EH', 'ZH', 'DH']",0,VCC,3,"['EH', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
