,No_Stress,Sonority,Type,Prediction
6931,"['L', 'K', 'OY']",-4,CCV,"['L', 'OY', 'K']"
6932,"['L', 'K', 'AA']",-4,CCV,"['L', 'K', 'AA']"
6933,"['L', 'K', 'AY']",-4,CCV,"['L', 'AY', 'K']"
6934,"['L', 'K', 'ER']",-4,CCV,"['L', 'K', 'ER']"
6935,"['L', 'K', 'AO']",-4,CCV,"['L', 'K', 'AO']"
6936,"['L', 'K', 'UW']",-4,CCV,"['L', 'UW', 'K']"
6937,"['L', 'K', 'IH']",-4,CCV,"['L', 'IH', 'K']"
6938,"['L', 'K', 'EH']",-4,CCV,"['L', 'EH', 'K']"
6939,"['L', 'K', 'UH']",-4,CCV,"['L', 'UH', 'K']"
6940,"['L', 'K', 'IY']",-4,CCV,"['L', 'IY', 'K']"
6941,"['L', 'K', 'EY']",-4,CCV,"['L', 'EY', 'K']"
6942,"['L', 'K', 'OW']",-4,CCV,"['L', 'OW', 'K']"
6943,"['L', 'K', 'AE']",-4,CCV,"['L', 'AE', 'K']"
6944,"['L', 'K', 'AW']",-4,CCV,"['L', 'AW', 'K']"
6945,"['L', 'B', 'AH']",-4,CCV,"['L', 'B', 'AH']"
6946,"['L', 'B', 'OY']",-4,CCV,"['L', 'OY', 'B']"
6947,"['L', 'B', 'AA']",-4,CCV,"['L', 'B', 'AA']"
6948,"['L', 'B', 'AY']",-4,CCV,"['L', 'AY', 'B']"
6949,"['L', 'B', 'ER']",-4,CCV,"['L', 'B', 'ER']"
6950,"['L', 'B', 'AO']",-4,CCV,"['L', 'B', 'AO']"
6951,"['L', 'B', 'UW']",-4,CCV,"['L', 'IH', 'UW']"
6952,"['L', 'B', 'IH']",-4,CCV,"['L', 'IH', 'B']"
6953,"['L', 'B', 'EH']",-4,CCV,"['L', 'B', 'EH']"
6954,"['L', 'B', 'UH']",-4,CCV,"['L', 'UH', 'UH']"
6955,"['L', 'B', 'IY']",-4,CCV,"['L', 'B', 'IY']"
6956,"['L', 'B', 'EY']",-4,CCV,"['L', 'EY', 'B']"
6957,"['L', 'B', 'OW']",-4,CCV,"['L', 'OW', 'B']"
6958,"['L', 'B', 'AE']",-4,CCV,"['L', 'AE', 'B']"
6959,"['L', 'B', 'AW']",-4,CCV,"['L', 'AW', 'B']"
6960,"['L', 'D', 'AH']",-4,CCV,"['L', 'D', 'AH']"
6961,"['L', 'D', 'OY']",-4,CCV,"['L', 'D', 'OY']"
6962,"['L', 'D', 'AA']",-4,CCV,"['L', 'D', 'AA']"
6963,"['L', 'D', 'AY']",-4,CCV,"['L', 'AY', 'D']"
6964,"['L', 'D', 'ER']",-4,CCV,"['L', 'D', 'ER']"
6965,"['L', 'D', 'AO']",-4,CCV,"['L', 'D', 'AO']"
6966,"['L', 'D', 'UW']",-4,CCV,"['L', 'D', 'UW']"
6967,"['L', 'D', 'IH']",-4,CCV,"['L', 'D', 'IH']"
6968,"['L', 'D', 'EH']",-4,CCV,"['L', 'D', 'EH']"
6969,"['L', 'D', 'UH']",-4,CCV,"['L', 'UH', 'D']"
6970,"['L', 'D', 'IY']",-4,CCV,"['L', 'D', 'IY']"
6971,"['L', 'D', 'EY']",-4,CCV,"['L', 'D', 'EY']"
6972,"['L', 'D', 'OW']",-4,CCV,"['L', 'D', 'OW']"
6973,"['L', 'D', 'AE']",-4,CCV,"['L', 'AE', 'D']"
6974,"['L', 'D', 'AW']",-4,CCV,"['L', 'D', 'AW']"
6975,"['L', 'G', 'AH']",-4,CCV,"['L', 'G', 'AH']"
6976,"['L', 'G', 'OY']",-4,CCV,"['L', 'OY', 'G']"
6977,"['L', 'G', 'AA']",-4,CCV,"['G', 'L', 'AA']"
6978,"['L', 'G', 'AY']",-4,CCV,"['G', 'L', 'AY']"
6979,"['L', 'G', 'ER']",-4,CCV,"['L', 'ER', 'G']"
6980,"['L', 'G', 'AO']",-4,CCV,"['L', 'AO', 'G']"
6981,"['L', 'G', 'UW']",-4,CCV,"['L', 'G', 'UW']"
6982,"['L', 'G', 'IH']",-4,CCV,"['L', 'IH', 'G']"
6983,"['L', 'G', 'EH']",-4,CCV,"['L', 'G', 'EH']"
6984,"['L', 'G', 'UH']",-4,CCV,"['L', 'UH', 'G']"
6985,"['L', 'G', 'IY']",-4,CCV,"['L', 'IY', 'G']"
6986,"['L', 'G', 'EY']",-4,CCV,"['L', 'G', 'EY']"
6987,"['L', 'G', 'OW']",-4,CCV,"['L', 'G', 'OW']"
6988,"['L', 'G', 'AE']",-4,CCV,"['L', 'AE', 'G']"
6989,"['L', 'G', 'AW']",-4,CCV,"['L', 'AW', 'G']"
6990,"['L', 'F', 'AH']",-3,CCV,"['L', 'F', 'AH']"
6991,"['L', 'F', 'OY']",-3,CCV,"['L', 'F', 'OY']"
6992,"['L', 'F', 'AA']",-3,CCV,"['L', 'F', 'AA']"
6993,"['L', 'F', 'AY']",-3,CCV,"['L', 'F', 'AY']"
6994,"['L', 'F', 'ER']",-3,CCV,"['L', 'F', 'ER']"
6995,"['L', 'F', 'AO']",-3,CCV,"['L', 'F', 'AO']"
6996,"['L', 'F', 'UW']",-3,CCV,"['L', 'F', 'UW']"
6997,"['L', 'F', 'IH']",-3,CCV,"['L', 'F', 'IH']"
6998,"['L', 'F', 'EH']",-3,CCV,"['F', 'L', 'EH']"
6999,"['L', 'F', 'UH']",-3,CCV,"['L', 'UH', 'F']"
7000,"['L', 'F', 'IY']",-3,CCV,"['L', 'F', 'IY']"
7001,"['L', 'F', 'EY']",-3,CCV,"['L', 'EY', 'F']"
7002,"['L', 'F', 'OW']",-3,CCV,"['L', 'F', 'OW']"
7003,"['L', 'F', 'AE']",-3,CCV,"['L', 'F', 'AE']"
7004,"['L', 'F', 'AW']",-3,CCV,"['L', 'AW', 'F']"
7005,"['L', 'TH', 'AH']",-3,CCV,"['L', 'TH', 'AH']"
7006,"['L', 'TH', 'OY']",-3,CCV,"['L', 'OY', 'TH']"
7007,"['L', 'TH', 'AA']",-3,CCV,"['L', 'TH', 'AA']"
7008,"['L', 'TH', 'AY']",-3,CCV,"['L', 'TH', 'AY']"
7009,"['L', 'TH', 'ER']",-3,CCV,"['L', 'TH', 'ER']"
7010,"['L', 'TH', 'AO']",-3,CCV,"['L', 'AO', 'TH']"
7011,"['L', 'TH', 'UW']",-3,CCV,"['L', 'TH', 'UW']"
7012,"['L', 'TH', 'IH']",-3,CCV,"['L', 'TH', 'IH']"
7013,"['L', 'TH', 'EH']",-3,CCV,"['L', 'TH', 'EH']"
7014,"['L', 'TH', 'UH']",-3,CCV,"['L', 'UH', 'TH']"
7015,"['L', 'TH', 'IY']",-3,CCV,"['L', 'TH', 'IY']"
7016,"['L', 'TH', 'EY']",-3,CCV,"['L', 'EY', 'TH']"
7017,"['L', 'TH', 'OW']",-3,CCV,"['L', 'TH', 'OW']"
7018,"['L', 'TH', 'AE']",-3,CCV,"['L', 'AE', 'TH']"
7019,"['L', 'TH', 'AW']",-3,CCV,"['L', 'AW', 'TH']"
7020,"['L', 'S', 'AH']",-3,CCV,"['L', 'AH', 'S']"
7021,"['L', 'S', 'OY']",-3,CCV,"['L', 'OY', 'OY']"
7022,"['L', 'S', 'AA']",-3,CCV,"['L', 'R', 'AA']"
7023,"['L', 'S', 'AY']",-3,CCV,"['L', 'AY', 'S']"
7024,"['L', 'S', 'ER']",-3,CCV,"['L', 'ER', 'S']"
7025,"['L', 'S', 'AO']",-3,CCV,"['L', 'AO', 'S']"
7026,"['L', 'S', 'UW']",-3,CCV,"['L', 'IH', 'UW']"
7027,"['L', 'S', 'IH']",-3,CCV,"['L', 'IH', 'S']"
7028,"['L', 'S', 'EH']",-3,CCV,"['L', 'S', 'EH']"
7029,"['L', 'S', 'UH']",-3,CCV,"['L', 'UH', 'S']"
7030,"['L', 'S', 'IY']",-3,CCV,"['L', 'IY', 'S']"
7031,"['L', 'S', 'EY']",-3,CCV,"['L', 'EY', 'S']"
7032,"['L', 'S', 'OW']",-3,CCV,"['L', 'OW', 'S']"
7033,"['L', 'S', 'AE']",-3,CCV,"['L', 'AE', 'S']"
7034,"['L', 'S', 'AW']",-3,CCV,"['L', 'AW', 'S']"
7035,"['L', 'SH', 'AH']",-3,CCV,"['L', 'SH', 'AH']"
7036,"['L', 'SH', 'OY']",-3,CCV,"['L', 'OY', 'SH']"
7037,"['L', 'SH', 'AA']",-3,CCV,"['L', 'SH', 'AA']"
7038,"['L', 'SH', 'AY']",-3,CCV,"['L', 'AY', 'SH']"
7039,"['L', 'SH', 'ER']",-3,CCV,"['L', 'ER', 'SH']"
7040,"['L', 'SH', 'AO']",-3,CCV,"['L', 'SH', 'AO']"
7041,"['L', 'SH', 'UW']",-3,CCV,"['L', 'SH', 'UW']"
7042,"['L', 'SH', 'IH']",-3,CCV,"['L', 'SH', 'IH']"
7043,"['L', 'SH', 'EH']",-3,CCV,"['L', 'SH', 'EH']"
7044,"['L', 'SH', 'UH']",-3,CCV,"['L', 'UH', 'SH']"
7045,"['L', 'SH', 'IY']",-3,CCV,"['L', 'SH', 'IY']"
7046,"['L', 'SH', 'EY']",-3,CCV,"['L', 'EY', 'SH']"
7047,"['L', 'SH', 'OW']",-3,CCV,"['L', 'OW', 'SH']"
7048,"['L', 'SH', 'AE']",-3,CCV,"['L', 'SH', 'AE']"
7049,"['L', 'SH', 'AW']",-3,CCV,"['L', 'AW', 'SH']"
7050,"['L', 'Z', 'AH']",-3,CCV,"['L', 'Z', 'AH']"
7051,"['L', 'Z', 'OY']",-3,CCV,"['L', 'EH', 'Z']"
7052,"['L', 'Z', 'AA']",-3,CCV,"['L', 'AA', 'Z']"
7053,"['L', 'Z', 'AY']",-3,CCV,"['L', 'AY', 'Z']"
7054,"['L', 'Z', 'ER']",-3,CCV,"['L', 'Z', 'ER']"
7055,"['L', 'Z', 'AO']",-3,CCV,"['L', 'AO', 'Z']"
7056,"['L', 'Z', 'UW']",-3,CCV,"['L', 'UW', 'Z']"
7057,"['L', 'Z', 'IH']",-3,CCV,"['L', 'IH', 'Z']"
7058,"['L', 'Z', 'EH']",-3,CCV,"['L', 'EH', 'Z']"
7059,"['L', 'Z', 'UH']",-3,CCV,"['L', 'UH', 'Z']"
7060,"['L', 'Z', 'IY']",-3,CCV,"['L', 'Z', 'IY']"
7061,"['L', 'Z', 'EY']",-3,CCV,"['L', 'EY', 'Z']"
7062,"['L', 'Z', 'OW']",-3,CCV,"['L', 'OW', 'Z']"
7063,"['L', 'Z', 'AE']",-3,CCV,"['L', 'AE', 'Z']"
7064,"['L', 'Z', 'AW']",-3,CCV,"['L', 'AW', 'Z']"
7065,"['L', 'ZH', 'AH']",-3,CCV,"['L', 'ZH', 'AH']"
7066,"['L', 'ZH', 'OY']",-3,CCV,"['L', 'ZH', 'OY']"
7067,"['L', 'ZH', 'AA']",-3,CCV,"['L', 'ZH', 'AA']"
7068,"['L', 'ZH', 'AY']",-3,CCV,"['L', 'ZH', 'AY']"
7069,"['L', 'ZH', 'ER']",-3,CCV,"['L', 'ZH', 'ER']"
7070,"['L', 'ZH', 'AO']",-3,CCV,"['L', 'ZH', 'AO']"
7071,"['L', 'ZH', 'UW']",-3,CCV,"['L', 'ZH', 'UW']"
7072,"['L', 'ZH', 'IH']",-3,CCV,"['L', 'ZH', 'IH']"
7073,"['L', 'ZH', 'EH']",-3,CCV,"['L', 'ZH', 'EH']"
7074,"['L', 'ZH', 'UH']",-3,CCV,"['L', 'ZH', 'UH']"
7075,"['L', 'ZH', 'IY']",-3,CCV,"['L', 'ZH', 'IY']"
7076,"['L', 'ZH', 'EY']",-3,CCV,"['L', 'ZH', 'EY']"
7077,"['L', 'ZH', 'OW']",-3,CCV,"['L', 'ZH', 'OW']"
7078,"['L', 'ZH', 'AE']",-3,CCV,"['L', 'ZH', 'AE']"
7079,"['L', 'ZH', 'AW']",-3,CCV,"['L', 'ZH', 'AW']"
7080,"['L', 'V', 'AH']",-3,CCV,"['L', 'V', 'AH']"
7081,"['L', 'V', 'OY']",-3,CCV,"['L', 'V', 'OY']"
7082,"['L', 'V', 'AA']",-3,CCV,"['L', 'V', 'AA']"
7083,"['L', 'V', 'AY']",-3,CCV,"['L', 'AY', 'V']"
7084,"['L', 'V', 'ER']",-3,CCV,"['L', 'V', 'ER']"
7085,"['L', 'V', 'AO']",-3,CCV,"['L', 'V', 'AO']"
7086,"['L', 'V', 'UW']",-3,CCV,"['L', 'UW', 'V']"
7087,"['L', 'V', 'IH']",-3,CCV,"['L', 'IH', 'V']"
7088,"['L', 'V', 'EH']",-3,CCV,"['L', 'V', 'EH']"
7089,"['L', 'V', 'UH']",-3,CCV,"['L', 'UH', 'V']"
7090,"['L', 'V', 'IY']",-3,CCV,"['L', 'V', 'IY']"
7091,"['L', 'V', 'EY']",-3,CCV,"['L', 'EY', 'V']"
7092,"['L', 'V', 'OW']",-3,CCV,"['L', 'OW', 'V']"
7093,"['L', 'V', 'AE']",-3,CCV,"['L', 'AE', 'V']"
7094,"['L', 'V', 'AW']",-3,CCV,"['L', 'AW', 'V']"
7095,"['L', 'DH', 'AH']",-3,CCV,"['L', 'DH', 'AH']"
7096,"['L', 'DH', 'OY']",-3,CCV,"['L', 'DH', 'OY']"
7097,"['L', 'DH', 'AA']",-3,CCV,"['L', 'DH', 'AA']"
7098,"['L', 'DH', 'AY']",-3,CCV,"['L', 'DH', 'AY']"
7099,"['L', 'DH', 'ER']",-3,CCV,"['L', 'DH', 'ER']"
7100,"['L', 'DH', 'AO']",-3,CCV,"['L', 'DH', 'AO']"
7101,"['L', 'DH', 'UW']",-3,CCV,"['L', 'DH', 'UW']"
7102,"['L', 'DH', 'IH']",-3,CCV,"['L', 'DH', 'IH']"
7103,"['L', 'DH', 'EH']",-3,CCV,"['L', 'DH', 'EH']"
7104,"['L', 'DH', 'UH']",-3,CCV,"['L', 'DH', 'UH']"
7105,"['L', 'DH', 'IY']",-3,CCV,"['L', 'DH', 'IY']"
7106,"['L', 'DH', 'EY']",-3,CCV,"['L', 'DH', 'EY']"
7107,"['L', 'DH', 'OW']",-3,CCV,"['L', 'DH', 'OW']"
7108,"['L', 'DH', 'AE']",-3,CCV,"['L', 'DH', 'AE']"
7109,"['L', 'DH', 'AW']",-3,CCV,"['L', 'DH', 'AW']"
7110,"['L', 'HH', 'AH']",-3,CCV,"['L', 'HH', 'AH']"
7111,"['L', 'HH', 'OY']",-3,CCV,"['L', 'OY', 'HH']"
7112,"['L', 'HH', 'AA']",-3,CCV,"['L', 'HH', 'AA']"
7113,"['L', 'HH', 'AY']",-3,CCV,"['L', 'AY', 'HH']"
7114,"['L', 'HH', 'ER']",-3,CCV,"['L', 'HH', 'ER']"
7115,"['L', 'HH', 'AO']",-3,CCV,"['L', 'HH', 'AO']"
7116,"['L', 'HH', 'UW']",-3,CCV,"['L', 'HH', 'UW']"
7117,"['L', 'HH', 'IH']",-3,CCV,"['L', 'IH', 'HH']"
7118,"['L', 'HH', 'EH']",-3,CCV,"['L', 'HH', 'EH']"
7119,"['L', 'HH', 'UH']",-3,CCV,"['L', 'UH', 'HH']"
7120,"['L', 'HH', 'IY']",-3,CCV,"['L', 'HH', 'IY']"
7121,"['L', 'HH', 'EY']",-3,CCV,"['L', 'HH', 'EY']"
7122,"['L', 'HH', 'OW']",-3,CCV,"['L', 'HH', 'OW']"
7123,"['L', 'HH', 'AE']",-3,CCV,"['L', 'HH', 'AE']"
7124,"['L', 'HH', 'AW']",-3,CCV,"['L', 'HH', 'AW']"
7125,"['L', 'CH', 'AH']",-2,CCV,"['L', 'CH', 'AH']"
7126,"['L', 'CH', 'OY']",-2,CCV,"['L', 'CH', 'OY']"
7127,"['L', 'CH', 'AA']",-2,CCV,"['L', 'CH', 'AA']"
7128,"['L', 'CH', 'AY']",-2,CCV,"['L', 'AY', 'CH']"
7129,"['L', 'CH', 'ER']",-2,CCV,"['L', 'CH', 'ER']"
7130,"['L', 'CH', 'AO']",-2,CCV,"['L', 'CH', '<EOS>']"
7131,"['L', 'CH', 'UW']",-2,CCV,"['L', 'CH', 'UW']"
7132,"['L', 'CH', 'IH']",-2,CCV,"['L', 'CH', 'IH']"
7133,"['L', 'CH', 'EH']",-2,CCV,"['L', 'CH', 'EH']"
7134,"['L', 'CH', 'UH']",-2,CCV,"['L', 'UH', 'CH']"
7135,"['L', 'CH', 'IY']",-2,CCV,"['L', 'CH', 'IY']"
7136,"['L', 'CH', 'EY']",-2,CCV,"['L', 'EY', 'CH']"
7137,"['L', 'CH', 'OW']",-2,CCV,"['L', 'CH', 'OW']"
7138,"['L', 'CH', 'AE']",-2,CCV,"['L', 'AE', 'CH']"
7139,"['L', 'CH', 'AW']",-2,CCV,"['L', 'AW', 'CH']"
7140,"['L', 'JH', 'AH']",-2,CCV,"['L', 'AH', 'JH']"
7141,"['L', 'JH', 'OY']",-2,CCV,"['L', 'OY', 'JH']"
7142,"['L', 'JH', 'AA']",-2,CCV,"['L', 'AA', 'JH']"
7143,"['L', 'JH', 'AY']",-2,CCV,"['L', 'AY', 'JH']"
7144,"['L', 'JH', 'ER']",-2,CCV,"['L', 'ER', 'JH']"
7145,"['L', 'JH', 'AO']",-2,CCV,"['L', 'AO', 'JH']"
7146,"['L', 'JH', 'UW']",-2,CCV,"['L', 'UW', 'JH']"
7147,"['L', 'JH', 'IH']",-2,CCV,"['L', 'IH', 'JH']"
7148,"['L', 'JH', 'EH']",-2,CCV,"['L', 'EH', 'JH']"
7149,"['L', 'JH', 'UH']",-2,CCV,"['L', 'UH', 'JH']"
7150,"['L', 'JH', 'IY']",-2,CCV,"['L', 'IY', 'JH']"
7151,"['L', 'JH', 'EY']",-2,CCV,"['L', 'EY', 'JH']"
7152,"['L', 'JH', 'OW']",-2,CCV,"['L', 'OW', 'JH']"
7153,"['L', 'JH', 'AE']",-2,CCV,"['L', 'AE', 'JH']"
7154,"['L', 'JH', 'AW']",-2,CCV,"['L', 'AW', 'JH']"
7155,"['L', 'M', 'AH']",-1,CCV,"['L', 'M', 'AH']"
7156,"['L', 'M', 'OY']",-1,CCV,"['L', 'OY', 'M']"
7157,"['L', 'M', 'AA']",-1,CCV,"['L', 'M', 'AA']"
7158,"['L', 'M', 'AY']",-1,CCV,"['L', 'AY', 'M']"
7159,"['L', 'M', 'ER']",-1,CCV,"['L', 'ER', 'NG']"
7160,"['L', 'M', 'AO']",-1,CCV,"['L', 'AO', 'M']"
7161,"['L', 'M', 'UW']",-1,CCV,"['L', 'UW', 'M']"
7162,"['L', 'M', 'IH']",-1,CCV,"['L', 'IH', 'M']"
7163,"['L', 'M', 'EH']",-1,CCV,"['L', 'M', 'EH']"
7164,"['L', 'M', 'UH']",-1,CCV,"['M', 'L', 'UH']"
7165,"['L', 'M', 'IY']",-1,CCV,"['L', 'M', 'IY']"
7166,"['L', 'M', 'EY']",-1,CCV,"['L', 'EY', 'M']"
7167,"['L', 'M', 'OW']",-1,CCV,"['L', 'OW', 'M']"
7168,"['L', 'M', 'AE']",-1,CCV,"['L', 'AE', 'M']"
7169,"['L', 'M', 'AW']",-1,CCV,"['L', 'AW', 'M']"
7170,"['L', 'N', 'AH']",-1,CCV,"['L', 'AH', 'N']"
7171,"['L', 'N', 'OY']",-1,CCV,"['L', 'OY', 'N']"
7172,"['L', 'N', 'AA']",-1,CCV,"['L', 'AA', 'N']"
7173,"['L', 'N', 'AY']",-1,CCV,"['L', 'AY', 'N']"
7174,"['L', 'N', 'ER']",-1,CCV,"['L', 'ER', 'N']"
7175,"['L', 'N', 'AO']",-1,CCV,"['L', 'IH', 'N']"
7176,"['L', 'N', 'UW']",-1,CCV,"['L', 'UW', 'N']"
7177,"['L', 'N', 'IH']",-1,CCV,"['L', 'IH', 'N']"
7178,"['L', 'N', 'EH']",-1,CCV,"['L', 'EH', 'N']"
7179,"['L', 'N', 'UH']",-1,CCV,"['L', 'UH', 'N']"
7180,"['L', 'N', 'IY']",-1,CCV,"['L', 'AE', 'N']"
7181,"['L', 'N', 'EY']",-1,CCV,"['L', 'EY', 'N']"
7182,"['L', 'N', 'OW']",-1,CCV,"['L', 'OW', 'N']"
7183,"['L', 'N', 'AE']",-1,CCV,"['L', 'AE', 'N']"
7184,"['L', 'N', 'AW']",-1,CCV,"['L', 'AW', 'N']"
7185,"['L', 'NG', 'AH']",-1,CCV,"['L', 'NG', '<EOS>']"
7186,"['L', 'NG', 'OY']",-1,CCV,"['L', 'NG', 'OY']"
7187,"['L', 'NG', 'AA']",-1,CCV,"['L', 'NG', 'AA']"
7188,"['L', 'NG', 'AY']",-1,CCV,"['L', 'AY', 'NG']"
7189,"['L', 'NG', 'ER']",-1,CCV,"['L', 'NG', 'ER']"
7190,"['L', 'NG', 'AO']",-1,CCV,"['L', 'NG', 'AO']"
7191,"['L', 'NG', 'UW']",-1,CCV,"['L', 'NG', 'UW']"
7192,"['L', 'NG', 'IH']",-1,CCV,"['L', 'IH', 'NG']"
7193,"['L', 'NG', 'EH']",-1,CCV,"['L', 'NG', 'EH']"
7194,"['L', 'NG', 'UH']",-1,CCV,"['L', 'UH', 'NG']"
7195,"['L', 'NG', 'IY']",-1,CCV,"['L', 'IY', 'NG']"
7196,"['L', 'NG', 'EY']",-1,CCV,"['L', 'EY', 'NG']"
7197,"['L', 'NG', 'OW']",-1,CCV,"['L', 'OW', 'NG']"
7198,"['L', 'NG', 'AE']",-1,CCV,"['L', 'AE', 'NG']"
7199,"['L', 'NG', 'AW']",-1,CCV,"['L', 'NG', 'AW']"
7200,"['L', 'R', 'AH']",0,CCV,"['L', 'R', 'AH']"
7201,"['L', 'R', 'OY']",0,CCV,"['L', 'R', 'OY']"
7202,"['L', 'R', 'AA']",0,CCV,"['L', 'R', 'AA']"
7203,"['L', 'R', 'AY']",0,CCV,"['L', 'R', 'AY']"
7204,"['L', 'R', 'ER']",0,CCV,"['L', 'R', 'ER']"
7205,"['L', 'R', 'AO']",0,CCV,"['L', 'R', 'AO']"
7206,"['L', 'R', 'UW']",0,CCV,"['L', 'R', 'UW']"
7207,"['L', 'R', 'IH']",0,CCV,"['R', 'L', 'IH']"
7208,"['L', 'R', 'EH']",0,CCV,"['L', 'R', 'EH']"
7209,"['L', 'R', 'UH']",0,CCV,"['L', 'R', 'UH']"
7210,"['L', 'R', 'IY']",0,CCV,"['L', 'R', 'IY']"
7211,"['L', 'R', 'EY']",0,CCV,"['L', 'R', 'EY']"
7212,"['L', 'R', 'OW']",0,CCV,"['R', 'L', 'OW']"
7213,"['L', 'R', 'AE']",0,CCV,"['L', 'R', 'AE']"
7214,"['L', 'R', 'AW']",0,CCV,"['L', 'R', 'AW']"
7215,"['L', 'W', 'AH']",1,CCV,"['L', 'W', 'AH']"
7216,"['L', 'W', 'OY']",1,CCV,"['L', 'OY', 'EH']"
7217,"['L', 'W', 'AA']",1,CCV,"['L', 'W', 'AA']"
7218,"['L', 'W', 'AY']",1,CCV,"['L', 'AY', 'EH']"
7219,"['L', 'W', 'ER']",1,CCV,"['L', 'W', 'ER']"
7220,"['L', 'W', 'AO']",1,CCV,"['L', 'AO', 'AE']"
7221,"['L', 'W', 'UW']",1,CCV,"['L', 'W', 'UW']"
7222,"['L', 'W', 'IH']",1,CCV,"['L', 'IH', 'IH']"
7223,"['L', 'W', 'EH']",1,CCV,"['L', 'EH', 'W']"
7224,"['L', 'W', 'UH']",1,CCV,"['L', 'UH', 'W']"
7225,"['L', 'W', 'IY']",1,CCV,"['L', 'W', 'IY']"
7226,"['L', 'W', 'EY']",1,CCV,"['L', 'W', 'EY']"
7227,"['L', 'W', 'OW']",1,CCV,"['L', 'OW', 'W']"
7228,"['L', 'W', 'AE']",1,CCV,"['L', 'AE', 'AE']"
7229,"['L', 'W', 'AW']",1,CCV,"['L', 'AW', 'AE']"
7230,"['L', 'Y', 'AH']",1,CCV,"['L', 'Y', 'AH']"
7231,"['L', 'Y', 'OY']",1,CCV,"['L', 'OY', 'K']"
7232,"['L', 'Y', 'AA']",1,CCV,"['L', 'Y', 'AA']"
7233,"['L', 'Y', 'AY']",1,CCV,"['L', 'Y', 'AY']"
7234,"['L', 'Y', 'ER']",1,CCV,"['L', 'Y', 'ER']"
7235,"['L', 'Y', 'AO']",1,CCV,"['L', 'Y', 'AO']"
7236,"['L', 'Y', 'UW']",1,CCV,"['L', 'Y', 'UW']"
7237,"['L', 'Y', 'IH']",1,CCV,"['L', 'IH', 'Y']"
7238,"['L', 'Y', 'EH']",1,CCV,"['L', 'Y', 'EH']"
7239,"['L', 'Y', 'UH']",1,CCV,"['L', 'Y', 'UH']"
7240,"['L', 'Y', 'IY']",1,CCV,"['L', 'Y', 'IY']"
7241,"['L', 'Y', 'EY']",1,CCV,"['L', 'Y', 'EY']"
7242,"['L', 'Y', 'OW']",1,CCV,"['L', 'Y', 'OW']"
7243,"['L', 'Y', 'AE']",1,CCV,"['L', 'Y', 'AE']"
7244,"['L', 'Y', 'AW']",1,CCV,"['L', 'AW', 'Y']"
7245,"['R', 'P', 'AH']",-4,CCV,"['R', 'P', 'AH']"
7246,"['R', 'P', 'OY']",-4,CCV,"['R', 'OY', 'P']"
7247,"['R', 'P', 'AA']",-4,CCV,"['R', 'P', 'AA']"
7248,"['R', 'P', 'AY']",-4,CCV,"['R', 'AY', 'P']"
7249,"['R', 'P', 'ER']",-4,CCV,"['P', 'R', 'ER']"
7250,"['R', 'P', 'AO']",-4,CCV,"['R', 'P', 'AO']"
7251,"['R', 'P', 'UW']",-4,CCV,"['R', 'UW', 'P']"
7252,"['R', 'P', 'IH']",-4,CCV,"['R', 'P', 'IH']"
7253,"['R', 'P', 'EH']",-4,CCV,"['R', 'P', 'EH']"
7254,"['R', 'P', 'UH']",-4,CCV,"['P', 'R', 'UH']"
7255,"['R', 'P', 'IY']",-4,CCV,"['R', 'IY', 'P']"
7256,"['R', 'P', 'EY']",-4,CCV,"['R', 'EY', 'P']"
7257,"['R', 'P', 'OW']",-4,CCV,"['R', 'OW', 'P']"
7258,"['R', 'P', 'AE']",-4,CCV,"['R', 'AE', 'P']"
7259,"['R', 'P', 'AW']",-4,CCV,"['R', 'AW', 'P']"
7260,"['R', 'T', 'AH']",-4,CCV,"['R', 'T', 'AH']"
7261,"['R', 'T', 'OY']",-4,CCV,"['R', 'OY', 'T']"
7262,"['R', 'T', 'AA']",-4,CCV,"['R', 'T', 'AA']"
7263,"['R', 'T', 'AY']",-4,CCV,"['R', 'AY', 'T']"
7264,"['R', 'T', 'ER']",-4,CCV,"['R', 'T', 'ER']"
7265,"['R', 'T', 'AO']",-4,CCV,"['R', 'T', 'AO']"
7266,"['R', 'T', 'UW']",-4,CCV,"['R', 'T', 'UW']"
7267,"['R', 'T', 'IH']",-4,CCV,"['R', 'T', 'IH']"
7268,"['R', 'T', 'EH']",-4,CCV,"['R', 'EH', 'T']"
7269,"['R', 'T', 'UH']",-4,CCV,"['R', 'UH', 'T']"
7270,"['R', 'T', 'IY']",-4,CCV,"['R', 'T', 'IY']"
7271,"['R', 'T', 'EY']",-4,CCV,"['R', 'EY', 'T']"
7272,"['R', 'T', 'OW']",-4,CCV,"['R', 'OW', 'T']"
7273,"['R', 'T', 'AE']",-4,CCV,"['R', 'AE', 'T']"
7274,"['R', 'T', 'AW']",-4,CCV,"['T', 'R', 'AW']"
7275,"['R', 'K', 'AH']",-4,CCV,"['R', 'K', 'AH']"
7276,"['R', 'K', 'OY']",-4,CCV,"['R', 'OY', 'K']"
7277,"['R', 'K', 'AA']",-4,CCV,"['R', 'K', 'AA']"
7278,"['R', 'K', 'AY']",-4,CCV,"['R', 'AY', 'K']"
7279,"['R', 'K', 'ER']",-4,CCV,"['R', 'K', 'ER']"
7280,"['R', 'K', 'AO']",-4,CCV,"['R', 'K', 'AO']"
