,Word,Frequency,Zipf_Frequency,Part_of_Speech,Phonemes,No_Stress
12663,condoms,3.72e-06,3.57,NOUN,"['K', 'AA1', 'N', 'D', 'AH0', 'M', 'Z']","['K', 'AA', 'N', 'D', 'AH', 'M', 'Z']"
12664,crescent,3.72e-06,3.57,NOUN,"['K', 'R', 'EH1', 'S', 'AH0', 'N', 'T']","['K', 'R', 'EH', 'S', 'AH', 'N', 'T']"
12665,crises,3.72e-06,3.57,NOUN,"['K', 'R', 'AY1', 'S', 'IY0', 'Z']","['K', 'R', 'AY', 'S', 'IY', 'Z']"
12666,criticizing,3.72e-06,3.57,VERB,"['K', 'R', 'IH1', 'T', 'IH0', 'S', 'AY2', 'Z', 'IH0', 'NG']","['K', 'R', 'IH', 'T', 'IH', 'S', 'AY', 'Z', 'IH', 'NG']"
12667,defective,3.72e-06,3.57,ADJ,"['D', 'IH0', 'F', 'EH1', 'K', 'T', 'IH0', 'V']","['D', 'IH', 'F', 'EH', 'K', 'T', 'IH', 'V']"
12668,denise,3.72e-06,3.57,PROPN,"['D', 'IH0', 'N', 'IY1', 'S']","['D', 'IH', 'N', 'IY', 'S']"
12669,deportation,3.72e-06,3.57,NOUN,"['D', 'IY2', 'P', 'AO0', 'R', 'T', 'EY1', 'SH', 'AH0', 'N']","['D', 'IY', 'P', 'AO', 'R', 'T', 'EY', 'SH', 'AH', 'N']"
12670,deserving,3.72e-06,3.57,VERB,"['D', 'IH0', 'Z', 'ER1', 'V', 'IH0', 'NG']","['D', 'IH', 'Z', 'ER', 'V', 'IH', 'NG']"
12671,discourage,3.72e-06,3.57,VERB,"['D', 'IH0', 'S', 'K', 'ER1', 'IH0', 'JH']","['D', 'IH', 'S', 'K', 'ER', 'IH', 'JH']"
12672,disgusted,3.72e-06,3.57,VERB,"['D', 'IH0', 'S', 'G', 'AH1', 'S', 'T', 'AH0', 'D']","['D', 'IH', 'S', 'G', 'AH', 'S', 'T', 'AH', 'D']"
12673,disposable,3.72e-06,3.57,ADJ,"['D', 'IH0', 'S', 'P', 'OW1', 'Z', 'AH0', 'B', 'AH0', 'L']","['D', 'IH', 'S', 'P', 'OW', 'Z', 'AH', 'B', 'AH', 'L']"
12674,distressed,3.72e-06,3.57,ADJ,"['D', 'IH0', 'S', 'T', 'R', 'EH1', 'S', 'T']","['D', 'IH', 'S', 'T', 'R', 'EH', 'S', 'T']"
12675,dover,3.72e-06,3.57,PROPN,"['D', 'OW1', 'V', 'ER0']","['D', 'OW', 'V', 'ER']"
12676,dungeon,3.72e-06,3.57,PROPN,"['D', 'AH1', 'N', 'JH', 'AH0', 'N']","['D', 'AH', 'N', 'JH', 'AH', 'N']"
12677,dwell,3.72e-06,3.57,VERB,"['D', 'W', 'EH1', 'L']","['D', 'W', 'EH', 'L']"
12678,edison,3.72e-06,3.57,PROPN,"['EH1', 'D', 'IH0', 'S', 'AH0', 'N']","['EH', 'D', 'IH', 'S', 'AH', 'N']"
12679,edith,3.72e-06,3.57,PROPN,"['IY1', 'D', 'IH0', 'TH']","['IY', 'D', 'IH', 'TH']"
12680,enforcing,3.72e-06,3.57,VERB,"['EH0', 'N', 'F', 'AO1', 'R', 'S', 'IH0', 'NG']","['EH', 'N', 'F', 'AO', 'R', 'S', 'IH', 'NG']"
12681,entrepreneurship,3.72e-06,3.57,NOUN,"['AA2', 'N', 'T', 'R', 'AH0', 'P', 'R', 'AH0', 'N', 'ER1', 'SH', 'IH0', 'P']","['AA', 'N', 'T', 'R', 'AH', 'P', 'R', 'AH', 'N', 'ER', 'SH', 'IH', 'P']"
12682,erie,3.72e-06,3.57,PROPN,"['IH1', 'R', 'IY0']","['IH', 'R', 'IY']"
12683,essentials,3.72e-06,3.57,NOUN,"['EH0', 'S', 'EH1', 'N', 'CH', 'AH0', 'L', 'Z']","['EH', 'S', 'EH', 'N', 'CH', 'AH', 'L', 'Z']"
12684,fasting,3.72e-06,3.57,VERB,"['F', 'AE1', 'S', 'T', 'IH0', 'NG']","['F', 'AE', 'S', 'T', 'IH', 'NG']"
12685,fiery,3.72e-06,3.57,ADJ,"['F', 'AY1', 'ER0', 'IY0']","['F', 'AY', 'ER', 'IY']"
12686,finalists,3.72e-06,3.57,NOUN,"['F', 'AY1', 'N', 'AH0', 'L', 'AH0', 'S', 'T', 'S']","['F', 'AY', 'N', 'AH', 'L', 'AH', 'S', 'T', 'S']"
12687,flipping,3.72e-06,3.57,VERB,"['F', 'L', 'IH1', 'P', 'IH0', 'NG']","['F', 'L', 'IH', 'P', 'IH', 'NG']"
12688,flux,3.72e-06,3.57,NOUN,"['F', 'L', 'AH1', 'K', 'S']","['F', 'L', 'AH', 'K', 'S']"
12689,fueled,3.72e-06,3.57,VERB,"['F', 'Y', 'UW1', 'AH0', 'L', 'D']","['F', 'Y', 'UW', 'AH', 'L', 'D']"
12690,georgetown,3.72e-06,3.57,PROPN,"['JH', 'AO1', 'R', 'JH', 'T', 'AW2', 'N']","['JH', 'AO', 'R', 'JH', 'T', 'AW', 'N']"
12691,gimme,3.72e-06,3.57,PROPN,"['G', 'IH1', 'M', 'IY0']","['G', 'IH', 'M', 'IY']"
12692,goofy,3.72e-06,3.57,ADJ,"['G', 'UW1', 'F', 'IY0']","['G', 'UW', 'F', 'IY']"
12693,hancock,3.72e-06,3.57,PROPN,"['HH', 'AE1', 'N', 'K', 'AA2', 'K']","['HH', 'AE', 'N', 'K', 'AA', 'K']"
12694,handwriting,3.72e-06,3.57,NOUN,"['HH', 'AE1', 'N', 'D', 'R', 'AY2', 'T', 'IH0', 'NG']","['HH', 'AE', 'N', 'D', 'R', 'AY', 'T', 'IH', 'NG']"
12695,hassle,3.72e-06,3.57,NOUN,"['HH', 'AE1', 'S', 'AH0', 'L']","['HH', 'AE', 'S', 'AH', 'L']"
12696,heartbreaking,3.72e-06,3.57,VERB,"['HH', 'AA1', 'R', 'T', 'B', 'R', 'EY2', 'K', 'IH0', 'NG']","['HH', 'AA', 'R', 'T', 'B', 'R', 'EY', 'K', 'IH', 'NG']"
12697,hector,3.72e-06,3.57,PROPN,"['HH', 'EH1', 'K', 'T', 'ER0']","['HH', 'EH', 'K', 'T', 'ER']"
12698,hicks,3.72e-06,3.57,NOUN,"['HH', 'IH1', 'K', 'S']","['HH', 'IH', 'K', 'S']"
12699,hobbies,3.72e-06,3.57,NOUN,"['HH', 'AA1', 'B', 'IY0', 'Z']","['HH', 'AA', 'B', 'IY', 'Z']"
12700,hog,3.72e-06,3.57,NOUN,"['HH', 'AA1', 'G']","['HH', 'AA', 'G']"
12701,homeowners,3.72e-06,3.57,NOUN,"['HH', 'OW1', 'M', 'OW2', 'N', 'ER0', 'Z']","['HH', 'OW', 'M', 'OW', 'N', 'ER', 'Z']"
12702,ibrahim,3.72e-06,3.57,PROPN,"['IH2', 'B', 'R', 'AA0', 'HH', 'IY1', 'M']","['IH', 'B', 'R', 'AA', 'HH', 'IY', 'M']"
12703,immensely,3.72e-06,3.57,ADV,"['IH0', 'M', 'EH1', 'N', 'S', 'L', 'IY0']","['IH', 'M', 'EH', 'N', 'S', 'L', 'IY']"
12704,inauguration,3.72e-06,3.57,NOUN,"['IH0', 'N', 'AO2', 'G', 'Y', 'ER0', 'EY1', 'SH', 'AH0', 'N']","['IH', 'N', 'AO', 'G', 'Y', 'ER', 'EY', 'SH', 'AH', 'N']"
12705,incorrectly,3.72e-06,3.57,ADV,"['IH0', 'N', 'K', 'ER0', 'EH1', 'K', 'T', 'L', 'IY0']","['IH', 'N', 'K', 'ER', 'EH', 'K', 'T', 'L', 'IY']"
12706,indicative,3.72e-06,3.57,ADJ,"['IH0', 'N', 'D', 'IH1', 'K', 'AH0', 'T', 'IH0', 'V']","['IH', 'N', 'D', 'IH', 'K', 'AH', 'T', 'IH', 'V']"
12707,inexpensive,3.72e-06,3.57,ADJ,"['IH2', 'N', 'IH0', 'K', 'S', 'P', 'EH1', 'N', 'S', 'IH0', 'V']","['IH', 'N', 'IH', 'K', 'S', 'P', 'EH', 'N', 'S', 'IH', 'V']"
12708,instructors,3.72e-06,3.57,NOUN,"['IH0', 'N', 'S', 'T', 'R', 'AH1', 'K', 'T', 'ER0', 'Z']","['IH', 'N', 'S', 'T', 'R', 'AH', 'K', 'T', 'ER', 'Z']"
12709,intercept,3.72e-06,3.57,VERB,"['IH2', 'N', 'T', 'ER0', 'S', 'EH1', 'P', 'T']","['IH', 'N', 'T', 'ER', 'S', 'EH', 'P', 'T']"
12710,intuitive,3.72e-06,3.57,ADJ,"['IH0', 'N', 'T', 'UW1', 'AH0', 'T', 'IH0', 'V']","['IH', 'N', 'T', 'UW', 'AH', 'T', 'IH', 'V']"
12711,invent,3.72e-06,3.57,VERB,"['IH0', 'N', 'V', 'EH1', 'N', 'T']","['IH', 'N', 'V', 'EH', 'N', 'T']"
12712,irwin,3.72e-06,3.57,PROPN,"['ER1', 'W', 'AH0', 'N']","['ER', 'W', 'AH', 'N']"
12713,isabel,3.72e-06,3.57,NOUN,"['IH1', 'Z', 'AH0', 'B', 'EH2', 'L']","['IH', 'Z', 'AH', 'B', 'EH', 'L']"
12714,jamaican,3.72e-06,3.57,ADJ,"['JH', 'AH0', 'M', 'EY1', 'K', 'AH0', 'N']","['JH', 'AH', 'M', 'EY', 'K', 'AH', 'N']"
12715,jockey,3.72e-06,3.57,NOUN,"['JH', 'AA1', 'K', 'IY0']","['JH', 'AA', 'K', 'IY']"
12716,jolly,3.72e-06,3.57,PROPN,"['JH', 'AA1', 'L', 'IY0']","['JH', 'AA', 'L', 'IY']"
12717,jorge,3.72e-06,3.57,PROPN,"['HH', 'AO1', 'R', 'HH', 'EY0']","['HH', 'AO', 'R', 'HH', 'EY']"
12718,ju,3.72e-06,3.57,PROPN,"['JH', 'UW1']","['JH', 'UW']"
12719,kazakhstan,3.72e-06,3.57,PROPN,"['K', 'AA2', 'Z', 'AA0', 'K', 'S', 'T', 'AA1', 'N']","['K', 'AA', 'Z', 'AA', 'K', 'S', 'T', 'AA', 'N']"
12720,kenyan,3.72e-06,3.57,ADJ,"['K', 'EH1', 'N', 'Y', 'AH0', 'N']","['K', 'EH', 'N', 'Y', 'AH', 'N']"
12721,landlords,3.72e-06,3.57,NOUN,"['L', 'AE1', 'N', 'D', 'L', 'AO2', 'R', 'D', 'Z']","['L', 'AE', 'N', 'D', 'L', 'AO', 'R', 'D', 'Z']"
12722,latitude,3.72e-06,3.57,NOUN,"['L', 'AE1', 'T', 'AH0', 'T', 'UW2', 'D']","['L', 'AE', 'T', 'AH', 'T', 'UW', 'D']"
12723,lea,3.72e-06,3.57,PROPN,"['L', 'IY1']","['L', 'IY']"
12724,libertarian,3.72e-06,3.57,ADJ,"['L', 'IH2', 'B', 'ER0', 'T', 'EH1', 'R', 'IY0', 'AH0', 'N']","['L', 'IH', 'B', 'ER', 'T', 'EH', 'R', 'IY', 'AH', 'N']"
12725,luxembourg,3.72e-06,3.57,PROPN,"['L', 'AH1', 'K', 'S', 'AH0', 'M', 'B', 'AO2', 'R', 'G']","['L', 'AH', 'K', 'S', 'AH', 'M', 'B', 'AO', 'R', 'G']"
12726,majestic,3.72e-06,3.57,ADJ,"['M', 'AH0', 'JH', 'EH1', 'S', 'T', 'IH0', 'K']","['M', 'AH', 'JH', 'EH', 'S', 'T', 'IH', 'K']"
12727,mariners,3.72e-06,3.57,NOUN,"['M', 'EH1', 'R', 'AH0', 'N', 'ER0', 'Z']","['M', 'EH', 'R', 'AH', 'N', 'ER', 'Z']"
12728,mastered,3.72e-06,3.57,VERB,"['M', 'AE1', 'S', 'T', 'ER0', 'D']","['M', 'AE', 'S', 'T', 'ER', 'D']"
12729,mastery,3.72e-06,3.57,NOUN,"['M', 'AE1', 'S', 'T', 'ER0', 'IY0']","['M', 'AE', 'S', 'T', 'ER', 'IY']"
12730,mats,3.72e-06,3.57,NOUN,"['M', 'AE1', 'T', 'S']","['M', 'AE', 'T', 'S']"
12731,mccoy,3.72e-06,3.57,PROPN,"['M', 'AH0', 'K', 'OY1']","['M', 'AH', 'K', 'OY']"
12732,metropolis,3.72e-06,3.57,NOUN,"['M', 'AH0', 'T', 'R', 'AA1', 'P', 'AH0', 'L', 'AH0', 'S']","['M', 'AH', 'T', 'R', 'AA', 'P', 'AH', 'L', 'AH', 'S']"
12733,mohamed,3.72e-06,3.57,PROPN,"['M', 'OW0', 'HH', 'AA1', 'M', 'EH0', 'D']","['M', 'OW', 'HH', 'AA', 'M', 'EH', 'D']"
12734,mummy,3.72e-06,3.57,ADJ,"['M', 'AH1', 'M', 'IY0']","['M', 'AH', 'M', 'IY']"
12735,neville,3.72e-06,3.57,PROPN,"['N', 'EH1', 'V', 'IH0', 'L']","['N', 'EH', 'V', 'IH', 'L']"
12736,nominate,3.72e-06,3.57,VERB,"['N', 'AA1', 'M', 'AH0', 'N', 'AH0', 'T']","['N', 'AA', 'M', 'AH', 'N', 'AH', 'T']"
12737,offend,3.72e-06,3.57,VERB,"['AH0', 'F', 'EH1', 'N', 'D']","['AH', 'F', 'EH', 'N', 'D']"
12738,orchard,3.72e-06,3.57,NOUN,"['AO1', 'R', 'CH', 'ER0', 'D']","['AO', 'R', 'CH', 'ER', 'D']"
12739,organizer,3.72e-06,3.57,NOUN,"['AO1', 'R', 'G', 'AH0', 'N', 'AY2', 'Z', 'ER0']","['AO', 'R', 'G', 'AH', 'N', 'AY', 'Z', 'ER']"
12740,outraged,3.72e-06,3.57,VERB,"['AW1', 'T', 'R', 'EY2', 'JH', 'D']","['AW', 'T', 'R', 'EY', 'JH', 'D']"
12741,overdose,3.72e-06,3.57,NOUN,"['OW1', 'V', 'ER0', 'D', 'OW2', 'S']","['OW', 'V', 'ER', 'D', 'OW', 'S']"
12742,pamela,3.72e-06,3.57,PROPN,"['P', 'AE1', 'M', 'AH0', 'L', 'AH0']","['P', 'AE', 'M', 'AH', 'L', 'AH']"
12743,paragraphs,3.72e-06,3.57,NOUN,"['P', 'AE1', 'R', 'AH0', 'G', 'R', 'AE2', 'F', 'S']","['P', 'AE', 'R', 'AH', 'G', 'R', 'AE', 'F', 'S']"
12744,parallels,3.72e-06,3.57,VERB,"['P', 'EH1', 'R', 'AH0', 'L', 'EH2', 'L', 'Z']","['P', 'EH', 'R', 'AH', 'L', 'EH', 'L', 'Z']"
12745,parameter,3.72e-06,3.57,NOUN,"['P', 'ER0', 'AE1', 'M', 'AH0', 'T', 'ER0']","['P', 'ER', 'AE', 'M', 'AH', 'T', 'ER']"
12746,passwords,3.72e-06,3.57,NOUN,"['P', 'AE1', 'S', 'W', 'ER2', 'D', 'Z']","['P', 'AE', 'S', 'W', 'ER', 'D', 'Z']"
12747,pathology,3.72e-06,3.57,NOUN,"['P', 'AH0', 'TH', 'AA1', 'L', 'AH0', 'JH', 'IY0']","['P', 'AH', 'TH', 'AA', 'L', 'AH', 'JH', 'IY']"
12748,peggy,3.72e-06,3.57,PROPN,"['P', 'EH1', 'G', 'IY0']","['P', 'EH', 'G', 'IY']"
12749,piercing,3.72e-06,3.57,VERB,"['P', 'IH1', 'R', 'S', 'IH0', 'NG']","['P', 'IH', 'R', 'S', 'IH', 'NG']"
12750,plotting,3.72e-06,3.57,VERB,"['P', 'L', 'AA1', 'T', 'IH0', 'NG']","['P', 'L', 'AA', 'T', 'IH', 'NG']"
12751,poisonous,3.72e-06,3.57,ADJ,"['P', 'OY1', 'Z', 'AH0', 'N', 'AH0', 'S']","['P', 'OY', 'Z', 'AH', 'N', 'AH', 'S']"
12752,pounding,3.72e-06,3.57,VERB,"['P', 'AW1', 'N', 'D', 'IH0', 'NG']","['P', 'AW', 'N', 'D', 'IH', 'NG']"
12753,pretended,3.72e-06,3.57,VERB,"['P', 'R', 'IY0', 'T', 'EH1', 'N', 'D', 'AH0', 'D']","['P', 'R', 'IY', 'T', 'EH', 'N', 'D', 'AH', 'D']"
12754,procession,3.72e-06,3.57,NOUN,"['P', 'R', 'AH0', 'S', 'EH1', 'SH', 'AH0', 'N']","['P', 'R', 'AH', 'S', 'EH', 'SH', 'AH', 'N']"
12755,purge,3.72e-06,3.57,VERB,"['P', 'ER1', 'JH']","['P', 'ER', 'JH']"
12756,reacts,3.72e-06,3.57,VERB,"['R', 'IY0', 'AE1', 'K', 'T', 'S']","['R', 'IY', 'AE', 'K', 'T', 'S']"
12757,relocation,3.72e-06,3.57,NOUN,"['R', 'IY0', 'L', 'OW1', 'K', 'EY1', 'SH', 'AH0', 'N']","['R', 'IY', 'L', 'OW', 'K', 'EY', 'SH', 'AH', 'N']"
12758,rhino,3.72e-06,3.57,NOUN,"['R', 'AY1', 'N', 'OW2']","['R', 'AY', 'N', 'OW']"
12759,riches,3.72e-06,3.57,NOUN,"['R', 'IH1', 'CH', 'AH0', 'Z']","['R', 'IH', 'CH', 'AH', 'Z']"
12760,ripping,3.72e-06,3.57,VERB,"['R', 'IH1', 'P', 'IH0', 'NG']","['R', 'IH', 'P', 'IH', 'NG']"
12761,rosemary,3.72e-06,3.57,ADJ,"['R', 'OW1', 'Z', 'M', 'EH2', 'R', 'IY0']","['R', 'OW', 'Z', 'M', 'EH', 'R', 'IY']"
12762,rubbed,3.72e-06,3.57,VERB,"['R', 'AH1', 'B', 'D']","['R', 'AH', 'B', 'D']"
12763,sandstone,3.72e-06,3.57,NOUN,"['S', 'AE1', 'N', 'D', 'S', 'T', 'OW2', 'N']","['S', 'AE', 'N', 'D', 'S', 'T', 'OW', 'N']"
12764,sanitation,3.72e-06,3.57,NOUN,"['S', 'AE2', 'N', 'AH0', 'T', 'EY1', 'SH', 'AH0', 'N']","['S', 'AE', 'N', 'AH', 'T', 'EY', 'SH', 'AH', 'N']"
12765,satisfactory,3.72e-06,3.57,ADJ,"['S', 'AE2', 'T', 'AH0', 'S', 'F', 'AE1', 'K', 'T', 'R', 'IY0']","['S', 'AE', 'T', 'AH', 'S', 'F', 'AE', 'K', 'T', 'R', 'IY']"
12766,scooter,3.72e-06,3.57,NOUN,"['S', 'K', 'UW1', 'T', 'ER0']","['S', 'K', 'UW', 'T', 'ER']"
12767,sculptures,3.72e-06,3.57,NOUN,"['S', 'K', 'AH1', 'L', 'P', 'CH', 'ER0', 'Z']","['S', 'K', 'AH', 'L', 'P', 'CH', 'ER', 'Z']"
12768,secrecy,3.72e-06,3.57,NOUN,"['S', 'IY1', 'K', 'R', 'AH0', 'S', 'IY0']","['S', 'IY', 'K', 'R', 'AH', 'S', 'IY']"
12769,seeded,3.72e-06,3.57,VERB,"['S', 'IY1', 'D', 'AH0', 'D']","['S', 'IY', 'D', 'AH', 'D']"
12770,separates,3.72e-06,3.57,VERB,"['S', 'EH1', 'P', 'ER0', 'EY2', 'T', 'S']","['S', 'EH', 'P', 'ER', 'EY', 'T', 'S']"
12771,sergio,3.72e-06,3.57,PROPN,"['S', 'ER1', 'JH', 'IY0', 'OW0']","['S', 'ER', 'JH', 'IY', 'OW']"
12772,shameful,3.72e-06,3.57,ADJ,"['SH', 'EY1', 'M', 'F', 'AH0', 'L']","['SH', 'EY', 'M', 'F', 'AH', 'L']"
12773,shortest,3.72e-06,3.57,ADJ,"['SH', 'AO1', 'R', 'T', 'IH0', 'S', 'T']","['SH', 'AO', 'R', 'T', 'IH', 'S', 'T']"
12774,skipping,3.72e-06,3.57,VERB,"['S', 'K', 'IH1', 'P', 'IH0', 'NG']","['S', 'K', 'IH', 'P', 'IH', 'NG']"
12775,skirts,3.72e-06,3.57,NOUN,"['S', 'K', 'ER1', 'T', 'S']","['S', 'K', 'ER', 'T', 'S']"
12776,sliced,3.72e-06,3.57,VERB,"['S', 'L', 'AY1', 'S', 'T']","['S', 'L', 'AY', 'S', 'T']"
12777,soils,3.72e-06,3.57,NOUN,"['S', 'OY1', 'L', 'Z']","['S', 'OY', 'L', 'Z']"
12778,springer,3.72e-06,3.57,PROPN,"['S', 'P', 'R', 'IH1', 'NG', 'ER0']","['S', 'P', 'R', 'IH', 'NG', 'ER']"
12779,staples,3.72e-06,3.57,NOUN,"['S', 'T', 'EY1', 'P', 'AH0', 'L', 'Z']","['S', 'T', 'EY', 'P', 'AH', 'L', 'Z']"
12780,stokes,3.72e-06,3.57,PROPN,"['S', 'T', 'OW1', 'K', 'S']","['S', 'T', 'OW', 'K', 'S']"
12781,storing,3.72e-06,3.57,VERB,"['S', 'T', 'AO1', 'R', 'IH0', 'NG']","['S', 'T', 'AO', 'R', 'IH', 'NG']"
12782,summed,3.72e-06,3.57,VERB,"['S', 'AH1', 'M', 'D']","['S', 'AH', 'M', 'D']"
12783,supervisors,3.72e-06,3.57,NOUN,"['S', 'UW2', 'P', 'ER0', 'V', 'AY1', 'Z', 'ER0', 'Z']","['S', 'UW', 'P', 'ER', 'V', 'AY', 'Z', 'ER', 'Z']"
12784,sweetie,3.72e-06,3.57,NOUN,"['S', 'W', 'IY1', 'T', 'IY0']","['S', 'W', 'IY', 'T', 'IY']"
12785,swollen,3.72e-06,3.57,ADJ,"['S', 'W', 'OW1', 'L', 'AH0', 'N']","['S', 'W', 'OW', 'L', 'AH', 'N']"
12786,tanzania,3.72e-06,3.57,PROPN,"['T', 'AE0', 'N', 'Z', 'EY1', 'N', 'IY0', 'AH0']","['T', 'AE', 'N', 'Z', 'EY', 'N', 'IY', 'AH']"
12787,technicians,3.72e-06,3.57,NOUN,"['T', 'EH0', 'K', 'N', 'IH1', 'SH', 'AH0', 'N', 'Z']","['T', 'EH', 'K', 'N', 'IH', 'SH', 'AH', 'N', 'Z']"
12788,tor,3.72e-06,3.57,VERB,"['T', 'AO1', 'R']","['T', 'AO', 'R']"
12789,transformers,3.72e-06,3.57,NOUN,"['T', 'R', 'AE0', 'N', 'S', 'F', 'AO1', 'R', 'M', 'ER0', 'Z']","['T', 'R', 'AE', 'N', 'S', 'F', 'AO', 'R', 'M', 'ER', 'Z']"
12790,traveler,3.72e-06,3.57,NOUN,"['T', 'R', 'AE1', 'V', 'AH0', 'L', 'ER0']","['T', 'R', 'AE', 'V', 'AH', 'L', 'ER']"
12791,tunisia,3.72e-06,3.57,PROPN,"['T', 'UW2', 'N', 'IY1', 'ZH', 'AH0']","['T', 'UW', 'N', 'IY', 'ZH', 'AH']"
12792,umm,3.72e-06,3.57,ADJ,"['AH1', 'M']","['AH', 'M']"
12793,unauthorized,3.72e-06,3.57,ADJ,"['AH0', 'N', 'AO1', 'TH', 'ER0', 'AY2', 'Z', 'D']","['AH', 'N', 'AO', 'TH', 'ER', 'AY', 'Z', 'D']"
12794,undo,3.72e-06,3.57,VERB,"['AH0', 'N', 'D', 'UW1']","['AH', 'N', 'D', 'UW']"
12795,unnamed,3.72e-06,3.57,ADJ,"['AH0', 'N', 'N', 'EY1', 'M', 'D']","['AH', 'N', 'N', 'EY', 'M', 'D']"
12796,upsetting,3.72e-06,3.57,VERB,"['AH0', 'P', 'S', 'EH1', 'T', 'IH0', 'NG']","['AH', 'P', 'S', 'EH', 'T', 'IH', 'NG']"
12797,vans,3.72e-06,3.57,NOUN,"['V', 'AE1', 'N', 'Z']","['V', 'AE', 'N', 'Z']"
12798,venom,3.72e-06,3.57,PROPN,"['V', 'EH1', 'N', 'AH0', 'M']","['V', 'EH', 'N', 'AH', 'M']"
12799,victorious,3.72e-06,3.57,ADJ,"['V', 'IH0', 'K', 'T', 'AO1', 'R', 'IY0', 'AH0', 'S']","['V', 'IH', 'K', 'T', 'AO', 'R', 'IY', 'AH', 'S']"
12800,vines,3.72e-06,3.57,NOUN,"['V', 'AY1', 'N', 'Z']","['V', 'AY', 'N', 'Z']"
12801,visuals,3.72e-06,3.57,NOUN,"['V', 'IH1', 'ZH', 'W', 'AH0', 'L', 'Z']","['V', 'IH', 'ZH', 'W', 'AH', 'L', 'Z']"
12802,wary,3.72e-06,3.57,ADJ,"['W', 'EH1', 'R', 'IY0']","['W', 'EH', 'R', 'IY']"
12803,watering,3.72e-06,3.57,VERB,"['W', 'AO1', 'T', 'ER0', 'IH0', 'NG']","['W', 'AO', 'T', 'ER', 'IH', 'NG']"
12804,wellness,3.72e-06,3.57,NOUN,"['W', 'EH1', 'L', 'N', 'AH0', 'S']","['W', 'EH', 'L', 'N', 'AH', 'S']"
12805,whispers,3.72e-06,3.57,VERB,"['W', 'IH1', 'S', 'P', 'ER0', 'Z']","['W', 'IH', 'S', 'P', 'ER', 'Z']"
12806,windy,3.72e-06,3.57,ADJ,"['W', 'IH1', 'N', 'D', 'IY0']","['W', 'IH', 'N', 'D', 'IY']"
12807,winger,3.72e-06,3.57,NOUN,"['W', 'IH1', 'NG', 'ER0']","['W', 'IH', 'NG', 'ER']"
12808,wraps,3.72e-06,3.57,VERB,"['R', 'AE1', 'P', 'S']","['R', 'AE', 'P', 'S']"
12809,youngsters,3.72e-06,3.57,NOUN,"['Y', 'AH1', 'NG', 'S', 'T', 'ER0', 'Z']","['Y', 'AH', 'NG', 'S', 'T', 'ER', 'Z']"
12810,abby,3.63e-06,3.56,PROPN,"['AE1', 'B', 'IY0']","['AE', 'B', 'IY']"
12811,abdomen,3.63e-06,3.56,VERB,"['AE0', 'B', 'D', 'OW1', 'M', 'AH0', 'N']","['AE', 'B', 'D', 'OW', 'M', 'AH', 'N']"
12812,abducted,3.63e-06,3.56,VERB,"['AE0', 'B', 'D', 'AH1', 'K', 'T', 'IH0', 'D']","['AE', 'B', 'D', 'AH', 'K', 'T', 'IH', 'D']"
12813,abruptly,3.63e-06,3.56,ADV,"['AH0', 'B', 'R', 'AH1', 'P', 'T', 'L', 'IY0']","['AH', 'B', 'R', 'AH', 'P', 'T', 'L', 'IY']"
12814,aha,3.63e-06,3.56,INTJ,"['AA2', 'HH', 'AA1']","['AA', 'HH', 'AA']"
12815,alerts,3.63e-06,3.56,NOUN,"['AH0', 'L', 'ER1', 'T', 'S']","['AH', 'L', 'ER', 'T', 'S']"
12816,alps,3.63e-06,3.56,PROPN,"['AE1', 'L', 'P', 'S']","['AE', 'L', 'P', 'S']"
12817,amidst,3.63e-06,3.56,ADP,"['AH0', 'M', 'IH1', 'D', 'S', 'T']","['AH', 'M', 'IH', 'D', 'S', 'T']"
12818,antarctic,3.63e-06,3.56,ADJ,"['AE0', 'N', 'T', 'AA1', 'R', 'K', 'T', 'IH0', 'K']","['AE', 'N', 'T', 'AA', 'R', 'K', 'T', 'IH', 'K']"
12819,antibodies,3.63e-06,3.56,NOUN,"['AE1', 'N', 'T', 'IH0', 'B', 'AA2', 'D', 'IY0', 'Z']","['AE', 'N', 'T', 'IH', 'B', 'AA', 'D', 'IY', 'Z']"
12820,aquarium,3.63e-06,3.56,NOUN,"['AH0', 'K', 'W', 'EH1', 'R', 'IY0', 'AH0', 'M']","['AH', 'K', 'W', 'EH', 'R', 'IY', 'AH', 'M']"
12821,armenia,3.63e-06,3.56,PROPN,"['AA0', 'R', 'M', 'IY1', 'N', 'IY0', 'AH0']","['AA', 'R', 'M', 'IY', 'N', 'IY', 'AH']"
12822,aspiring,3.63e-06,3.56,VERB,"['AH0', 'S', 'P', 'AY1', 'R', 'IH0', 'NG']","['AH', 'S', 'P', 'AY', 'R', 'IH', 'NG']"
12823,asteroid,3.63e-06,3.56,VERB,"['AE1', 'S', 'T', 'ER0', 'OY2', 'D']","['AE', 'S', 'T', 'ER', 'OY', 'D']"
12824,barbie,3.63e-06,3.56,NOUN,"['B', 'AA1', 'R', 'B', 'IY0']","['B', 'AA', 'R', 'B', 'IY']"
12825,batter,3.63e-06,3.56,VERB,"['B', 'AE1', 'T', 'ER0']","['B', 'AE', 'T', 'ER']"
12826,baxter,3.63e-06,3.56,PROPN,"['B', 'AE1', 'K', 'S', 'T', 'ER0']","['B', 'AE', 'K', 'S', 'T', 'ER']"
