,Word,Phonemes,No Stress,Length
5640,approprip,"['AH0', 'P', 'R', 'AA1', 'P', 'R', 'IH0', 'P']","['AH', 'P', 'R', 'AA', 'P', 'R', 'IH', 'P']",8
5641,jeways,"['JH', 'UW1', 'AH0', 'Z']","['JH', 'UW', 'AH', 'Z']",4
5644,manatere,"['M', 'AE0', 'N', 'T', 'EH1', 'R']","['M', 'AE', 'N', 'T', 'EH', 'R']",6
5648,holiets,"['HH', 'AA1', 'L', 'IY0', 'AH0', 'T', 'S']","['HH', 'AA', 'L', 'IY', 'AH', 'T', 'S']",7
5651,univider,"['Y', 'UW1', 'N', 'AH0', 'V', 'AY2', 'D', 'ER0']","['Y', 'UW', 'N', 'AH', 'V', 'AY', 'D', 'ER']",8
5654,comewed,"['K', 'AH1', 'M', 'W', 'EH2', 'D']","['K', 'AH', 'M', 'W', 'EH', 'D']",6
5655,natics,"['N', 'AE1', 'T', 'IH0', 'K', 'S']","['N', 'AE', 'T', 'IH', 'K', 'S']",6
5656,buspouted,"['B', 'AH1', 'S', 'P', 'AW2', 'T', 'IH0', 'D']","['B', 'AH', 'S', 'P', 'AW', 'T', 'IH', 'D']",8
5662,mexuals,"['M', 'EH1', 'K', 'S', 'UW0', 'AH0', 'L', 'Z']","['M', 'EH', 'K', 'S', 'UW', 'AH', 'L', 'Z']",8
5664,pleciam,"['P', 'L', 'IY1', 'CH', 'AH0', 'M']","['P', 'L', 'IY', 'CH', 'AH', 'M']",6
5665,teatestel,"['T', 'IY1', 'T', 'IH0', 'S', 'AH0', 'L', 'T']","['T', 'IY', 'T', 'IH', 'S', 'AH', 'L', 'T']",8
5668,alreez,"['AA0', 'L', 'R', 'IY1', 'Z']","['AA', 'L', 'R', 'IY', 'Z']",5
5669,printrage,"['P', 'R', 'IH1', 'N', 'T', 'R', 'IH0', 'JH']","['P', 'R', 'IH', 'N', 'T', 'R', 'IH', 'JH']",8
5671,liquiday,"['L', 'IH1', 'K', 'W', 'IH0', 'D', 'EY2']","['L', 'IH', 'K', 'W', 'IH', 'D', 'EY']",7
5672,glimarce,"['G', 'L', 'IH1', 'M', 'AA0', 'R', 'S']","['G', 'L', 'IH', 'M', 'AA', 'R', 'S']",7
5673,couroact,"['K', 'AO1', 'R', 'OW2', 'K', 'T']","['K', 'AO', 'R', 'OW', 'K', 'T']",6
5674,somilan,"['S', 'AA1', 'M', 'AH0', 'L', 'AH0', 'N']","['S', 'AA', 'M', 'AH', 'L', 'AH', 'N']",7
5677,desovolis,"['D', 'EH1', 'S', 'AH0', 'V', 'OW2', 'L', 'IY0', 'Z']","['D', 'EH', 'S', 'AH', 'V', 'OW', 'L', 'IY', 'Z']",9
5678,prientity,"['P', 'R', 'IY0', 'EH1', 'N', 'T', 'AH0', 'T', 'IY0']","['P', 'R', 'IY', 'EH', 'N', 'T', 'AH', 'T', 'IY']",9
5679,belitatio,"['B', 'EH2', 'L', 'AH0', 'T', 'EY1', 'SH', 'AH0']","['B', 'EH', 'L', 'AH', 'T', 'EY', 'SH', 'AH']",8
5681,aurike,"['AO1', 'R', 'IH0', 'K']","['AO', 'R', 'IH', 'K']",4
5682,quesoding,"['K', 'W', 'EH1', 'S', 'AH0', 'D', 'IH0', 'NG']","['K', 'W', 'EH', 'S', 'AH', 'D', 'IH', 'NG']",8
5683,depanels,"['D', 'EY0', 'P', 'AA1', 'N', 'AH0', 'L', 'Z']","['D', 'EY', 'P', 'AA', 'N', 'AH', 'L', 'Z']",8
5686,junnspand,"['JH', 'AH1', 'N', 'S', 'P', 'AE2', 'N', 'D']","['JH', 'AH', 'N', 'S', 'P', 'AE', 'N', 'D']",8
5687,tasdoloym,"['T', 'AE1', 'S', 'D', 'AH0', 'L', 'AY2', 'M']","['T', 'AE', 'S', 'D', 'AH', 'L', 'AY', 'M']",8
5689,cariew,"['K', 'EH1', 'R', 'IY0', 'W', 'EH0']","['K', 'EH', 'R', 'IY', 'W', 'EH']",6
5695,cashaeon,"['K', 'AE0', 'SH', 'AH0', 'W', 'AA1', 'N']","['K', 'AE', 'SH', 'AH', 'W', 'AA', 'N']",7
5698,vianks,"['V', 'AY1', 'AH0', 'NG', 'K', 'S']","['V', 'AY', 'AH', 'NG', 'K', 'S']",6
5702,abange,"['AH0', 'B', 'AE1', 'N', 'JH']","['AH', 'B', 'AE', 'N', 'JH']",5
5705,publinuen,"['P', 'AH1', 'B', 'L', 'IH0', 'N', 'Y', 'AH0', 'N']","['P', 'AH', 'B', 'L', 'IH', 'N', 'Y', 'AH', 'N']",9
5712,supearawa,"['S', 'UW2', 'P', 'ER0', 'W', 'AA1']","['S', 'UW', 'P', 'ER', 'W', 'AA']",6
5715,alwanstra,"['AE2', 'L', 'W', 'AO1', 'N', 'S', 'T', 'R', 'AH0']","['AE', 'L', 'W', 'AO', 'N', 'S', 'T', 'R', 'AH']",9
5716,beciews,"['B', 'EH1', 'S', 'IY0', 'W', 'EH0', 'S']","['B', 'EH', 'S', 'IY', 'W', 'EH', 'S']",7
5718,deself,"['D', 'EH1', 'Z', 'AH0', 'L', 'F']","['D', 'EH', 'Z', 'AH', 'L', 'F']",6
5720,withoures,"['W', 'IH1', 'TH', 'OW0', 'ER0', 'Z']","['W', 'IH', 'TH', 'OW', 'ER', 'Z']",6
5721,shoicial,"['SH', 'OW1', 'AH0', 'S', 'AH0', 'L']","['SH', 'OW', 'AH', 'S', 'AH', 'L']",6
5722,senember,"['S', 'EH1', 'N', 'AH0', 'M', 'B', 'ER0']","['S', 'EH', 'N', 'AH', 'M', 'B', 'ER']",7
5725,progratio,"['P', 'R', 'OW0', 'G', 'R', 'EY1', 'SH', 'IY0']","['P', 'R', 'OW', 'G', 'R', 'EY', 'SH', 'IY']",8
5726,estaming,"['IH0', 'S', 'T', 'EY1', 'M', 'IH0', 'NG']","['IH', 'S', 'T', 'EY', 'M', 'IH', 'NG']",7
5728,chuthpant,"['TH', 'AH1', 'T', 'P', 'AE2', 'N', 'T']","['TH', 'AH', 'T', 'P', 'AE', 'N', 'T']",7
5729,israsure,"['IH0', 'S', 'R', 'AA0', 'SH', 'UH1', 'R']","['IH', 'S', 'R', 'AA', 'SH', 'UH', 'R']",7
5730,alkanize,"['AE1', 'L', 'K', 'AH0', 'N', 'AY2', 'Z']","['AE', 'L', 'K', 'AH', 'N', 'AY', 'Z']",7
5732,assopeam,"['AH0', 'S', 'OW1', 'P', 'IY0', 'AH0', 'N']","['AH', 'S', 'OW', 'P', 'IY', 'AH', 'N']",7
5736,ancluse,"['AE0', 'N', 'L', 'UW1', 'S']","['AE', 'N', 'L', 'UW', 'S']",5
5737,towernica,"['T', 'AO0', 'R', 'EH1', 'N', 'CH', 'IH0', 'K', 'AH0']","['T', 'AO', 'R', 'EH', 'N', 'CH', 'IH', 'K', 'AH']",9
5738,johlet,"['JH', 'AA1', 'L', 'IH0', 'T']","['JH', 'AA', 'L', 'IH', 'T']",5
5741,dettop,"['D', 'EH1', 'T', 'P', 'AA2']","['D', 'EH', 'T', 'P', 'AA']",5
5746,erangs,"['EH1', 'R', 'AH0', 'N', 'S', 'IH0', 'NG']","['EH', 'R', 'AH', 'N', 'S', 'IH', 'NG']",7
5748,pichaeold,"['P', 'IH1', 'K', 'HH', 'OW2', 'L', 'D']","['P', 'IH', 'K', 'HH', 'OW', 'L', 'D']",7
5749,proughati,"['P', 'R', 'OW0', 'G', 'AE1', 'F', 'T', 'IY0']","['P', 'R', 'OW', 'G', 'AE', 'F', 'T', 'IY']",8
5750,samptopme,"['S', 'AE1', 'M', 'P', 'T', 'AH0', 'M', 'P']","['S', 'AE', 'M', 'P', 'T', 'AH', 'M', 'P']",8
5752,comethle,"['K', 'AH1', 'M', 'TH', 'EH2', 'L']","['K', 'AH', 'M', 'TH', 'EH', 'L']",6
5755,thintrina,"['TH', 'IH2', 'N', 'T', 'R', 'IY1', 'N', 'AH0']","['TH', 'IH', 'N', 'T', 'R', 'IY', 'N', 'AH']",8
5757,televed,"['T', 'AH0', 'L', 'IY1', 'V', 'D']","['T', 'AH', 'L', 'IY', 'V', 'D']",6
5760,cenember,"['S', 'EH1', 'N', 'AH0', 'M', 'B', 'ER0']","['S', 'EH', 'N', 'AH', 'M', 'B', 'ER']",7
5762,episidenc,"['EH1', 'P', 'AH0', 'S', 'IH2', 'D', 'AH0', 'N', 'D']","['EH', 'P', 'AH', 'S', 'IH', 'D', 'AH', 'N', 'D']",9
5766,anclusent,"['AE1', 'N', 'K', 'L', 'AH0', 'S', 'AH2', 'N', 'T']","['AE', 'N', 'K', 'L', 'AH', 'S', 'AH', 'N', 'T']",9
5767,mishroade,"['M', 'IH0', 'SH', 'R', 'OW1', 'D']","['M', 'IH', 'SH', 'R', 'OW', 'D']",6
5770,towevit,"['T', 'AW1', 'V', 'IH0', 'T']","['T', 'AW', 'V', 'IH', 'T']",5
5771,orgage,"['AO1', 'R', 'G', 'EY2', 'JH']","['AO', 'R', 'G', 'EY', 'JH']",5
5774,emplamenc,"['EH1', 'M', 'P', 'L', 'AH0', 'M', 'IH0', 'N']","['EH', 'M', 'P', 'L', 'AH', 'M', 'IH', 'N']",8
5775,advastry,"['AE1', 'D', 'V', 'AH0', 'S', 'T', 'R', 'IY0']","['AE', 'D', 'V', 'AH', 'S', 'T', 'R', 'IY']",8
5776,unwortal,"['AH0', 'N', 'W', 'ER1', 'T', 'AH0', 'L']","['AH', 'N', 'W', 'ER', 'T', 'AH', 'L']",7
5778,reposes,"['R', 'IY0', 'P', 'OW1', 'Z', 'IH0', 'Z']","['R', 'IY', 'P', 'OW', 'Z', 'IH', 'Z']",7
5783,comaice,"['K', 'AH0', 'M', 'EY1', 'CH', 'IY0', 'Z']","['K', 'AH', 'M', 'EY', 'CH', 'IY', 'Z']",7
5785,emproing,"['IH0', 'M', 'P', 'R', 'OY1', 'IH0', 'NG']","['IH', 'M', 'P', 'R', 'OY', 'IH', 'NG']",7
5786,cemorion,"['CH', 'EH1', 'M', 'ER0', 'IY0', 'N']","['CH', 'EH', 'M', 'ER', 'IY', 'N']",6
5788,autfulati,"['AO2', 'T', 'F', 'AH0', 'L', 'EY1', 'T', 'IY0']","['AO', 'T', 'F', 'AH', 'L', 'EY', 'T', 'IY']",8
5789,valebod,"['V', 'AE1', 'L', 'AH0', 'B', 'AA2', 'D']","['V', 'AE', 'L', 'AH', 'B', 'AA', 'D']",7
5790,wonfil,"['W', 'AH1', 'N', 'F', 'IH0', 'L']","['W', 'AH', 'N', 'F', 'IH', 'L']",6
5791,winisted,"['W', 'IH1', 'N', 'IH0', 'S', 'T', 'IH0', 'D']","['W', 'IH', 'N', 'IH', 'S', 'T', 'IH', 'D']",8
5796,inspen,"['IH0', 'N', 'S', 'P', 'EH1', 'N']","['IH', 'N', 'S', 'P', 'EH', 'N']",6
5799,famillace,"['F', 'AH0', 'M', 'IH1', 'L', 'AH0', 'S']","['F', 'AH', 'M', 'IH', 'L', 'AH', 'S']",7
5801,undonelf,"['AH2', 'N', 'D', 'OW1', 'N', 'F', 'AH0', 'L']","['AH', 'N', 'D', 'OW', 'N', 'F', 'AH', 'L']",8
5803,eassided,"['IH0', 'S', 'IH1', 'D', 'AH0', 'D']","['IH', 'S', 'IH', 'D', 'AH', 'D']",6
5804,deverval,"['D', 'EH1', 'V', 'ER0', 'R', 'AH0', 'L']","['D', 'EH', 'V', 'ER', 'R', 'AH', 'L']",7
5805,orleady,"['AO1', 'R', 'L', 'IH0', 'D', 'IY0']","['AO', 'R', 'L', 'IH', 'D', 'IY']",6
5807,everembed,"['IH0', 'V', 'ER1', 'M', 'AH0', 'D']","['IH', 'V', 'ER', 'M', 'AH', 'D']",6
5810,supernmed,"['S', 'UW1', 'P', 'ER0', 'M', 'EH2', 'N', 'D']","['S', 'UW', 'P', 'ER', 'M', 'EH', 'N', 'D']",8
5811,advelle,"['AE0', 'D', 'V', 'EH1', 'L']","['AE', 'D', 'V', 'EH', 'L']",5
5817,fignine,"['F', 'IH1', 'G', 'N', 'AY2', 'N']","['F', 'IH', 'G', 'N', 'AY', 'N']",6
5822,cohnspers,"['K', 'OW1', 'N', 'S', 'P', 'ER0', 'Z']","['K', 'OW', 'N', 'S', 'P', 'ER', 'Z']",7
5824,libraps,"['L', 'AY1', 'B', 'R', 'AE2', 'P', 'S']","['L', 'AY', 'B', 'R', 'AE', 'P', 'S']",7
5826,schicy,"['S', 'AY1', 'S', 'IY0']","['S', 'AY', 'S', 'IY']",4
5827,heleginan,"['HH', 'EH2', 'L', 'IH0', 'JH', 'IY1', 'N', 'IH0', 'N']","['HH', 'EH', 'L', 'IH', 'JH', 'IY', 'N', 'IH', 'N']",9
5828,artingthm,"['AA1', 'R', 'T', 'IH0', 'NG', 'TH', 'AH0', 'M']","['AA', 'R', 'T', 'IH', 'NG', 'TH', 'AH', 'M']",8
5829,varewhati,"['V', 'ER0', 'W', 'EH1', 'TH', 'IY0']","['V', 'ER', 'W', 'EH', 'TH', 'IY']",6
5830,durippian,"['D', 'UH2', 'R', 'IH0', 'P', 'IY1', 'AH0', 'N']","['D', 'UH', 'R', 'IH', 'P', 'IY', 'AH', 'N']",8
5834,provinal,"['P', 'R', 'AA1', 'V', 'AH0', 'N', 'AH0', 'L']","['P', 'R', 'AA', 'V', 'AH', 'N', 'AH', 'L']",8
5835,alwart,"['AO1', 'L', 'W', 'ER0', 'T']","['AO', 'L', 'W', 'ER', 'T']",5
5844,beliatine,"['B', 'IH0', 'L', 'IY0', 'EY1', 'T', 'AH0', 'N']","['B', 'IH', 'L', 'IY', 'EY', 'T', 'AH', 'N']",8
5846,assurnmen,"['AH0', 'S', 'K', 'ER1', 'N', 'M']","['AH', 'S', 'K', 'ER', 'N', 'M']",6
5852,enhaved,"['EH0', 'N', 'HH', 'EY1', 'V', 'D']","['EH', 'N', 'HH', 'EY', 'V', 'D']",6
5854,famebooke,"['F', 'EY1', 'M', 'B', 'UH2', 'K']","['F', 'EY', 'M', 'B', 'UH', 'K']",6
5857,pentrits,"['P', 'EH1', 'N', 'T', 'R', 'IH0', 'T', 'S']","['P', 'EH', 'N', 'T', 'R', 'IH', 'T', 'S']",8
5858,beterabin,"['B', 'EH1', 'T', 'ER0', 'AH0', 'B', 'AH0', 'N']","['B', 'EH', 'T', 'ER', 'AH', 'B', 'AH', 'N']",8
5863,issernmes,"['IH1', 'Z', 'ER0', 'N', 'M', 'Z']","['IH', 'Z', 'ER', 'N', 'M', 'Z']",6
5864,ownester,"['AW1', 'N', 'IH0', 'S', 'T', 'ER0']","['AW', 'N', 'IH', 'S', 'T', 'ER']",6
5865,builiceou,"['B', 'IH1', 'L', 'IH0', 'S', 'UW0', 'AH0', 'S']","['B', 'IH', 'L', 'IH', 'S', 'UW', 'AH', 'S']",8
5866,unlentude,"['AH2', 'N', 'L', 'IH0', 'N', 'T', 'UW1', 'D']","['AH', 'N', 'L', 'IH', 'N', 'T', 'UW', 'D']",8
5867,lastomen,"['L', 'AE1', 'S', 'T', 'AH0', 'M', 'AH0', 'N']","['L', 'AE', 'S', 'T', 'AH', 'M', 'AH', 'N']",8
5870,libruage,"['L', 'IH1', 'B', 'R', 'IH0', 'JH']","['L', 'IH', 'B', 'R', 'IH', 'JH']",6
5871,stunkenan,"['S', 'T', 'AH1', 'NG', 'K', 'AH0', 'N', 'AH0', 'N']","['S', 'T', 'AH', 'NG', 'K', 'AH', 'N', 'AH', 'N']",9
5873,prethess,"['P', 'R', 'EH1', 'TH', 'S', 'AH0', 'S']","['P', 'R', 'EH', 'TH', 'S', 'AH', 'S']",7
5874,nathry,"['N', 'AE1', 'TH', 'R', 'IY0']","['N', 'AE', 'TH', 'R', 'IY']",5
5875,mickessio,"['M', 'IH0', 'K', 'S', 'EH1', 'S', 'IY0', 'OW0']","['M', 'IH', 'K', 'S', 'EH', 'S', 'IY', 'OW']",8
5876,prothing,"['P', 'R', 'AO1', 'TH', 'IH0', 'NG']","['P', 'R', 'AO', 'TH', 'IH', 'NG']",6
5878,sitterili,"['S', 'IH2', 'T', 'ER0', 'IH1', 'L', 'IY0']","['S', 'IH', 'T', 'ER', 'IH', 'L', 'IY']",7
5879,shother,"['SH', 'AH1', 'DH', 'ER0']","['SH', 'AH', 'DH', 'ER']",4
5882,liffilica,"['L', 'IH0', 'F', 'L', 'IH1', 'K', 'AH0']","['L', 'IH', 'F', 'L', 'IH', 'K', 'AH']",7
5886,updatry,"['AH1', 'P', 'D', 'AH0', 'T', 'R', 'IY0']","['AH', 'P', 'D', 'AH', 'T', 'R', 'IY']",7
5888,logeth,"['L', 'OW1', 'G', 'IH0', 'TH']","['L', 'OW', 'G', 'IH', 'TH']",5
5890,awarliant,"['AH0', 'W', 'AO1', 'R', 'L', 'IY0', 'AH0', 'N', 'T']","['AH', 'W', 'AO', 'R', 'L', 'IY', 'AH', 'N', 'T']",9
5891,penerve,"['P', 'EH1', 'N', 'ER0', 'V']","['P', 'EH', 'N', 'ER', 'V']",5
5892,indublish,"['IH0', 'N', 'D', 'AH1', 'L', 'IH0', 'B', 'IH0', 'S']","['IH', 'N', 'D', 'AH', 'L', 'IH', 'B', 'IH', 'S']",9
5894,folomenab,"['F', 'OW2', 'L', 'OW0', 'M', 'AE1', 'N', 'AH0', 'B']","['F', 'OW', 'L', 'OW', 'M', 'AE', 'N', 'AH', 'B']",9
5895,peopersia,"['P', 'AH0', 'P', 'AO1', 'R', 'IY0', 'AH0']","['P', 'AH', 'P', 'AO', 'R', 'IY', 'AH']",7
5897,emerictio,"['IH0', 'M', 'EH1', 'R', 'IH0', 'K', 'EY2', 'T', 'IY0']","['IH', 'M', 'EH', 'R', 'IH', 'K', 'EY', 'T', 'IY']",9
5898,pubsides,"['P', 'AH1', 'B', 'S', 'AY2', 'D', 'Z']","['P', 'AH', 'B', 'S', 'AY', 'D', 'Z']",7
5900,measonenc,"['M', 'IY1', 'Z', 'AH0', 'N', 'AH0', 'N', 'S']","['M', 'IY', 'Z', 'AH', 'N', 'AH', 'N', 'S']",8
5901,reactry,"['R', 'IY1', 'K', 'T', 'R', 'IY0']","['R', 'IY', 'K', 'T', 'R', 'IY']",6
5904,harounces,"['HH', 'ER0', 'UW1', 'N', 'S', 'AH0', 'Z']","['HH', 'ER', 'UW', 'N', 'S', 'AH', 'Z']",7
5907,tigult,"['T', 'IH1', 'G', 'AH0', 'L', 'T']","['T', 'IH', 'G', 'AH', 'L', 'T']",6
5908,issiding,"['IH1', 'S', 'AH0', 'D', 'IH0', 'NG']","['IH', 'S', 'AH', 'D', 'IH', 'NG']",6
5909,sersidow,"['S', 'ER1', 'S', 'D', 'IY0', 'OW0']","['S', 'ER', 'S', 'D', 'IY', 'OW']",6
5910,actury,"['AE1', 'K', 'CH', 'ER0', 'IY0']","['AE', 'K', 'CH', 'ER', 'IY']",5
5912,memosed,"['M', 'EH1', 'M', 'OW0', 'S', 'T']","['M', 'EH', 'M', 'OW', 'S', 'T']",6
5914,wilsonati,"['W', 'EH0', 'L', 'Z', 'AA1', 'N', 'EY0', 'T', 'IY0']","['W', 'EH', 'L', 'Z', 'AA', 'N', 'EY', 'T', 'IY']",9
5921,beanspore,"['B', 'IY1', 'N', 'S', 'P', 'AO2', 'R']","['B', 'IY', 'N', 'S', 'P', 'AO', 'R']",7
5923,imagueng,"['IH1', 'M', 'AH0', 'G', 'AA2', 'NG']","['IH', 'M', 'AH', 'G', 'AA', 'NG']",6
5924,secrosoph,"['S', 'EH1', 'K', 'S', 'R', 'AH0', 'F']","['S', 'EH', 'K', 'S', 'R', 'AH', 'F']",7
5925,pubberow,"['P', 'AH1', 'B', 'ER0', 'OW0']","['P', 'AH', 'B', 'ER', 'OW']",5
5926,throure,"['TH', 'R', 'UW1', 'R']","['TH', 'R', 'UW', 'R']",4
5935,progry,"['P', 'R', 'AA1', 'G', 'R', 'IY0']","['P', 'R', 'AA', 'G', 'R', 'IY']",6
5937,perfactiv,"['P', 'ER0', 'F', 'AE1', 'K', 'T', 'IH0', 'V']","['P', 'ER', 'F', 'AE', 'K', 'T', 'IH', 'V']",8
5938,replaner,"['R', 'IY0', 'P', 'L', 'EY1', 'N', 'ER0']","['R', 'IY', 'P', 'L', 'EY', 'N', 'ER']",7
5939,dunnific,"['D', 'AH0', 'N', 'IH1', 'F', 'IH0', 'K']","['D', 'AH', 'N', 'IH', 'F', 'IH', 'K']",7
5942,perforawa,"['P', 'ER0', 'F', 'AO0', 'R', 'AA1', 'W', 'AH0']","['P', 'ER', 'F', 'AO', 'R', 'AA', 'W', 'AH']",8
5943,achooloye,"['AH0', 'K', 'UW1', 'L', 'OY0']","['AH', 'K', 'UW', 'L', 'OY']",5
5944,lontrony,"['L', 'AH0', 'N', 'T', 'R', 'OW1', 'N', 'IY0']","['L', 'AH', 'N', 'T', 'R', 'OW', 'N', 'IY']",8
5945,natteen,"['N', 'AE1', 'T', 'IY1', 'N']","['N', 'AE', 'T', 'IY', 'N']",5
5949,despon,"['D', 'EH1', 'S', 'P', 'AH0', 'N']","['D', 'EH', 'S', 'P', 'AH', 'N']",6
5951,univer,"['Y', 'UW1', 'N', 'IH0', 'V', 'ER0']","['Y', 'UW', 'N', 'IH', 'V', 'ER']",6
5952,conefire,"['K', 'OW1', 'N', 'F', 'AY2', 'R']","['K', 'OW', 'N', 'F', 'AY', 'R']",6
5953,pactort,"['P', 'AE1', 'K', 'T', 'ER0', 'T']","['P', 'AE', 'K', 'T', 'ER', 'T']",6
5954,uselatial,"['Y', 'UW2', 'S', 'AH0', 'L', 'EY1', 'SH', 'AH0']","['Y', 'UW', 'S', 'AH', 'L', 'EY', 'SH', 'AH']",8
5955,destricar,"['D', 'IH0', 'S', 'T', 'R', 'IH1', 'K', 'ER0']","['D', 'IH', 'S', 'T', 'R', 'IH', 'K', 'ER']",8
5958,accomen,"['AH0', 'K', 'OW1', 'M', 'AH0', 'N']","['AH', 'K', 'OW', 'M', 'AH', 'N']",6
5960,taboren,"['T', 'AE1', 'B', 'ER0', 'AH0', 'N']","['T', 'AE', 'B', 'ER', 'AH', 'N']",6
5961,shoppent,"['SH', 'AA1', 'P', 'AH0', 'N', 'T']","['SH', 'AA', 'P', 'AH', 'N', 'T']",6
5964,gostrient,"['G', 'AA1', 'S', 'T', 'R', 'IY0', 'AH0', 'N', 'T']","['G', 'AA', 'S', 'T', 'R', 'IY', 'AH', 'N', 'T']",9
5966,queself,"['K', 'W', 'IY1', 'S', 'L', 'IH0', 'F']","['K', 'W', 'IY', 'S', 'L', 'IH', 'F']",7
5969,imprege,"['IH0', 'M', 'P', 'R', 'IY1', 'G']","['IH', 'M', 'P', 'R', 'IY', 'G']",6
5970,lanition,"['L', 'AH0', 'N', 'IH1', 'SH', 'AH0', 'N']","['L', 'AH', 'N', 'IH', 'SH', 'AH', 'N']",7
5971,furong,"['F', 'UH1', 'R', 'AO0', 'NG']","['F', 'UH', 'R', 'AO', 'NG']",5
5972,profical,"['P', 'R', 'AA1', 'F', 'AH0', 'K', 'AH0', 'L']","['P', 'R', 'AA', 'F', 'AH', 'K', 'AH', 'L']",8
5974,hurisher,"['HH', 'ER1', 'IH0', 'SH', 'ER0']","['HH', 'ER', 'IH', 'SH', 'ER']",5
5979,shoulary,"['SH', 'UW1', 'L', 'ER0', 'IY0']","['SH', 'UW', 'L', 'ER', 'IY']",5
5981,opecibula,"['AH0', 'P', 'IH0', 'S', 'EH1', 'L', 'AH0', 'B', 'AH0']","['AH', 'P', 'IH', 'S', 'EH', 'L', 'AH', 'B', 'AH']",9
5985,phyther,"['F', 'AY1', 'DH', 'ER0']","['F', 'AY', 'DH', 'ER']",4
5990,engetice,"['EH1', 'N', 'JH', 'AH0', 'T', 'IH0', 'S']","['EH', 'N', 'JH', 'AH', 'T', 'IH', 'S']",7
5991,leasmant,"['L', 'IY1', 'Z', 'M', 'AH0', 'N', 'T']","['L', 'IY', 'Z', 'M', 'AH', 'N', 'T']",7
5995,artimatio,"['AA0', 'R', 'T', 'IY0', 'M', 'EY1', 'T', 'IY0', 'OW0']","['AA', 'R', 'T', 'IY', 'M', 'EY', 'T', 'IY', 'OW']",9
5996,tortrems,"['T', 'AO1', 'R', 'T', 'R', 'EH2', 'M', 'Z']","['T', 'AO', 'R', 'T', 'R', 'EH', 'M', 'Z']",8
5999,fembilly,"['F', 'EH1', 'M', 'B', 'AH0', 'L', 'IY0']","['F', 'EH', 'M', 'B', 'AH', 'L', 'IY']",7
6001,bractive,"['B', 'R', 'AE1', 'K', 'T', 'IH0', 'V']","['B', 'R', 'AE', 'K', 'T', 'IH', 'V']",7
6004,indored,"['IH0', 'N', 'D', 'AO1', 'R', 'D']","['IH', 'N', 'D', 'AO', 'R', 'D']",6
6006,affess,"['AH0', 'F', 'EH1', 'S']","['AH', 'F', 'EH', 'S']",4
6007,thilica,"['TH', 'IH1', 'L', 'IH0', 'K', 'AH0']","['TH', 'IH', 'L', 'IH', 'K', 'AH']",6
6008,structiat,"['S', 'T', 'R', 'AH1', 'K', 'CH', 'AH0', 'T']","['S', 'T', 'R', 'AH', 'K', 'CH', 'AH', 'T']",8
6009,opectifie,"['AH0', 'P', 'EH1', 'K', 'T', 'AH0', 'F', 'AY2']","['AH', 'P', 'EH', 'K', 'T', 'AH', 'F', 'AY']",8
6010,stolout,"['S', 'T', 'OW1', 'L', 'AW2', 'T']","['S', 'T', 'OW', 'L', 'AW', 'T']",6
6012,raddervat,"['R', 'AE1', 'D', 'ER0', 'V', 'AE2', 'T']","['R', 'AE', 'D', 'ER', 'V', 'AE', 'T']",7
6017,mesism,"['M', 'EH1', 'S', 'IH0', 'Z', 'AH0', 'M']","['M', 'EH', 'S', 'IH', 'Z', 'AH', 'M']",7
6018,lingral,"['L', 'IH1', 'NG', 'G', 'R', 'AH0', 'L']","['L', 'IH', 'NG', 'G', 'R', 'AH', 'L']",7
6020,curroxima,"['K', 'ER0', 'AH0', 'K', 'S', 'IY1', 'M', 'AH0']","['K', 'ER', 'AH', 'K', 'S', 'IY', 'M', 'AH']",8
6021,schicitio,"['SH', 'IH0', 'CH', 'IY1', 'T', 'IY0', 'OW0']","['SH', 'IH', 'CH', 'IY', 'T', 'IY', 'OW']",7
6022,thropend,"['TH', 'R', 'OW1', 'P', 'AH0', 'N', 'D']","['TH', 'R', 'OW', 'P', 'AH', 'N', 'D']",7
6025,beaduate,"['B', 'EH1', 'D', 'Y', 'UW0', 'EY2', 'T']","['B', 'EH', 'D', 'Y', 'UW', 'EY', 'T']",7
6026,remilaren,"['R', 'EH2', 'M', 'AH0', 'R', 'EH1', 'L', 'AH0', 'N']","['R', 'EH', 'M', 'AH', 'R', 'EH', 'L', 'AH', 'N']",9
6028,cassitana,"['K', 'AE2', 'S', 'AH0', 'T', 'EY1', 'N', 'AH0']","['K', 'AE', 'S', 'AH', 'T', 'EY', 'N', 'AH']",8
6029,prothdoes,"['P', 'R', 'AA1', 'TH', 'D', 'UW2', 'Z']","['P', 'R', 'AA', 'TH', 'D', 'UW', 'Z']",7
6030,divestrat,"['D', 'AY1', 'V', 'AH0', 'S', 'T', 'R', 'AE2', 'T']","['D', 'AY', 'V', 'AH', 'S', 'T', 'R', 'AE', 'T']",9
6031,awkwarati,"['AA2', 'K', 'W', 'ER0', 'AA1', 'T', 'IY0']","['AA', 'K', 'W', 'ER', 'AA', 'T', 'IY']",7
6032,recarine,"['R', 'IY0', 'K', 'AA1', 'R', 'IY0', 'N']","['R', 'IY', 'K', 'AA', 'R', 'IY', 'N']",7
6037,betteve,"['B', 'AH0', 'T', 'IY1', 'V']","['B', 'AH', 'T', 'IY', 'V']",5
6038,alrectose,"['AH0', 'L', 'R', 'EH1', 'K', 'T', 'OW2', 'S']","['AH', 'L', 'R', 'EH', 'K', 'T', 'OW', 'S']",8
