<<<<<<< Updated upstream:stimuli/handmade/real_equalized.csv
,Word,Condition,Lexicality,Size,Morphology,Frequency,Length,Zipf_Frequency,Phonemes,No_Stress,Part of Speech
772,canoe,RSSL,real,short,simple,3.16e-06,4,3.5,"['K', 'AH0', 'N', 'UW1']","['K', 'AH', 'N', 'UW']",NOUN
773,attire,RSSL,real,short,simple,3.09e-06,4,3.49,"['AH0', 'T', 'AY1', 'ER0']","['AH', 'T', 'AY', 'ER']",NOUN
774,mabel,RSSL,real,short,simple,1.78e-06,5,3.25,"['M', 'EY1', 'B', 'AH0', 'L']","['M', 'EY', 'B', 'AH', 'L']",PROPN
775,brag,RSSL,real,short,simple,3.09e-06,4,3.49,"['B', 'R', 'AE1', 'G']","['B', 'R', 'AE', 'G']",VERB
776,eliot,RSSL,real,short,simple,3.16e-06,5,3.5,"['EH1', 'L', 'IY0', 'AH0', 'T']","['EH', 'L', 'IY', 'AH', 'T']",PROPN
777,acacia,RSSL,real,short,simple,1.02e-06,5,3.01,"['AH0', 'K', 'EY1', 'SH', 'AH0']","['AH', 'K', 'EY', 'SH', 'AH']",NOUN
778,hue,RSSL,real,short,simple,3.09e-06,3,3.49,"['HH', 'Y', 'UW1']","['HH', 'Y', 'UW']",NOUN
779,klaus,RSSL,real,short,simple,3.16e-06,4,3.5,"['K', 'L', 'AW1', 'S']","['K', 'L', 'AW', 'S']",PROPN
780,sieve,RSSL,real,short,simple,1e-06,3,3.0,"['S', 'IH1', 'V']","['S', 'IH', 'V']",NOUN
781,imam,RSSL,real,short,simple,3.16e-06,4,3.5,"['AY1', 'M', 'AE0', 'M']","['AY', 'M', 'AE', 'M']",NOUN
782,axle,RSSL,real,short,simple,3.09e-06,5,3.49,"['AE1', 'K', 'S', 'AH0', 'L']","['AE', 'K', 'S', 'AH', 'L']",NOUN
783,bimbo,RSSL,real,short,simple,7.41e-07,5,2.87,"['B', 'IH1', 'M', 'B', 'OW0']","['B', 'IH', 'M', 'B', 'OW']",NOUN
784,guinness,RSSL,real,short,simple,3.09e-06,5,3.49,"['G', 'IH1', 'N', 'AH0', 'S']","['G', 'IH', 'N', 'AH', 'S']",PROPN
785,leach,RSSL,real,short,simple,1.78e-06,3,3.25,"['L', 'IY1', 'CH']","['L', 'IY', 'CH']",VERB
786,loot,RSSL,real,short,simple,3.09e-06,3,3.49,"['L', 'UW1', 'T']","['L', 'UW', 'T']",VERB
787,hoot,RSSL,real,short,simple,9.77e-07,3,2.99,"['HH', 'UW1', 'T']","['HH', 'UW', 'T']",NOUN
788,chanel,RSSL,real,short,simple,3.09e-06,5,3.49,"['SH', 'AH0', 'N', 'EH1', 'L']","['SH', 'AH', 'N', 'EH', 'L']",PROPN
789,lint,RSSL,real,short,simple,9.77e-07,4,2.99,"['L', 'IH1', 'N', 'T']","['L', 'IH', 'N', 'T']",NOUN
790,havoc,RSSL,real,short,simple,3.16e-06,5,3.5,"['HH', 'AE1', 'V', 'AH0', 'K']","['HH', 'AE', 'V', 'AH', 'K']",NOUN
791,custer,RSSL,real,short,simple,9.77e-07,5,2.99,"['K', 'AH1', 'S', 'T', 'ER0']","['K', 'AH', 'S', 'T', 'ER']",PROPN
792,quilt,RSSL,real,short,simple,1.78e-06,5,3.25,"['K', 'W', 'IH1', 'L', 'T']","['K', 'W', 'IH', 'L', 'T']",NOUN
793,cub,RSSL,real,short,simple,3.09e-06,3,3.49,"['K', 'AH1', 'B']","['K', 'AH', 'B']",NOUN
794,oprah,RSSL,real,short,simple,3.09e-06,4,3.49,"['OW1', 'P', 'R', 'AH0']","['OW', 'P', 'R', 'AH']",PROPN
795,hind,RSSL,real,short,simple,3.16e-06,4,3.5,"['HH', 'AY1', 'N', 'D']","['HH', 'AY', 'N', 'D']",NOUN
796,aorta,RSSL,real,short,simple,8.32e-07,5,2.92,"['EY0', 'AO1', 'R', 'T', 'AH0']","['EY', 'AO', 'R', 'T', 'AH']",PROPN
797,jihad,RSSL,real,short,simple,3.09e-06,5,3.49,"['JH', 'IY1', 'HH', 'AE0', 'D']","['JH', 'IY', 'HH', 'AE', 'D']",NOUN
798,keane,RSSL,real,short,simple,1.78e-06,3,3.25,"['K', 'IY1', 'N']","['K', 'IY', 'N']",PROPN
799,cling,RSSL,real,short,simple,3.09e-06,4,3.49,"['K', 'L', 'IH1', 'NG']","['K', 'L', 'IH', 'NG']",VERB
=======
758,moth,RSSL,real,short,simple,3.16e-06,3,3.5,"['M', 'AO1', 'TH']","['M', 'AO', 'TH']",NOUN
759,canoe,RSSL,real,short,simple,3.16e-06,4,3.5,"['K', 'AH0', 'N', 'UW1']","['K', 'AH', 'N', 'UW']",NOUN
760,subaru,RSSL,real,short,simple,1.82e-06,5,3.26,"['S', 'UW1', 'B', 'ER0', 'UW0']","['S', 'UW', 'B', 'ER', 'UW']",PROPN
761,glee,RSSL,real,short,simple,3.09e-06,3,3.49,"['G', 'L', 'IY1']","['G', 'L', 'IY']",NOUN
762,roost,RSSL,real,short,simple,1e-06,4,3.0,"['R', 'UW1', 'S', 'T']","['R', 'UW', 'S', 'T']",VERB
763,hoot,RSSL,real,short,simple,9.77e-07,3,2.99,"['HH', 'UW1', 'T']","['HH', 'UW', 'T']",NOUN
764,mabel,RSSL,real,short,simple,1.78e-06,5,3.25,"['M', 'EY1', 'B', 'AH0', 'L']","['M', 'EY', 'B', 'AH', 'L']",PROPN
765,tug,RSSL,real,short,simple,3.16e-06,3,3.5,"['T', 'AH1', 'G']","['T', 'AH', 'G']",NOUN
766,luigi,RSSL,real,short,simple,1.78e-06,5,3.25,"['L', 'UW0', 'IY1', 'JH', 'IY0']","['L', 'UW', 'IY', 'JH', 'IY']",PROPN
767,havoc,RSSL,real,short,simple,3.16e-06,5,3.5,"['HH', 'AE1', 'V', 'AH0', 'K']","['HH', 'AE', 'V', 'AH', 'K']",NOUN
768,lex,RSSL,real,short,simple,3.16e-06,4,3.5,"['L', 'EH1', 'K', 'S']","['L', 'EH', 'K', 'S']",PROPN
769,bland,RSSL,real,short,simple,3.16e-06,5,3.5,"['B', 'L', 'AE1', 'N', 'D']","['B', 'L', 'AE', 'N', 'D']",ADJ
770,mesa,RSSL,real,short,simple,3.16e-06,4,3.5,"['M', 'EY1', 'S', 'AH0']","['M', 'EY', 'S', 'AH']",PROPN
771,chanel,RSSL,real,short,simple,3.09e-06,5,3.49,"['SH', 'AH0', 'N', 'EH1', 'L']","['SH', 'AH', 'N', 'EH', 'L']",PROPN
772,barley,RSSL,real,short,simple,3.09e-06,5,3.49,"['B', 'AA1', 'R', 'L', 'IY0']","['B', 'AA', 'R', 'L', 'IY']",NOUN
773,cannes,RSSL,real,short,simple,3.16e-06,4,3.5,"['K', 'AE1', 'N', 'Z']","['K', 'AE', 'N', 'Z']",PROPN
774,pivot,RSSL,real,short,simple,3.16e-06,5,3.5,"['P', 'IH1', 'V', 'AH0', 'T']","['P', 'IH', 'V', 'AH', 'T']",NOUN
775,lint,RSSL,real,short,simple,9.77e-07,4,2.99,"['L', 'IH1', 'N', 'T']","['L', 'IH', 'N', 'T']",NOUN
776,flap,RSSL,real,short,simple,3.09e-06,4,3.49,"['F', 'L', 'AE1', 'P']","['F', 'L', 'AE', 'P']",NOUN
777,peg,RSSL,real,short,simple,3.09e-06,3,3.49,"['P', 'EH1', 'G']","['P', 'EH', 'G']",NOUN
778,foley,RSSL,real,short,simple,3.16e-06,4,3.5,"['F', 'OW1', 'L', 'IY0']","['F', 'OW', 'L', 'IY']",PROPN
779,dine,RSSL,real,short,simple,3.09e-06,3,3.49,"['D', 'AY1', 'N']","['D', 'AY', 'N']",VERB
780,shard,RSSL,real,short,simple,1e-06,4,3.0,"['SH', 'AA1', 'R', 'D']","['SH', 'AA', 'R', 'D']",NOUN
781,spore,RSSL,real,short,simple,1e-06,4,3.0,"['S', 'P', 'AO1', 'R']","['S', 'P', 'AO', 'R']",PROPN
782,nectar,RSSL,real,short,simple,1.78e-06,5,3.25,"['N', 'EH1', 'K', 'T', 'ER0']","['N', 'EH', 'K', 'T', 'ER']",PROPN
783,knob,RSSL,real,short,simple,3.09e-06,3,3.49,"['N', 'AA1', 'B']","['N', 'AA', 'B']",NOUN
784,acacia,RSSL,real,short,simple,1.02e-06,5,3.01,"['AH0', 'K', 'EY1', 'SH', 'AH0']","['AH', 'K', 'EY', 'SH', 'AH']",NOUN
785,dud,RSSL,real,short,simple,9.77e-07,3,2.99,"['D', 'AH1', 'D']","['D', 'AH', 'D']",NOUN
786,druid,RSSL,real,short,simple,9.77e-07,5,2.99,"['D', 'R', 'UW1', 'IH0', 'D']","['D', 'R', 'UW', 'IH', 'D']",ADJ
787,wink,RSSL,real,short,simple,3.16e-06,4,3.5,"['W', 'IH1', 'NG', 'K']","['W', 'IH', 'NG', 'K']",NOUN
788,bong,RSSL,real,short,simple,3.16e-06,3,3.5,"['B', 'AA1', 'NG']","['B', 'AA', 'NG']",NOUN
789,quench,RSSL,real,short,simple,7.76e-07,5,2.89,"['K', 'W', 'EH1', 'N', 'CH']","['K', 'W', 'EH', 'N', 'CH']",VERB
790,ikea,RSSL,real,short,simple,3.09e-06,4,3.49,"['AY2', 'K', 'IY1', 'AH0']","['AY', 'K', 'IY', 'AH']",PROPN
791,dayton,RSSL,real,short,simple,3.16e-06,5,3.5,"['D', 'EY1', 'T', 'AH0', 'N']","['D', 'EY', 'T', 'AH', 'N']",PROPN
792,larva,RSSL,real,short,simple,9.77e-07,5,2.99,"['L', 'AA1', 'R', 'V', 'AH0']","['L', 'AA', 'R', 'V', 'AH']",PROPN
793,brag,RSSL,real,short,simple,3.09e-06,4,3.49,"['B', 'R', 'AE1', 'G']","['B', 'R', 'AE', 'G']",VERB
794,loot,RSSL,real,short,simple,3.09e-06,3,3.49,"['L', 'UW1', 'T']","['L', 'UW', 'T']",VERB
795,custer,RSSL,real,short,simple,9.77e-07,5,2.99,"['K', 'AH1', 'S', 'T', 'ER0']","['K', 'AH', 'S', 'T', 'ER']",PROPN
796,eliot,RSSL,real,short,simple,3.16e-06,5,3.5,"['EH1', 'L', 'IY0', 'AH0', 'T']","['EH', 'L', 'IY', 'AH', 'T']",PROPN
797,keane,RSSL,real,short,simple,1.78e-06,3,3.25,"['K', 'IY1', 'N']","['K', 'IY', 'N']",PROPN
798,clog,RSSL,real,short,simple,9.77e-07,4,2.99,"['K', 'L', 'AA1', 'G']","['K', 'L', 'AA', 'G']",VERB
799,equip,RSSL,real,short,simple,3.16e-06,5,3.5,"['IH0', 'K', 'W', 'IH1', 'P']","['IH', 'K', 'W', 'IH', 'P']",VERB
8836,sigrusachy,PLS,,long,simple,,9,,"['S', 'IY1', 'G', 'R', 'UW0', 'S', 'AH1', 'CH', 'IY0']","['S', 'IY', 'G', 'R', 'UW', 'S', 'AH', 'CH', 'IY']",
179,yesperest,PLS,pseudo,long,simple,,9,,"['Y', 'EH1', 'S', 'P', 'IH0', 'R', 'EH0', 'S', 'T']","['Y', 'EH', 'S', 'P', 'IH', 'R', 'EH', 'S', 'T']",
147,franciple,PLS,pseudo,long,simple,,9,,"['F', 'R', 'AE1', 'N', 'S', 'AH0', 'P', 'AH0', 'L']","['F', 'R', 'AE', 'N', 'S', 'AH', 'P', 'AH', 'L']",
6668,trynkabel,PLS,,long,simple,,9,,"['T', 'R', 'IH1', 'N', 'K', 'AH0', 'B', 'EH0', 'L']","['T', 'R', 'IH', 'N', 'K', 'AH', 'B', 'EH', 'L']",
129,coallency,PLS,pseudo,long,simple,,9,,"['K', 'OW0', 'AA1', 'L', 'N', 'AH0', 'S', 'N', 'IY0']","['K', 'OW', 'AA', 'L', 'N', 'AH', 'S', 'N', 'IY']",
8091,shantessarai,PLS,,long,simple,,9,,"['SH', 'AE0', 'N', 'T', 'AH1', 'S', 'EH0', 'R', 'AY0']","['SH', 'AE', 'N', 'T', 'AH', 'S', 'EH', 'R', 'AY']",
6566,epirental,PLS,,long,simple,,9,,"['EH0', 'P', 'IH0', 'R', 'EH1', 'N', 'T', 'AH0', 'L']","['EH', 'P', 'IH', 'R', 'EH', 'N', 'T', 'AH', 'L']",
6188,manutifile,PLS,,long,simple,,9,,"['M', 'AH0', 'N', 'UW1', 'T', 'IH0', 'F', 'AY2', 'L']","['M', 'AH', 'N', 'UW', 'T', 'IH', 'F', 'AY', 'L']",
6724,honofecine,PLS,,long,simple,,9,,"['HH', 'OW0', 'N', 'OW1', 'F', 'AH0', 'S', 'IY2', 'N']","['HH', 'OW', 'N', 'OW', 'F', 'AH', 'S', 'IY', 'N']",
112,baventina,PLS,pseudo,long,simple,,9,,"['B', 'AA0', 'V', 'EH0', 'N', 'T', 'IY1', 'N', 'AH0']","['B', 'AA', 'V', 'EH', 'N', 'T', 'IY', 'N', 'AH']",
131,colofaust,PLS,pseudo,long,simple,,9,,"['K', 'AH1', 'L', 'AH0', 'F', 'OW2', 'S', 'T']","['K', 'AH', 'L', 'AH', 'F', 'OW', 'S', 'T']",
7179,solocomov,PLS,,long,simple,,9,,"['S', 'OW0', 'L', 'OW1', 'K', 'AH0', 'M', 'AO0', 'F']","['S', 'OW', 'L', 'OW', 'K', 'AH', 'M', 'AO', 'F']",
5383,websident,PLS,,long,simple,,9,,"['W', 'EH1', 'B', 'S', 'IH0', 'D', 'AH0', 'N', 'T']","['W', 'EH', 'B', 'S', 'IH', 'D', 'AH', 'N', 'T']",
6943,pedransfer,PLS,,long,simple,,9,,"['P', 'EH0', 'D', 'R', 'AE1', 'N', 'S', 'F', 'ER0']","['P', 'EH', 'D', 'R', 'AE', 'N', 'S', 'F', 'ER']",
7042,swinguence,PLS,,long,simple,,9,,"['S', 'W', 'IH1', 'NG', 'G', 'W', 'EH1', 'N', 'S']","['S', 'W', 'IH', 'NG', 'G', 'W', 'EH', 'N', 'S']",
6258,everialis,PLS,,long,simple,,9,,"['EH0', 'V', 'ER1', 'R', 'IY0', 'AH0', 'L', 'IH0', 'S']","['EH', 'V', 'ER', 'R', 'IY', 'AH', 'L', 'IH', 'S']",
5766,anclusent,PLS,,long,simple,,9,,"['AE1', 'N', 'K', 'L', 'UW0', 'S', 'EH2', 'N', 'T']","['AE', 'N', 'K', 'L', 'UW', 'S', 'EH', 'N', 'T']",
6292,reterstary,PLS,,long,simple,,9,,"['R', 'IH0', 'T', 'ER1', 'S', 'T', 'ER0', 'R', 'IY0']","['R', 'IH', 'T', 'ER', 'S', 'T', 'ER', 'R', 'IY']",
6066,morestmen,PLS,,long,simple,,9,,"['M', 'OW1', 'R', 'EH0', 'S', 'T', 'M', 'EH', 'N']","['M', 'OW', 'R', 'EH', 'S', 'T', 'M', 'EH', 'N']",
68,muspital,PLS,pseudo,long,simple,,9,,"['M', 'AH1', 'S', 'P', 'T', 'IH0', 'T', 'AH0', 'L']","['M', 'AH', 'S', 'P', 'T', 'IH', 'T', 'AH', 'L']",
6691,stogriture,PLS,,long,simple,,9,,"['S', 'T', 'OW1', 'G', 'R', 'IH0', 'CH', 'ER0', 'IY0']","['S', 'T', 'OW', 'G', 'R', 'IH', 'CH', 'ER', 'IY']",
6294,livinisal,PLS,,long,simple,,9,,"['L', 'IH1', 'V', 'IH0', 'N', 'IH0', 'S', 'AH0', 'L']","['L', 'IH', 'V', 'IH', 'N', 'IH', 'S', 'AH', 'L']",
8377,foldomence,PLS,,long,simple,,9,,"['F', 'OW1', 'L', 'D', 'AA0', 'M', 'AH0', 'N', 'S']","['F', 'OW', 'L', 'D', 'AA', 'M', 'AH', 'N', 'S']",
5964,gostrient,PLS,,long,simple,,9,,"['G', 'AA1', 'S', 'T', 'R', 'IY0', 'EH0', 'N', 'T']","['G', 'AA', 'S', 'T', 'R', 'IY', 'EH', 'N', 'T']",
8078,strusanad,PLS,,long,simple,,9,,"['S', 'T', 'R', 'UW1', 'S', 'AH0', 'N', 'AH0', 'D']","['S', 'T', 'R', 'UW', 'S', 'AH', 'N', 'AH', 'D']",
6730,storstent,PLS,,long,simple,,9,,"['S', 'T', 'AO1', 'R', 'S', 'T', 'AH0', 'N', 'T']","['S', 'T', 'AO', 'R', 'S', 'T', 'AH', 'N', 'T']",
7993,speryborm,PLS,,long,simple,,9,,"['S', 'P', 'EH1', 'R', 'IY0', 'B', 'AO2', 'R', 'M']","['S', 'P', 'EH', 'R', 'IY', 'B', 'AO', 'R', 'M']",
157,progralia,PLS,pseudo,long,simple,,9,,"['P', 'R', 'OW0', 'G', 'R', 'EY1', 'L', 'IY0', 'AH0']","['P', 'R', 'OW', 'G', 'R', 'EY', 'L', 'IY', 'AH']",
6030,divestrate,PLS,,long,simple,,9,,"['D', 'IH1', 'V', 'EH0', 'S', 'T', 'R', 'EY2', 'T']","['D', 'IH', 'V', 'EH', 'S', 'T', 'R', 'EY', 'T']",
9489,squistant,PLS,,long,simple,,9,,"['S', 'K', 'W', 'IH1', 'S', 'T', 'AH0', 'N', 'T']","['S', 'K', 'W', 'IH', 'S', 'T', 'AH', 'N', 'T']",
9310,diuralim,PLS,,long,simple,,9,,"['D', 'AY0', 'Y', 'UH1', 'R', 'AH0', 'L', 'AH0', 'M']","['D', 'AY', 'Y', 'UH', 'R', 'AH', 'L', 'AH', 'M']",
164,septerest,PLS,pseudo,long,simple,,9,,"['S', 'EH1', 'P', 'S', 'T', 'ER0', 'AH0', 'S', 'T']","['S', 'EH', 'P', 'S', 'T', 'ER', 'AH', 'S', 'T']",
6476,inflegest,PLS,,long,simple,,9,,"['IH1', 'N', 'F', 'L', 'AH0', 'JH', 'EH0', 'S', 'T']","['IH', 'N', 'F', 'L', 'AH', 'JH', 'EH', 'S', 'T']",
8250,innough,PSC,,short,complex,,3,,"['IH0', 'N', 'AW1']","['IH', 'N', 'AW']",
8145,authed,PSC,,short,complex,,3,,"['AO1', 'TH', 'T']","['AO', 'TH', 'T']",
6901,acooh,PSC,,short,complex,,3,,"['AH0', 'K', 'UW1']","['AH', 'K', 'UW']",
4570,eitter,PSC,,short,complex,,3,,"['AY1', 'T', 'ER0']","['AY', 'T', 'ER']",
3111,knowee,PSC,,short,complex,,3,,"['N', 'OW1', 'IY0']","['N', 'OW', 'IY']",
2561,thitch,PSC,,short,complex,,3,,"['TH', 'IH1', 'CH']","['TH', 'IH', 'CH']",
1768,whowi,PSC,,short,complex,,3,,"['HH', 'UW1', 'IY0']","['HH', 'UW', 'IY']",
1385,weas,PSC,,short,complex,,3,,"['W', 'IY1', 'Z']","['W', 'IY', 'Z']",
302,emmed,PSC,,short,complex,,3,,"['EH1', 'M', 'D']","['EH', 'M', 'D']",
242,aggy,PSC,,short,complex,,3,,"['AE1', 'G', 'IY0']","['AE', 'G', 'IY']",
2151,ipper,PSC,,short,complex,,3,,"['IH1', 'P', 'ER0']","['IH', 'P', 'ER']",
152,soer,PSC,,short,complex,,3,,"['S', 'AO1', 'R']","['S', 'AO', 'R']",
189,ealer,PSC,,short,complex,,3,,"['IY1', 'L', 'ER0']","['IY', 'L', 'ER']",
219,oddie,PSC,,short,complex,,3,,"['AA1', 'D', 'IY0']","['AA', 'D', 'IY']",
254,uppay,PSC,,short,complex,,3,,"['AH0', 'P', 'AY1']","['AH', 'P', 'AY']",
98,gews,PSC,,short,complex,,3,,"['G', 'UW1', 'Z']","['G', 'UW', 'Z']",
82,dees,PSC,,short,complex,,3,,"['D', 'IY1', 'Z']","['D', 'IY', 'Z']",
133,onth,PSC,,short,complex,,3,,"['AH1', 'N', 'TH']","['AH', 'N', 'TH']",
156,towy,PSC,,short,complex,,3,,"['T', 'OW1', 'IY0']","['T', 'OW', 'IY']",
191,eames,PSC,,short,complex,,3,,"['IY1', 'M', 'Z']","['IY', 'M', 'Z']",
192,earts,PSC,,short,complex,,3,,"['ER1', 'T', 'S']","['ER', 'T', 'S']",
2000,anyth,PSC,,short,complex,,4,,"['EH1', 'N', 'IY0', 'TH']","['EH', 'N', 'IY', 'TH']",
9404,leauter,PSC,,short,complex,,4,,"['L', 'UW1', 'T', 'ER0']","['L', 'UW', 'T', 'ER']",
2841,uness,PSC,,short,complex,,4,,"['AH0', 'N', 'EH1', 'S']","['AH', 'N', 'EH', 'S']",
9611,dommer,PSC,,short,complex,,4,,"['D', 'AA1', 'M', 'ER0']","['D', 'AA', 'M', 'ER']",
1089,favy,PSC,,short,complex,,4,,"['F', 'EY1', 'V', 'IY0']","['F', 'EY', 'V', 'IY']",
3628,thowtee,PSC,,short,complex,,4,,"['TH', 'AW1', 'T', 'IY0']","['TH', 'AW', 'T', 'IY']",
2885,deller,PSC,,short,complex,,4,,"['D', 'EH1', 'L', 'ER0']","['D', 'EH', 'L', 'ER']",
632,ront,PSC,,short,complex,,4,,"['R', 'AA1', 'N', 'T']","['R', 'AA', 'N', 'T']",
1116,inveau,PSC,,short,complex,,4,,"['IH1', 'N', 'V', 'OW0']","['IH', 'N', 'V', 'OW']",
2524,buylow,PSC,,short,complex,,4,,"['B', 'AY1', 'L', 'OW2']","['B', 'AY', 'L', 'OW']",
9420,paylow,PSC,,short,complex,,4,,"['P', 'EY1', 'L', 'OW2']","['P', 'EY', 'L', 'OW']",
3107,admigh,PSC,,short,complex,,4,,"['AH0', 'D', 'M', 'AY1']","['AH', 'D', 'M', 'AY']",
9580,joursed,PSC,,short,complex,,4,,"['JH', 'ER1', 'Z', 'D']","['JH', 'ER', 'Z', 'D']",
3074,unerge,PSC,,short,complex,,4,,"['AH0', 'N', 'ER1', 'JH']","['AH', 'N', 'ER', 'JH']",
786,enit,PSC,,short,complex,,4,,"['EH1', 'N', 'IH0', 'T']","['EH', 'N', 'IH', 'T']",
1017,anym,PSC,,short,complex,,4,,"['AE1', 'N', 'IH0', 'M']","['AE', 'N', 'IH', 'M']",
9150,irreed,PSC,,short,complex,,4,,"['IH0', 'R', 'IY1', 'D']","['IH', 'R', 'IY', 'D']",
659,defoo,PSC,,short,complex,,4,,"['D', 'EH1', 'F', 'UW0']","['D', 'EH', 'F', 'UW']",
931,givy,PSC,,short,complex,,4,,"['G', 'IY1', 'V', 'IY0']","['G', 'IY', 'V', 'IY']",
9556,issort,PSC,,short,complex,,4,,"['IH1', 'S', 'ER0', 'T']","['IH', 'S', 'ER', 'T']",
947,obsough,PSC,,short,complex,,4,,"['AA1', 'B', 'S', 'OW0']","['AA', 'B', 'S', 'OW']",
2764,appore,PSC,,short,complex,,4,,"['AH0', 'P', 'AO1', 'R']","['AH', 'P', 'AO', 'R']",
898,unall,PSC,,short,complex,,4,,"['AH0', 'N', 'AE1', 'L']","['AH', 'N', 'AE', 'L']",
2482,assock,PSC,,short,complex,,4,,"['AE1', 'S', 'AH0', 'K']","['AE', 'S', 'AH', 'K']",
9109,temough,PSC,,short,complex,,4,,"['T', 'EH1', 'M', 'AW0']","['T', 'EH', 'M', 'AW']",
8228,weefer,PSC,,short,complex,,4,,"['W', 'IY1', 'F', 'ER0']","['W', 'IY', 'F', 'ER']",
10080,apprew,PSC,,short,complex,,4,,"['AH0', 'P', 'R', 'UW1']","['AH', 'P', 'R', 'UW']",
10030,shoughty,PSC,,short,complex,,4,,"['SH', 'AW1', 'T', 'IY0']","['SH', 'AW', 'T', 'IY']",
9470,neetched,PSC,,short,complex,,4,,"['N', 'IY1', 'CH', 'T']","['N', 'IY', 'CH', 'T']",
1843,enfor,PSC,,short,complex,,4,,"['EH1', 'N', 'F', 'ER0']","['EH', 'N', 'F', 'ER']",
623,anot,PSC,,short,complex,,4,,"['AH0', 'N', 'OW1', 'T']","['AH', 'N', 'OW', 'T']",
8705,occone,PSC,,short,complex,,4,,"['AH0', 'K', 'OW1', 'N']","['AH', 'K', 'OW', 'N']",
2996,illume,PSC,,short,complex,,4,,"['IH0', 'L', 'UW1', 'M']","['IH', 'L', 'UW', 'M']",
9241,eithing,PSC,,short,complex,,4,,"['AY1', 'DH', 'IH0', 'NG']","['AY', 'DH', 'IH', 'NG']",
8635,jermer,PSC,,short,complex,,4,,"['JH', 'ER1', 'M', 'ER0']","['JH', 'ER', 'M', 'ER']",
644,valo,PSC,,short,complex,,4,,"['V', 'AA1', 'L', 'OW0']","['V', 'AA', 'L', 'OW']",
9173,autching,PSC,,short,complex,,4,,"['AO1', 'CH', 'IH0', 'NG']","['AO', 'CH', 'IH', 'NG']",
9090,attrow,PSC,,short,complex,,4,,"['AE1', 'T', 'R', 'OW0']","['AE', 'T', 'R', 'OW']",
10075,othice,PSC,,short,complex,,4,,"['AA1', 'TH', 'IH0', 'S']","['AA', 'TH', 'IH', 'S']",
3470,perfer,PSC,,short,complex,,4,,"['P', 'ER1', 'F', 'ER0']","['P', 'ER', 'F', 'ER']",
7712,itsear,PSC,,short,complex,,4,,"['IH0', 'T', 'S', 'ER0']","['IH', 'T', 'S', 'ER']",
9237,ourain,PSC,,short,complex,,4,,"['AW0', 'R', 'EY1', 'N']","['AW', 'R', 'EY', 'N']",
1087,joro,PSC,,short,complex,,4,,"['JH', 'AO1', 'R', 'OW0']","['JH', 'AO', 'R', 'OW']",
2622,showic,PSC,,short,complex,,4,,"['SH', 'OW1', 'IH0', 'K']","['SH', 'OW', 'IH', 'K']",
752,alop,PSC,,short,complex,,4,,"['AE1', 'L', 'AH0', 'P']","['AE', 'L', 'AH', 'P']",
10016,schient,PSC,,short,complex,,4,,"['SH', 'IY1', 'N', 'T']","['SH', 'IY', 'N', 'T']",
2310,himem,PSC,,short,complex,,5,,"['HH', 'IH1', 'M', 'AH0', 'M']","['HH', 'IH', 'M', 'AH', 'M']",
2486,anymed,PSC,,short,complex,,5,,"['AH0', 'N', 'IY1', 'M', 'D']","['AH', 'N', 'IY', 'M', 'D']",
1418,invem,PSC,,short,complex,,5,,"['IH0', 'N', 'V', 'EH1', 'M']","['IH', 'N', 'V', 'EH', 'M']",
2487,radice,PSC,,short,complex,,5,,"['R', 'AE1', 'D', 'IH0', 'S']","['R', 'AE', 'D', 'IH', 'S']",
2554,octime,PSC,,short,complex,,5,,"['AA1', 'K', 'T', 'IY0', 'M']","['AA', 'K', 'T', 'IY', 'M']",
2628,aggrat,PSC,,short,complex,,5,,"['AE1', 'G', 'R', 'AE0', 'T']","['AE', 'G', 'R', 'AE', 'T']",
2552,pertat,PSC,,short,complex,,5,,"['P', 'ER1', 'T', 'AH0', 'T']","['P', 'ER', 'T', 'AH', 'T']",
2425,getert,PSC,,short,complex,,5,,"['G', 'EH1', 'T', 'ER0', 'T']","['G', 'EH', 'T', 'ER', 'T']",
1575,advio,PSC,,short,complex,,5,,"['AE1', 'D', 'V', 'IY0', 'OW2']","['AE', 'D', 'V', 'IY', 'OW']",
4759,uncrow,PSC,,short,complex,,5,,"['AH1', 'N', 'K', 'R', 'AW0']","['AH', 'N', 'K', 'R', 'AW']",
1786,biomo,PSC,,short,complex,,5,,"['B', 'IY0', 'OW1', 'M', 'OW0']","['B', 'IY', 'OW', 'M', 'OW']",
2516,whomat,PSC,,short,complex,,5,,"['HH', 'OW1', 'M', 'AE2', 'T']","['HH', 'OW', 'M', 'AE', 'T']",
2709,lisole,PSC,,short,complex,,5,,"['L', 'IH0', 'S', 'OW1', 'L']","['L', 'IH', 'S', 'OW', 'L']",
2546,ferside,PSC,,short,complex,,5,,"['F', 'ER1', 'S', 'AY2', 'D']","['F', 'ER', 'S', 'AY', 'D']",
2567,recause,PSC,,short,complex,,5,,"['R', 'IY1', 'K', 'AW0', 'S']","['R', 'IY', 'K', 'AW', 'S']",
2170,soput,PSC,,short,complex,,5,,"['S', 'OW1', 'P', 'AH0', 'T']","['S', 'OW', 'P', 'AH', 'T']",
2649,macter,PSC,,short,complex,,5,,"['M', 'AH0', 'K', 'T', 'ER1']","['M', 'AH', 'K', 'T', 'ER']",
1973,himby,PSC,,short,complex,,5,,"['HH', 'IH1', 'M', 'B', 'IY0']","['HH', 'IH', 'M', 'B', 'IY']",
