Word,Lexicality,Zipf Frequency,Frequency,Phonemes,No Stress,Length,Size
political,real,5.29,high,"['P', 'AH0', 'L', 'IH1', 'T', 'AH0', 'K', 'AH0', 'L']","['P', 'AH', 'L', 'IH', 'T', 'AH', 'K', 'AH', 'L']",9,long
internee,real,1.5,low,"['IH0', 'N', 'T', 'ER0', 'N', 'IY1']","['IH', 'N', 'T', 'ER', 'N', 'IY']",6,short
girder,real,2.71,low,"['G', 'ER1', 'D', 'ER0']","['G', 'ER', 'D', 'ER']",4,short
scruffy,real,2.85,low,"['S', 'K', 'R', 'AH1', 'F', 'IY0']","['S', 'K', 'R', 'AH', 'F', 'IY']",6,short
polishers,real,1.78,low,"['P', 'AA1', 'L', 'IH0', 'SH', 'ER0', 'Z']","['P', 'AA', 'L', 'IH', 'SH', 'ER', 'Z']",7,long
protractors,real,1.27,low,"['P', 'R', 'AH0', 'T', 'R', 'AE1', 'T', 'K', 'ER0', 'Z']","['P', 'R', 'AH', 'T', 'R', 'AE', 'T', 'K', 'ER', 'Z']",10,long
compilers,real,2.81,low,"['K', 'AH0', 'M', 'P', 'AY1', 'L', 'ER0', 'Z']","['K', 'AH', 'M', 'P', 'AY', 'L', 'ER', 'Z']",8,long
semitone,real,1.93,low,"['S', 'EH1', 'M', 'AH0', 'T', 'OW2', 'N']","['S', 'EH', 'M', 'AH', 'T', 'OW', 'N']",7,long
nonprofit,real,3.86,high,"['N', 'AA0', 'N', 'P', 'R', 'AA1', 'F', 'AH0', 'T']","['N', 'AA', 'N', 'P', 'R', 'AA', 'F', 'AH', 'T']",9,long
repercussions,real,3.39,low,"['R', 'IY2', 'P', 'ER0', 'K', 'AH1', 'SH', 'AH0', 'N', 'Z']","['R', 'IY', 'P', 'ER', 'K', 'AH', 'SH', 'AH', 'N', 'Z']",10,long
encapsulates,real,2.67,low,"['EH0', 'N', 'K', 'AE1', 'P', 'S', 'AH0', 'L', 'EY2', 'T', 'S']","['EH', 'N', 'K', 'AE', 'P', 'S', 'AH', 'L', 'EY', 'T', 'S']",11,long
hindrance,real,3.01,low,"['HH', 'IH1', 'N', 'D', 'R', 'AH0', 'N', 'S']","['HH', 'IH', 'N', 'D', 'R', 'AH', 'N', 'S']",8,long
dependent,real,4.28,high,"['D', 'IH0', 'P', 'EH1', 'N', 'D', 'AH0', 'N', 'T']","['D', 'IH', 'P', 'EH', 'N', 'D', 'AH', 'N', 'T']",9,long
frivolities,real,1.72,low,"['F', 'R', 'AH0', 'V', 'AA1', 'L', 'AH0', 'T', 'IY0', 'Z']","['F', 'R', 'AH', 'V', 'AA', 'L', 'AH', 'T', 'IY', 'Z']",10,long
unreal,real,3.59,high,"['AH0', 'N', 'R', 'IY1', 'L']","['AH', 'N', 'R', 'IY', 'L']",5,short
recognize,real,4.52,high,"['R', 'EH1', 'K', 'AH0', 'G', 'N', 'AY2', 'Z']","['R', 'EH', 'K', 'AH', 'G', 'N', 'AY', 'Z']",8,long
unkind,real,2.99,low,"['AH0', 'N', 'K', 'AY1', 'N', 'D']","['AH', 'N', 'K', 'AY', 'N', 'D']",6,short
SLITTER,real,1.33,low,"['S', 'L', 'IH1', 'T', 'ER0']","['S', 'L', 'IH', 'T', 'ER']",5,short
nonsense,real,4.21,high,"['N', 'AA1', 'N', 'S', 'EH0', 'N', 'S']","['N', 'AA', 'N', 'S', 'EH', 'N', 'S']",7,long
dewy,real,2.64,low,"['D', 'UW1', 'IY0']","['D', 'UW', 'IY']",3,short
naturopaths,real,1.66,low,"['N', 'AE1', 'CH', 'ER0', 'W', 'AA2', 'P', 'T', 'S']","['N', 'AE', 'CH', 'ER', 'W', 'AA', 'P', 'T', 'S']",9,long
seismic,real,3.54,high,"['S', 'AY1', 'Z', 'M', 'IH0', 'K']","['S', 'AY', 'Z', 'M', 'IH', 'K']",6,short
pollution,real,4.2,high,"['P', 'AH0', 'L', 'UW1', 'SH', 'AH0', 'N']","['P', 'AH', 'L', 'UW', 'SH', 'AH', 'N']",7,long
pollutants,real,3.29,low,"['P', 'AH0', 'L', 'UW1', 'T', 'AH0', 'N', 'T', 'S']","['P', 'AH', 'L', 'UW', 'T', 'AH', 'N', 'T', 'S']",9,long
rentals,real,3.42,low,"['R', 'EH1', 'N', 'T', 'AH0', 'L', 'Z']","['R', 'EH', 'N', 'T', 'AH', 'L', 'Z']",7,long
advocate,real,4.21,high,"['AE1', 'D', 'V', 'AH0', 'K', 'AH0', 'T']","['AE', 'D', 'V', 'AH', 'K', 'AH', 'T']",7,long
appropriates,real,2.16,low,"['AH0', 'P', 'R', 'OW1', 'P', 'R', 'IY0', 'EY2', 'T', 'S']","['AH', 'P', 'R', 'OW', 'P', 'R', 'IY', 'EY', 'T', 'S']",10,long
irreverent,real,2.82,low,"['IH0', 'R', 'EH1', 'V', 'ER0', 'AH0', 'N', 'T']","['IH', 'R', 'EH', 'V', 'ER', 'AH', 'N', 'T']",8,long
dictated,real,3.39,low,"['D', 'IH0', 'K', 'T', 'EY1', 'T', 'AH0', 'D']","['D', 'IH', 'K', 'T', 'EY', 'T', 'AH', 'D']",8,long
inanimate,real,3.01,low,"['IH0', 'N', 'AE1', 'N', 'AH0', 'M', 'AH0', 'T']","['IH', 'N', 'AE', 'N', 'AH', 'M', 'AH', 'T']",8,long
talker,real,2.96,low,"['T', 'AO1', 'K', 'ER0']","['T', 'AO', 'K', 'ER']",4,short
abase,real,1.56,low,"['AH0', 'B', 'AA1', 'S']","['AH', 'B', 'AA', 'S']",4,short
curable,real,2.66,low,"['K', 'Y', 'UH1', 'R', 'AH0', 'B', 'AH0', 'L']","['K', 'Y', 'UH', 'R', 'AH', 'B', 'AH', 'L']",8,long
thinkers,real,3.48,low,"['TH', 'IH1', 'NG', 'K', 'ER0', 'Z']","['TH', 'IH', 'NG', 'K', 'ER', 'Z']",6,short
ripely,real,1.04,low,"['R', 'AY1', 'P', 'L', 'IY0']","['R', 'AY', 'P', 'L', 'IY']",5,short
defender,real,4.11,high,"['D', 'IH0', 'F', 'EH1', 'N', 'D', 'ER0']","['D', 'IH', 'F', 'EH', 'N', 'D', 'ER']",7,long
pestiferous,real,1.09,low,"['P', 'EH2', 'S', 'T', 'IH0', 'F', 'EH1', 'R', 'UW0', 'AH0', 'S']","['P', 'EH', 'S', 'T', 'IH', 'F', 'EH', 'R', 'UW', 'AH', 'S']",11,long
charities,real,3.83,high,"['CH', 'EH1', 'R', 'AH0', 'T', 'IY0', 'Z']","['CH', 'EH', 'R', 'AH', 'T', 'IY', 'Z']",7,long
cognizant,real,2.82,low,"['K', 'AA1', 'G', 'N', 'AH0', 'Z', 'AH0', 'N', 'T']","['K', 'AA', 'G', 'N', 'AH', 'Z', 'AH', 'N', 'T']",9,long
murderous,real,3.37,low,"['M', 'ER1', 'D', 'ER0', 'AH0', 'S']","['M', 'ER', 'D', 'ER', 'AH', 'S']",6,short
dirtied,real,1.93,low,"['D', 'ER1', 'T', 'IY0', 'D']","['D', 'ER', 'T', 'IY', 'D']",5,short
arboretums,real,1.21,low,"['AA2', 'R', 'B', 'ER0', 'EY1', 'T', 'AH0', 'M', 'Z']","['AA', 'R', 'B', 'ER', 'EY', 'T', 'AH', 'M', 'Z']",9,long
formally,real,4.01,high,"['F', 'AO1', 'R', 'M', 'AH0', 'L', 'IY0']","['F', 'AO', 'R', 'M', 'AH', 'L', 'IY']",7,long
separating,real,3.69,high,"['S', 'EH1', 'P', 'ER0', 'EY2', 'T', 'IH0', 'NG']","['S', 'EH', 'P', 'ER', 'EY', 'T', 'IH', 'NG']",8,long
cyclic,real,3.16,low,"['S', 'AY1', 'K', 'L', 'IH0', 'K']","['S', 'AY', 'K', 'L', 'IH', 'K']",6,short
hybridized,real,2.24,low,"['HH', 'AY1', 'B', 'R', 'AH0', 'D', 'AY2', 'Z', 'D']","['HH', 'AY', 'B', 'R', 'AH', 'D', 'AY', 'Z', 'D']",9,long
inanities,real,1.6,low,"['IH0', 'N', 'AE1', 'N', 'AH0', 'T', 'IY0', 'Z']","['IH', 'N', 'AE', 'N', 'AH', 'T', 'IY', 'Z']",8,long
ledgers,real,2.58,low,"['L', 'EH1', 'JH', 'ER0', 'Z']","['L', 'EH', 'JH', 'ER', 'Z']",5,short
bunker,real,3.67,high,"['B', 'AH1', 'NG', 'K', 'ER0']","['B', 'AH', 'NG', 'K', 'ER']",5,short
interject,real,2.37,low,"['IH2', 'N', 'T', 'ER0', 'JH', 'EH1', 'K', 'T']","['IH', 'N', 'T', 'ER', 'JH', 'EH', 'K', 'T']",8,long
SELKIRK,real,2.69,low,"['S', 'EH1', 'L', 'K', 'ER0', 'K']","['S', 'EH', 'L', 'K', 'ER', 'K']",6,short
introspective,real,2.9,low,"['IH2', 'N', 'T', 'R', 'AH0', 'S', 'P', 'EH1', 'K', 'T', 'IH0', 'V']","['IH', 'N', 'T', 'R', 'AH', 'S', 'P', 'EH', 'K', 'T', 'IH', 'V']",12,long
itemizing,real,1.79,low,"['AY1', 'T', 'AH0', 'M', 'AY2', 'Z', 'IH0', 'NG']","['AY', 'T', 'AH', 'M', 'AY', 'Z', 'IH', 'NG']",8,long
canonize,real,1.85,low,"['K', 'AE1', 'N', 'AH0', 'N', 'AY2', 'Z']","['K', 'AE', 'N', 'AH', 'N', 'AY', 'Z']",7,long
befalls,real,2.2,low,"['B', 'IH0', 'F', 'AO1', 'L', 'Z']","['B', 'IH', 'F', 'AO', 'L', 'Z']",6,short
correctly,real,4.21,high,"['K', 'ER0', 'EH1', 'K', 'T', 'L', 'IY0']","['K', 'ER', 'EH', 'K', 'T', 'L', 'IY']",7,long
Cinderella,real,3.45,low,"['S', 'IH2', 'N', 'D', 'ER0', 'EH1', 'L', 'AH0']","['S', 'IH', 'N', 'D', 'ER', 'EH', 'L', 'AH']",8,long
possessor,real,2.58,low,"['P', 'AH0', 'Z', 'EH1', 'S', 'ER0']","['P', 'AH', 'Z', 'EH', 'S', 'ER']",6,short
redecoration,real,1.96,low,"['R', 'IY2', 'D', 'EH0', 'K', 'ER0', 'EY1', 'SH', 'AH0', 'N']","['R', 'IY', 'D', 'EH', 'K', 'ER', 'EY', 'SH', 'AH', 'N']",10,long
dynasty,real,3.87,high,"['D', 'AY1', 'N', 'AH0', 'S', 'T', 'IY0']","['D', 'AY', 'N', 'AH', 'S', 'T', 'IY']",7,long
primers,real,2.8,low,"['P', 'R', 'AY1', 'M', 'ER0', 'Z']","['P', 'R', 'AY', 'M', 'ER', 'Z']",6,short
company,real,5.6,high,"['K', 'AH1', 'M', 'P', 'AH0', 'N', 'IY0']","['K', 'AH', 'M', 'P', 'AH', 'N', 'IY']",7,long
emanations,real,2.14,low,"['EH2', 'M', 'AH0', 'N', 'EY1', 'SH', 'AH0', 'N', 'Z']","['EH', 'M', 'AH', 'N', 'EY', 'SH', 'AH', 'N', 'Z']",9,long
hypnosis,real,3.25,low,"['HH', 'IH0', 'P', 'N', 'OW1', 'S', 'AH0', 'S']","['HH', 'IH', 'P', 'N', 'OW', 'S', 'AH', 'S']",8,long
predeceased,real,2.47,low,"['P', 'R', 'IY2', 'D', 'IH0', 'S', 'IY1', 'AH0', 'S', 'T']","['P', 'R', 'IY', 'D', 'IH', 'S', 'IY', 'AH', 'S', 'T']",10,long
enamoured,real,2.48,low,"['EH0', 'N', 'AE1', 'M', 'ER0', 'D']","['EH', 'N', 'AE', 'M', 'ER', 'D']",6,short
venality,real,1.8,low,"['V', 'IH0', 'N', 'AE1', 'L', 'IH0', 'T', 'IY0']","['V', 'IH', 'N', 'AE', 'L', 'IH', 'T', 'IY']",8,long
derailed,real,3.11,low,"['D', 'IH0', 'R', 'EY1', 'L', 'D']","['D', 'IH', 'R', 'EY', 'L', 'D']",6,short
recalcitrant,real,2.55,low,"['R', 'IH0', 'K', 'AE1', 'L', 'S', 'IH0', 'T', 'R', 'AH0', 'N', 'T']","['R', 'IH', 'K', 'AE', 'L', 'S', 'IH', 'T', 'R', 'AH', 'N', 'T']",12,long
disenchanting,real,1.23,low,"['D', 'IH0', 'S', 'EH1', 'N', 'CH', 'AH0', 'N', 'T', 'IH0', 'NG']","['D', 'IH', 'S', 'EH', 'N', 'CH', 'AH', 'N', 'T', 'IH', 'NG']",11,long
recheck,real,2.37,low,"['R', 'IY1', 'CH', 'EH1', 'K']","['R', 'IY', 'CH', 'EH', 'K']",5,short
exculpated,real,1.31,low,"['EH1', 'K', 'S', 'K', 'AH0', 'L', 'P', 'EY2', 'T', 'IH0', 'D']","['EH', 'K', 'S', 'K', 'AH', 'L', 'P', 'EY', 'T', 'IH', 'D']",11,long
retrievable,real,1.95,low,"['R', 'IY0', 'T', 'R', 'IY1', 'V', 'AH0', 'B', 'AH0', 'L']","['R', 'IY', 'T', 'R', 'IY', 'V', 'AH', 'B', 'AH', 'L']",10,long
speller,real,2.24,low,"['S', 'P', 'EH1', 'L', 'ER0']","['S', 'P', 'EH', 'L', 'ER']",5,short
shameful,real,3.57,high,"['SH', 'EY1', 'M', 'F', 'AH0', 'L']","['SH', 'EY', 'M', 'F', 'AH', 'L']",6,short
undersigned,real,2.46,low,"['AH0', 'N', 'D', 'ER0', 'S', 'AY1', 'N', 'D']","['AH', 'N', 'D', 'ER', 'S', 'AY', 'N', 'D']",8,long
primitives,real,2.65,low,"['P', 'R', 'IH1', 'M', 'AH0', 'T', 'IH0', 'V', 'Z']","['P', 'R', 'IH', 'M', 'AH', 'T', 'IH', 'V', 'Z']",9,long
fraternize,real,1.77,low,"['F', 'R', 'AE1', 'T', 'ER0', 'N', 'AY2', 'Z']","['F', 'R', 'AE', 'T', 'ER', 'N', 'AY', 'Z']",8,long
biceps,real,3.06,low,"['B', 'AY1', 'S', 'EH2', 'P', 'S']","['B', 'AY', 'S', 'EH', 'P', 'S']",6,short
outbuildings,real,2.73,low,"['AW1', 'T', 'B', 'AH2', 'L', 'D', 'IH0', 'NG', 'Z']","['AW', 'T', 'B', 'AH', 'L', 'D', 'IH', 'NG', 'Z']",9,long
inboard,real,2.4,low,"['IH1', 'N', 'B', 'AO2', 'R', 'D']","['IH', 'N', 'B', 'AO', 'R', 'D']",6,short
emaciation,real,1.63,low,"['IH0', 'M', 'AE2', 'S', 'IY0', 'EY1', 'SH', 'AH0', 'N']","['IH', 'M', 'AE', 'S', 'IY', 'EY', 'SH', 'AH', 'N']",9,long
unscrews,real,1.45,low,"['AH0', 'N', 'S', 'K', 'R', 'UW1', 'S']","['AH', 'N', 'S', 'K', 'R', 'UW', 'S']",7,long
immobile,real,2.93,low,"['IH0', 'M', 'OW1', 'B', 'AH0', 'L']","['IH', 'M', 'OW', 'B', 'AH', 'L']",6,short
likenesses,real,2.42,low,"['L', 'AY1', 'K', 'N', 'AH0', 'S', 'IH0', 'Z']","['L', 'AY', 'K', 'N', 'AH', 'S', 'IH', 'Z']",8,long
pandemics,real,2.34,low,"['P', 'AE1', 'N', 'D', 'AH0', 'M', 'IH0', 'K', 'S']","['P', 'AE', 'N', 'D', 'AH', 'M', 'IH', 'K', 'S']",9,long
recollection,real,3.28,low,"['R', 'EH2', 'K', 'AH0', 'L', 'EH1', 'K', 'SH', 'AH0', 'N']","['R', 'EH', 'K', 'AH', 'L', 'EH', 'K', 'SH', 'AH', 'N']",10,long
perspires,real,1.09,low,"['P', 'ER0', 'S', 'P', 'AY1', 'ER0', 'Z']","['P', 'ER', 'S', 'P', 'AY', 'ER', 'Z']",7,long
hallucinate,real,2.36,low,"['HH', 'AH0', 'L', 'UW1', 'S', 'AH0', 'N', 'EY0', 'T']","['HH', 'AH', 'L', 'UW', 'S', 'AH', 'N', 'EY', 'T']",9,long
transship,real,1.12,low,"['T', 'R', 'AE1', 'N', 'SH', 'IH2', 'P']","['T', 'R', 'AE', 'N', 'SH', 'IH', 'P']",7,long
improvement,real,4.49,high,"['IH0', 'M', 'P', 'R', 'UW1', 'V', 'M', 'AH0', 'N', 'T']","['IH', 'M', 'P', 'R', 'UW', 'V', 'M', 'AH', 'N', 'T']",10,long
classy,real,3.72,high,"['K', 'L', 'AE1', 'S', 'IY0']","['K', 'L', 'AE', 'S', 'IY']",5,short
instruction,real,4.14,high,"['IH0', 'N', 'S', 'T', 'R', 'AH1', 'K', 'SH', 'AH0', 'N']","['IH', 'N', 'S', 'T', 'R', 'AH', 'K', 'SH', 'AH', 'N']",10,long
interference,real,3.99,high,"['IH2', 'N', 'T', 'ER0', 'F', 'IH1', 'R', 'AH0', 'N', 'S']","['IH', 'N', 'T', 'ER', 'F', 'IH', 'R', 'AH', 'N', 'S']",10,long
solicitude,real,1.91,low,"['S', 'AH0', 'L', 'IH1', 'S', 'IH0', 'T', 'UW2', 'D']","['S', 'AH', 'L', 'IH', 'S', 'IH', 'T', 'UW', 'D']",9,long
wranglers,real,2.33,low,"['R', 'AE1', 'NG', 'G', 'AH0', 'L', 'ER0', 'Z']","['R', 'AE', 'NG', 'G', 'AH', 'L', 'ER', 'Z']",8,long
student's,real,3.32,low,"['S', 'T', 'UW1', 'D', 'AH0', 'N', 'T', 'S']","['S', 'T', 'UW', 'D', 'AH', 'N', 'T', 'S']",8,long
doctoral,real,3.55,high,"['D', 'AA1', 'K', 'T', 'ER0', 'AH0', 'L']","['D', 'AA', 'K', 'T', 'ER', 'AH', 'L']",7,long
wattage,real,2.65,low,"['W', 'AA1', 'T', 'AH0', 'JH']","['W', 'AA', 'T', 'AH', 'JH']",5,short
beggary,real,1.5,low,"['B', 'EH1', 'G', 'ER0', 'IY0']","['B', 'EH', 'G', 'ER', 'IY']",5,short
dampen,real,2.81,low,"['D', 'AE1', 'M', 'P', 'AH0', 'N']","['D', 'AE', 'M', 'P', 'AH', 'N']",6,short
waken,real,2.29,low,"['W', 'EY1', 'K', 'AH0', 'N']","['W', 'EY', 'K', 'AH', 'N']",5,short
aspirant,real,2.62,low,"['AE1', 'S', 'P', 'ER0', 'AH0', 'N', 'T']","['AE', 'S', 'P', 'ER', 'AH', 'N', 'T']",7,long
WIDTHWISE,real,1.09,low,"['W', 'IH1', 'D', 'TH', 'W', 'AY2', 'Z']","['W', 'IH', 'D', 'TH', 'W', 'AY', 'Z']",7,long
reanimates,real,1.54,low,"['R', 'IY0', 'AE1', 'N', 'AH0', 'M', 'EY2', 'T', 'S']","['R', 'IY', 'AE', 'N', 'AH', 'M', 'EY', 'T', 'S']",9,long
friendless,real,2.49,low,"['F', 'R', 'EH1', 'N', 'D', 'L', 'AH0', 'S']","['F', 'R', 'EH', 'N', 'D', 'L', 'AH', 'S']",8,long
commercials,real,3.82,high,"['K', 'AH0', 'M', 'ER1', 'SH', 'AH0', 'L', 'Z']","['K', 'AH', 'M', 'ER', 'SH', 'AH', 'L', 'Z']",8,long
northward,real,3.22,low,"['N', 'AO1', 'R', 'TH', 'W', 'ER0', 'D']","['N', 'AO', 'R', 'TH', 'W', 'ER', 'D']",7,long
triennial,real,2.49,low,"['T', 'R', 'AY0', 'EH1', 'N', 'IY0', 'AH0', 'L']","['T', 'R', 'AY', 'EH', 'N', 'IY', 'AH', 'L']",8,long
concurrences,real,1.41,low,"['K', 'AH0', 'N', 'K', 'ER1', 'AH0', 'N', 'S', 'IH0', 'Z']","['K', 'AH', 'N', 'K', 'ER', 'AH', 'N', 'S', 'IH', 'Z']",10,long
indisputable,real,2.85,low,"['IH2', 'N', 'D', 'IH0', 'S', 'P', 'Y', 'UW1', 'T', 'AH0', 'B', 'AH0', 'L']","['IH', 'N', 'D', 'IH', 'S', 'P', 'Y', 'UW', 'T', 'AH', 'B', 'AH', 'L']",13,long
accentual,real,1.55,low,"['AH0', 'K', 'S', 'EH1', 'N', 'CH', 'AH0', 'W', 'AH0', 'L']","['AH', 'K', 'S', 'EH', 'N', 'CH', 'AH', 'W', 'AH', 'L']",10,long
spiky,real,2.75,low,"['S', 'P', 'AY1', 'K', 'IY0']","['S', 'P', 'AY', 'K', 'IY']",5,short
distorting,real,2.89,low,"['D', 'IH0', 'S', 'T', 'AO1', 'R', 'T', 'IH0', 'NG']","['D', 'IH', 'S', 'T', 'AO', 'R', 'T', 'IH', 'NG']",9,long
Egyptians,real,3.49,low,"['IH0', 'JH', 'IH1', 'P', 'SH', 'AH0', 'N', 'Z']","['IH', 'JH', 'IH', 'P', 'SH', 'AH', 'N', 'Z']",8,long
preschool,real,3.51,high,"['P', 'R', 'IY0', 'S', 'K', 'UW1', 'L']","['P', 'R', 'IY', 'S', 'K', 'UW', 'L']",7,long
ratification,real,3.14,low,"['R', 'AE2', 'T', 'AH0', 'F', 'AH0', 'K', 'EY1', 'SH', 'AH0', 'N']","['R', 'AE', 'T', 'AH', 'F', 'AH', 'K', 'EY', 'SH', 'AH', 'N']",11,long
trombonists,real,1.18,low,"['T', 'R', 'AA1', 'M', 'B', 'AH0', 'N', 'IH2', 'S', 'T', 'S']","['T', 'R', 'AA', 'M', 'B', 'AH', 'N', 'IH', 'S', 'T', 'S']",11,long
unfathomed,real,1.11,low,"['AH0', 'N', 'F', 'AE1', 'D', 'AH0', 'M', 'EY2', 'T']","['AH', 'N', 'F', 'AE', 'D', 'AH', 'M', 'EY', 'T']",9,long
reprinted,real,3.51,high,"['R', 'IY0', 'P', 'R', 'IH1', 'N', 'T', 'IH0', 'D']","['R', 'IY', 'P', 'R', 'IH', 'N', 'T', 'IH', 'D']",9,long
disintegrates,real,2.41,low,"['D', 'IH0', 'S', 'IH1', 'N', 'T', 'AH0', 'G', 'R', 'EY2', 'T', 'S']","['D', 'IH', 'S', 'IH', 'N', 'T', 'AH', 'G', 'R', 'EY', 'T', 'S']",12,long
intuitions,real,2.47,low,"['IH0', 'N', 'T', 'UW1', 'IY0', 'AH0', 'N', 'T', 'S']","['IH', 'N', 'T', 'UW', 'IY', 'AH', 'N', 'T', 'S']",9,long
position,real,5.21,high,"['P', 'AH0', 'Z', 'IH1', 'SH', 'AH0', 'N']","['P', 'AH', 'Z', 'IH', 'SH', 'AH', 'N']",7,long
MECHANIST,real,1.61,low,"['M', 'EH1', 'K', 'AH0', 'N', 'IH0', 'S', 'T']","['M', 'EH', 'K', 'AH', 'N', 'IH', 'S', 'T']",8,long
originate,real,3.37,low,"['ER0', 'IH1', 'JH', 'AH0', 'N', 'EY2', 'T']","['ER', 'IH', 'JH', 'AH', 'N', 'EY', 'T']",7,long
union,real,5.08,high,"['Y', 'UW1', 'N', 'Y', 'AH0', 'N']","['Y', 'UW', 'N', 'Y', 'AH', 'N']",6,short
bleakly,real,1.84,low,"['B', 'L', 'IY1', 'K', 'L', 'IY0']","['B', 'L', 'IY', 'K', 'L', 'IY']",6,short
conservatories,real,2.37,low,"['K', 'AH0', 'N', 'S', 'ER1', 'V', 'AH0', 'T', 'AO2', 'R', 'IY0', 'Z']","['K', 'AH', 'N', 'S', 'ER', 'V', 'AH', 'T', 'AO', 'R', 'IY', 'Z']",12,long
HEGELIAN,real,2.24,low,"['HH', 'IY0', 'JH', 'IY1', 'L', 'IY0', 'AH0', 'N']","['HH', 'IY', 'JH', 'IY', 'L', 'IY', 'AH', 'N']",8,long
overcharges,real,1.81,low,"['OW1', 'V', 'ER0', 'CH', 'AA2', 'R', 'JH', 'IH0', 'Z']","['OW', 'V', 'ER', 'CH', 'AA', 'R', 'JH', 'IH', 'Z']",9,long
encased,real,3.0,low,"['EH0', 'N', 'K', 'EY1', 'S', 'T']","['EH', 'N', 'K', 'EY', 'S', 'T']",6,short
fulfilling,real,3.71,high,"['F', 'UH0', 'L', 'F', 'IH1', 'L', 'IH0', 'NG']","['F', 'UH', 'L', 'F', 'IH', 'L', 'IH', 'NG']",8,long
dormitories,real,2.84,low,"['D', 'AO1', 'R', 'M', 'AH0', 'T', 'AO2', 'R', 'IY0', 'Z']","['D', 'AO', 'R', 'M', 'AH', 'T', 'AO', 'R', 'IY', 'Z']",10,long
juxtaposition,real,2.96,low,"['JH', 'AH2', 'K', 'S', 'T', 'AH0', 'P', 'AH0', 'Z', 'IH1', 'SH', 'AH0', 'N']","['JH', 'AH', 'K', 'S', 'T', 'AH', 'P', 'AH', 'Z', 'IH', 'SH', 'AH', 'N']",13,long
dickies,real,2.04,low,"['D', 'IH1', 'K', 'IY0', 'Z']","['D', 'IH', 'K', 'IY', 'Z']",5,short
impoliteness,real,1.37,low,"['IH1', 'M', 'P', 'AH0', 'L', 'AY2', 'T', 'AH0', 'N', 'Z']","['IH', 'M', 'P', 'AH', 'L', 'AY', 'T', 'AH', 'N', 'Z']",10,long
regulates,real,3.31,low,"['R', 'EH1', 'G', 'Y', 'AH0', 'L', 'EY2', 'T', 'S']","['R', 'EH', 'G', 'Y', 'AH', 'L', 'EY', 'T', 'S']",9,long
forgoing,real,2.44,low,"['F', 'AO0', 'R', 'G', 'OW1', 'IH0', 'NG']","['F', 'AO', 'R', 'G', 'OW', 'IH', 'NG']",7,long
eliminates,real,3.38,low,"['IH0', 'L', 'IH1', 'M', 'AH0', 'N', 'EY2', 'T', 'S']","['IH', 'L', 'IH', 'M', 'AH', 'N', 'EY', 'T', 'S']",9,long
tourist's,real,1.85,low,"['T', 'UH1', 'R', 'AH0', 'S', 'T', 'S']","['T', 'UH', 'R', 'AH', 'S', 'T', 'S']",7,long
sharper,real,3.25,low,"['SH', 'AA1', 'R', 'P', 'ER0']","['SH', 'AA', 'R', 'P', 'ER']",5,short
stoicism,real,2.63,low,"['S', 'T', 'OW1', 'AH0', 'S', 'IH2', 'Z', 'AH0', 'M']","['S', 'T', 'OW', 'AH', 'S', 'IH', 'Z', 'AH', 'M']",9,long
effaced,real,1.91,low,"['EH1', 'F', 'AH0', 'S', 'T']","['EH', 'F', 'AH', 'S', 'T']",5,short
invalids,real,2.19,low,"['IH1', 'N', 'V', 'AH0', 'L', 'AH0', 'D', 'Z']","['IH', 'N', 'V', 'AH', 'L', 'AH', 'D', 'Z']",8,long
oversea,real,2.31,low,"['OW2', 'V', 'ER0', 'S', 'IY1']","['OW', 'V', 'ER', 'S', 'IY']",5,short
tumbler,real,2.85,low,"['T', 'AH1', 'M', 'B', 'L', 'ER0']","['T', 'AH', 'M', 'B', 'L', 'ER']",6,short
parody,real,3.78,high,"['P', 'EH1', 'R', 'AH0', 'D', 'IY0']","['P', 'EH', 'R', 'AH', 'D', 'IY']",6,short
refunds,real,3.37,low,"['R', 'IY1', 'F', 'AH2', 'N', 'D', 'Z']","['R', 'IY', 'F', 'AH', 'N', 'D', 'Z']",7,long
unbroken,real,3.22,low,"['AH0', 'N', 'B', 'R', 'OW1', 'K', 'AH0', 'N']","['AH', 'N', 'B', 'R', 'OW', 'K', 'AH', 'N']",8,long
obscenely,real,2.31,low,"['AA0', 'B', 'S', 'IY1', 'N', 'AH0', 'L', 'IY0']","['AA', 'B', 'S', 'IY', 'N', 'AH', 'L', 'IY']",8,long
transplanting,real,2.46,low,"['T', 'R', 'AE0', 'N', 'S', 'P', 'L', 'AE1', 'N', 'T', 'IH0', 'NG']","['T', 'R', 'AE', 'N', 'S', 'P', 'L', 'AE', 'N', 'T', 'IH', 'NG']",12,long
snowy,real,3.46,low,"['S', 'N', 'OW1', 'IY0']","['S', 'N', 'OW', 'IY']",4,short
unlisted,real,2.74,low,"['AH0', 'N', 'L', 'IH1', 'S', 'T', 'IH0', 'D']","['AH', 'N', 'L', 'IH', 'S', 'T', 'IH', 'D']",8,long
unasked,real,2.09,low,"['AH0', 'N', 'AE1', 'S', 'K', 'T']","['AH', 'N', 'AE', 'S', 'K', 'T']",6,short
automobile,real,3.94,high,"['AO1', 'T', 'AH0', 'M', 'OW0', 'B', 'IY2', 'L']","['AO', 'T', 'AH', 'M', 'OW', 'B', 'IY', 'L']",8,long
interned,real,2.84,low,"['IH1', 'N', 'T', 'ER2', 'N', 'D']","['IH', 'N', 'T', 'ER', 'N', 'D']",6,short
