Word,Lexicality,Zipf Frequency,Frequency,Phonemes,No Stress,Length,Size
bamboo,real,3.65,high,"['B', 'AE0', 'M', 'B', 'UW1']","['B', 'AE', 'M', 'B', 'UW']",5,short
bamboozle,real,2.16,low,"['B', 'AE1', 'M', 'B', 'OW0', 'S', 'L']","['B', 'AE', 'M', 'B', 'OW', 'S', 'L']",7,long
bancroft,real,2.99,low,"['B', 'AE1', 'NG', 'K', 'R', 'AO0', 'F', 'T']","['B', 'AE', 'NG', 'K', 'R', 'AO', 'F', 'T']",8,long
bandy,real,2.55,low,"['B', 'AE1', 'N', 'D', 'IY0']","['B', 'AE', 'N', 'D', 'IY']",5,short
bandoleer,real,1.18,low,"['B', 'AE2', 'N', 'D', 'AH0', 'L', 'IH1', 'R']","['B', 'AE', 'N', 'D', 'AH', 'L', 'IH', 'R']",8,long
bandon,real,2.21,low,"['B', 'AE1', 'N', 'D', 'AH0', 'N']","['B', 'AE', 'N', 'D', 'AH', 'N']",6,short
banfield,real,2.34,low,"['B', 'AE1', 'N', 'F', 'IY2', 'L', 'D']","['B', 'AE', 'N', 'F', 'IY', 'L', 'D']",7,long
banjo,real,3.27,low,"['B', 'AE1', 'N', 'JH', 'OW2']","['B', 'AE', 'N', 'JH', 'OW']",5,short
bannock,real,2.21,low,"['B', 'AE1', 'N', 'AH0', 'K']","['B', 'AE', 'N', 'AH', 'K']",5,short
banns,real,2.02,low,"['B', 'AE1', 'N', 'Z']","['B', 'AE', 'N', 'Z']",4,short
banquet,real,3.59,high,"['B', 'AE1', 'NG', 'K', 'W', 'AH0', 'T']","['B', 'AE', 'NG', 'K', 'W', 'AH', 'T']",7,long
bantam,real,2.79,low,"['B', 'AE1', 'N', 'T', 'AH0', 'M']","['B', 'AE', 'N', 'T', 'AH', 'M']",6,short
banter,real,3.48,low,"['B', 'AE1', 'N', 'T', 'ER0']","['B', 'AE', 'N', 'T', 'ER']",5,short
bantu,real,3.03,low,"['B', 'AE1', 'N', 'T', 'UW0']","['B', 'AE', 'N', 'T', 'UW']",5,short
barbadian,real,2.27,low,"['B', 'AA0', 'R', 'B', 'EY1', 'D', 'IY0', 'AH0', 'N']","['B', 'AA', 'R', 'B', 'EY', 'D', 'IY', 'AH', 'N']",9,long
barbecue,real,3.62,high,"['B', 'AA1', 'R', 'B', 'IH0', 'K', 'Y', 'UW2']","['B', 'AA', 'R', 'B', 'IH', 'K', 'Y', 'UW']",8,long
barbel,real,1.98,low,"['B', 'AA1', 'R', 'B', 'AH0', 'L']","['B', 'AA', 'R', 'B', 'AH', 'L']",6,short
barber,real,3.81,high,"['B', 'AA1', 'R', 'B', 'ER0']","['B', 'AA', 'R', 'B', 'ER']",5,short
barbican,real,2.65,low,"['B', 'AA1', 'R', 'B', 'IH0', 'K', 'AH0', 'N']","['B', 'AA', 'R', 'B', 'IH', 'K', 'AH', 'N']",8,long
barbiturate,real,2.11,low,"['B', 'AA0', 'R', 'B', 'IH1', 'CH', 'ER0', 'AH0', 'T']","['B', 'AA', 'R', 'B', 'IH', 'CH', 'ER', 'AH', 'T']",9,long
barbour,real,3.04,low,"['B', 'AA1', 'R', 'B', 'ER0']","['B', 'AA', 'R', 'B', 'ER']",5,short
arnica,real,2.14,low,"['AA1', 'R', 'N', 'IH0', 'K', 'AH0']","['AA', 'R', 'N', 'IH', 'K', 'AH']",6,short
arp,real,2.7,low,"['AA1', 'R', 'P']","['AA', 'R', 'P']",3,short
arpeggio,real,2.08,low,"['ER0', 'P', 'EY1', 'G', 'IY0', 'OW0']","['ER', 'P', 'EY', 'G', 'IY', 'OW']",6,short
arquebus,real,1.49,low,"['AA1', 'R', 'K', 'AH0', 'B', 'Y', 'UW2', 'Z']","['AA', 'R', 'K', 'AH', 'B', 'Y', 'UW', 'Z']",8,long
arrack,real,1.63,low,"['AE1', 'R', 'AH0', 'K']","['AE', 'R', 'AH', 'K']",4,short
arraign,real,1.77,low,"['ER0', 'EY1', 'N']","['ER', 'EY', 'N']",3,short
arras,real,2.55,low,"['AA1', 'R', 'AH0', 'Z']","['AA', 'R', 'AH', 'Z']",4,short
array,real,4.1,high,"['ER0', 'EY1']","['ER', 'EY']",2,short
arrogate,real,1.69,low,"['AE1', 'R', 'OW0', 'G', 'EY2', 'T']","['AE', 'R', 'OW', 'G', 'EY', 'T']",6,short
arse,real,3.57,high,"['AA1', 'R', 'S']","['AA', 'R', 'S']",3,short
arsenal,real,4.31,high,"['AA1', 'R', 'S', 'AH0', 'N', 'AH0', 'L']","['AA', 'R', 'S', 'AH', 'N', 'AH', 'L']",7,long
arte,real,2.98,low,"['AA1', 'R', 'T']","['AA', 'R', 'T']",3,short
arthritic,real,2.45,low,"['AA0', 'R', 'TH', 'R', 'IH1', 'T', 'IH0', 'K']","['AA', 'R', 'TH', 'R', 'IH', 'T', 'IH', 'K']",8,long
artichoke,real,2.73,low,"['AA1', 'R', 'T', 'AH0', 'CH', 'OW2', 'K']","['AA', 'R', 'T', 'AH', 'CH', 'OW', 'K']",7,long
article,real,5.09,high,"['AA1', 'R', 'T', 'AH0', 'K', 'AH0', 'L']","['AA', 'R', 'T', 'AH', 'K', 'AH', 'L']",7,long
artie,real,3.14,low,"['AA1', 'R', 'T', 'IY0']","['AA', 'R', 'T', 'IY']",4,short
artifice,real,2.58,low,"['AA1', 'R', 'T', 'AH0', 'F', 'IH0', 'S']","['AA', 'R', 'T', 'AH', 'F', 'IH', 'S']",7,long
arturo,real,3.1,low,"['AA0', 'R', 'T', 'UH1', 'R', 'OW0']","['AA', 'R', 'T', 'UH', 'R', 'OW']",6,short
arum,real,2.37,low,"['EH1', 'R', 'AH0', 'M']","['EH', 'R', 'AH', 'M']",4,short
arundel,real,2.98,low,"['EH1', 'R', 'AH0', 'N', 'D', 'AH0', 'L']","['EH', 'R', 'AH', 'N', 'D', 'AH', 'L']",7,long
aryan,real,3.21,low,"['AA1', 'R', 'IY0', 'AH0', 'N']","['AA', 'R', 'IY', 'AH', 'N']",5,short
ascend,real,3.24,low,"['AH0', 'S', 'EH1', 'N', 'D']","['AH', 'S', 'EH', 'N', 'D']",5,short
ascetic,real,2.81,low,"['AH0', 'S', 'EH1', 'T', 'IH0', 'K']","['AH', 'S', 'EH', 'T', 'IH', 'K']",6,short
asher,real,3.18,low,"['AE1', 'SH', 'ER0']","['AE', 'SH', 'ER']",3,short
asheville,real,3.12,low,"['AE1', 'SH', 'V', 'IH2', 'L']","['AE', 'SH', 'V', 'IH', 'L']",5,short
ashmolean,real,2.08,low,"['AE0', 'SH', 'M', 'OW1', 'L', 'AH0', 'N']","['AE', 'SH', 'M', 'OW', 'L', 'AH', 'N']",7,long
asiatic,real,3.09,low,"['EY2', 'ZH', 'IY0', 'AE1', 'T', 'IH0', 'K']","['EY', 'ZH', 'IY', 'AE', 'T', 'IH', 'K']",7,long
aside,real,4.59,high,"['AH0', 'S', 'AY1', 'D']","['AH', 'S', 'AY', 'D']",4,short
aspen,real,3.43,low,"['AE1', 'S', 'P', 'AH0', 'N']","['AE', 'S', 'P', 'AH', 'N']",5,short
asperity,real,1.38,low,"['AH0', 'S', 'P', 'EH1', 'R', 'IH0', 'T', 'IY0']","['AH', 'S', 'P', 'EH', 'R', 'IH', 'T', 'IY']",8,long
asphalt,real,3.53,high,"['AE1', 'S', 'F', 'AO2', 'L', 'T']","['AE', 'S', 'F', 'AO', 'L', 'T']",6,short
asphodel,real,1.7,low,"['AE1', 'S', 'F', 'OW0', 'D', 'AH0', 'L']","['AE', 'S', 'F', 'OW', 'D', 'AH', 'L']",7,long
asphyxia,real,2.41,low,"['AE0', 'S', 'F', 'IH1', 'K', 'S', 'IY0', 'AH0']","['AE', 'S', 'F', 'IH', 'K', 'S', 'IY', 'AH']",8,long
asphyxiate,real,1.78,low,"['AE0', 'S', 'F', 'IH1', 'K', 'S', 'IY0', 'EY2', 'T']","['AE', 'S', 'F', 'IH', 'K', 'S', 'IY', 'EY', 'T']",9,long
aspic,real,2.09,low,"['AE1', 'S', 'P', 'IH0', 'K']","['AE', 'S', 'P', 'IH', 'K']",5,short
aspirin,real,3.34,low,"['AE1', 'S', 'P', 'R', 'IH0', 'N']","['AE', 'S', 'P', 'R', 'IH', 'N']",6,short
asp,real,3.05,low,"['AE1', 'S', 'P']","['AE', 'S', 'P']",3,short
assail,real,2.11,low,"['AH0', 'S', 'EY1', 'L']","['AH', 'S', 'EY', 'L']",4,short
assam,real,3.29,low,"['AH0', 'S', 'AE1', 'M']","['AH', 'S', 'AE', 'M']",4,short
assay,real,3.28,low,"['AE1', 'S', 'IY0']","['AE', 'S', 'IY']",3,short
assegai,real,1.3,low,"['AH0', 'S', 'G', 'EY1', 'D', 'IY0']","['AH', 'S', 'G', 'EY', 'D', 'IY']",6,short
assent,real,3.03,low,"['AH0', 'S', 'EH1', 'N', 'T']","['AH', 'S', 'EH', 'N', 'T']",5,short
assess,real,4.07,high,"['AH0', 'S', 'EH1', 'S']","['AH', 'S', 'EH', 'S']",4,short
assize,real,2.15,low,"['AH0', 'S', 'AY1', 'Z']","['AH', 'S', 'AY', 'Z']",4,short
assuage,real,2.63,low,"['AH0', 'S', 'W', 'EY1', 'JH']","['AH', 'S', 'W', 'EY', 'JH']",5,short
astarte,real,2.04,low,"['AA0', 'S', 'T', 'AA1', 'R', 'T', 'EY0']","['AA', 'S', 'T', 'AA', 'R', 'T', 'EY']",7,long
asterisk,real,3.05,low,"['AE1', 'S', 'T', 'ER0', 'IH0', 'S', 'K']","['AE', 'S', 'T', 'ER', 'IH', 'S', 'K']",7,long
astern,real,2.52,low,"['AE1', 'S', 'T', 'ER0', 'N']","['AE', 'S', 'T', 'ER', 'N']",5,short
astro,real,3.23,low,"['AE1', 'S', 'T', 'R', 'OW0']","['AE', 'S', 'T', 'R', 'OW']",5,short
astir,real,1.6,low,"['AH0', 'S', 'T', 'IH1', 'R']","['AH', 'S', 'T', 'IH', 'R']",5,short
astonish,real,2.47,low,"['AH0', 'S', 'T', 'AA1', 'N', 'IH0', 'SH']","['AH', 'S', 'T', 'AA', 'N', 'IH', 'SH']",7,long
astor,real,2.94,low,"['AE1', 'S', 'T', 'ER0']","['AE', 'S', 'T', 'ER']",4,short
astound,real,2.31,low,"['AH0', 'S', 'T', 'AW1', 'N', 'D']","['AH', 'S', 'T', 'AW', 'N', 'D']",6,short
astra,real,3.04,low,"['AE1', 'S', 'T', 'R', 'AH0']","['AE', 'S', 'T', 'R', 'AH']",5,short
astrakhan,real,2.17,low,"['AE1', 'S', 'T', 'R', 'AH0', 'K', 'AA0', 'N']","['AE', 'S', 'T', 'R', 'AH', 'K', 'AA', 'N']",8,long
asylum,real,3.99,high,"['AH0', 'S', 'AY1', 'L', 'AH0', 'M']","['AH', 'S', 'AY', 'L', 'AH', 'M']",6,short
atavism,real,1.49,low,"['AE1', 'T', 'AH0', 'V', 'IH0', 'Z', 'AH0', 'M']","['AE', 'T', 'AH', 'V', 'IH', 'Z', 'AH', 'M']",8,long
atavistic,real,2.14,low,"['AE1', 'T', 'AH0', 'V', 'IH0', 'S', 'T', 'IH0', 'K']","['AE', 'T', 'AH', 'V', 'IH', 'S', 'T', 'IH', 'K']",9,long
atelier,real,2.82,low,"['EY1', 'T', 'AH0', 'L', 'AY2', 'ER0']","['EY', 'T', 'AH', 'L', 'AY', 'ER']",6,short
athirst,real,1.28,low,"['AE1', 'TH', 'AH0', 'R', 'S', 'T']","['AE', 'TH', 'AH', 'R', 'S', 'T']",6,short
athwart,real,1.65,low,"['AH0', 'TH', 'W', 'AO1', 'R', 'T']","['AH', 'TH', 'W', 'AO', 'R', 'T']",6,short
atlas,real,3.8,high,"['AE1', 'T', 'L', 'AH0', 'S']","['AE', 'T', 'L', 'AH', 'S']",5,short
atoll,real,2.85,low,"['AE1', 'T', 'AA2', 'L']","['AE', 'T', 'AA', 'L']",4,short
atone,real,2.86,low,"['AH0', 'T', 'OW1', 'N']","['AH', 'T', 'OW', 'N']",4,short
atrophic,real,1.88,low,"['AH0', 'T', 'R', 'AA1', 'F', 'IH0', 'K']","['AH', 'T', 'R', 'AA', 'F', 'IH', 'K']",7,long
atrophy,real,2.97,low,"['AE1', 'T', 'R', 'AH0', 'F', 'IY0']","['AE', 'T', 'R', 'AH', 'F', 'IY']",6,short
attaboy,real,1.8,low,"['AE1', 'T', 'AH0', 'B', 'OY2']","['AE', 'T', 'AH', 'B', 'OY']",5,short
attainder,real,2.16,low,"['AH0', 'T', 'EY1', 'N', 'D', 'ER0']","['AH', 'T', 'EY', 'N', 'D', 'ER']",6,short
attar,real,2.23,low,"['AE1', 'T', 'ER0']","['AE', 'T', 'ER']",3,short
attest,real,3.25,low,"['AH0', 'T', 'EH1', 'S', 'T']","['AH', 'T', 'EH', 'S', 'T']",5,short
attica,real,2.74,low,"['AE1', 'T', 'IH0', 'K', 'AH0']","['AE', 'T', 'IH', 'K', 'AH']",5,short
attic,real,3.63,high,"['AE1', 'T', 'IH0', 'K']","['AE', 'T', 'IH', 'K']",4,short
attire,real,3.49,low,"['AH0', 'T', 'AY1', 'ER0']","['AH', 'T', 'AY', 'ER']",4,short
attlee,real,2.48,low,"['AE1', 'T', 'L', 'IY0']","['AE', 'T', 'L', 'IY']",4,short
auberge,real,2.16,low,"['AO1', 'B', 'ER0', 'G']","['AO', 'B', 'ER', 'G']",4,short
aubergine,real,2.41,low,"['AO1', 'B', 'ER0', 'JH', 'IY2', 'N']","['AO', 'B', 'ER', 'JH', 'IY', 'N']",6,short
auction,real,4.27,high,"['AA1', 'K', 'SH', 'AH0', 'N']","['AA', 'K', 'SH', 'AH', 'N']",5,short
auger,real,2.77,low,"['AO1', 'G', 'ER0']","['AO', 'G', 'ER']",3,short
augment,real,3.19,low,"['AO0', 'G', 'M', 'EH1', 'N', 'T']","['AO', 'G', 'M', 'EH', 'N', 'T']",6,short
augur,real,2.48,low,"['AO1', 'G', 'ER0']","['AO', 'G', 'ER']",3,short
augustin,real,2.7,low,"['AW0', 'G', 'UW0', 'S', 'T', 'IY1', 'N']","['AW', 'G', 'UW', 'S', 'T', 'IY', 'N']",7,long
august,real,5.1,high,"['AA1', 'G', 'AH0', 'S', 'T']","['AA', 'G', 'AH', 'S', 'T']",5,short
auk,real,2.27,low,"['AO1', 'K']","['AO', 'K']",2,short
aura,real,3.52,high,"['AO1', 'R', 'AH0']","['AO', 'R', 'AH']",3,short
aurelius,real,2.79,low,"['AO0', 'R', 'EH1', 'L', 'IY0', 'AH0', 'S']","['AO', 'R', 'EH', 'L', 'IY', 'AH', 'S']",7,long
aureole,real,1.71,low,"['AA1', 'R', 'IY0', 'OW0', 'L']","['AA', 'R', 'IY', 'OW', 'L']",5,short
auricle,real,1.7,low,"['AO1', 'R', 'IH0', 'K', 'AH0', 'L']","['AO', 'R', 'IH', 'K', 'AH', 'L']",6,short
auriferous,real,1.23,low,"['AO2', 'R', 'IH0', 'F', 'ER1', 'AH0', 'S']","['AO', 'R', 'IH', 'F', 'ER', 'AH', 'S']",7,long
aurora,real,3.73,high,"['ER0', 'AO1', 'R', 'AH0']","['ER', 'AO', 'R', 'AH']",4,short
aussie,real,3.55,high,"['AO1', 'S', 'IY0']","['AO', 'S', 'IY']",3,short
australasia,real,2.82,low,"['AO2', 'S', 'T', 'R', 'AH0', 'L', 'EY1', 'ZH', 'AH0']","['AO', 'S', 'T', 'R', 'AH', 'L', 'EY', 'ZH', 'AH']",9,long
ansley,real,2.04,low,"['AE1', 'N', 'S', 'L', 'IY0']","['AE', 'N', 'S', 'L', 'IY']",5,short
anson,real,2.94,low,"['AE1', 'N', 'S', 'AH0', 'N']","['AE', 'N', 'S', 'AH', 'N']",5,short
antacid,real,2.12,low,"['AE0', 'N', 'T', 'AE1', 'S', 'AH0', 'D']","['AE', 'N', 'T', 'AE', 'S', 'AH', 'D']",7,long
antares,real,2.48,low,"['AE0', 'N', 'T', 'EH1', 'R', 'IY0', 'Z']","['AE', 'N', 'T', 'EH', 'R', 'IY', 'Z']",7,long
ante,real,3.33,low,"['AE1', 'N', 'T', 'IY0']","['AE', 'N', 'T', 'IY']",4,short
antelope,real,3.08,low,"['AE1', 'N', 'T', 'AH0', 'L', 'OW2', 'P']","['AE', 'N', 'T', 'AH', 'L', 'OW', 'P']",7,long
anthea,real,2.39,low,"['AE1', 'N', 'TH', 'IY0', 'AH0']","['AE', 'N', 'TH', 'IY', 'AH']",5,short
anther,real,2.29,low,"['AE1', 'N', 'TH', 'ER0']","['AE', 'N', 'TH', 'ER']",4,short
anthracite,real,2.58,low,"['AE1', 'N', 'TH', 'R', 'AH0', 'S', 'AY2', 'T']","['AE', 'N', 'TH', 'R', 'AH', 'S', 'AY', 'T']",8,long
anti,real,5.01,high,"['AE1', 'N', 'T', 'IY0']","['AE', 'N', 'T', 'IY']",4,short
antidote,real,3.25,low,"['AE1', 'N', 'T', 'IH0', 'D', 'OW2', 'T']","['AE', 'N', 'T', 'IH', 'D', 'OW', 'T']",7,long
antigone,real,2.51,low,"['AE0', 'T', 'IH1', 'G', 'AH0', 'N', 'IY0']","['AE', 'T', 'IH', 'G', 'AH', 'N', 'IY']",7,long
antimony,real,2.54,low,"['AE1', 'N', 'T', 'AH0', 'M', 'IY0', 'N']","['AE', 'N', 'T', 'AH', 'M', 'IY', 'N']",7,long
antiphonal,real,1.64,low,"['AE1', 'N', 'T', 'IH0', 'F', 'AH0', 'N', 'AH0', 'L']","['AE', 'N', 'T', 'IH', 'F', 'AH', 'N', 'AH', 'L']",9,long
antipodes,real,2.2,low,"['AE1', 'N', 'T', 'AH0', 'P', 'AA2', 'D', 'Z']","['AE', 'N', 'T', 'AH', 'P', 'AA', 'D', 'Z']",8,long
antipodean,real,1.89,low,"['AE2', 'N', 'T', 'IY0', 'P', 'AA1', 'D', 'AH0', 'N']","['AE', 'N', 'T', 'IY', 'P', 'AA', 'D', 'AH', 'N']",9,long
antler,real,2.61,low,"['AE1', 'N', 'T', 'L', 'ER0']","['AE', 'N', 'T', 'L', 'ER']",5,short
anton,real,3.59,high,"['AE1', 'N', 'T', 'AO2', 'N']","['AE', 'N', 'T', 'AO', 'N']",5,short
anus,real,3.25,low,"['EY1', 'N', 'AH0', 'S']","['EY', 'N', 'AH', 'S']",4,short
anvil,real,3.04,low,"['AE1', 'N', 'V', 'AH0', 'L']","['AE', 'N', 'V', 'AH', 'L']",5,short
aorta,real,2.92,low,"['EY0', 'AO1', 'R', 'T', 'AH0']","['EY', 'AO', 'R', 'T', 'AH']",5,short
apace,real,2.46,low,"['AH0', 'P', 'EY1', 'S']","['AH', 'P', 'EY', 'S']",4,short
ape,real,3.48,low,"['EY1', 'P']","['EY', 'P']",2,short
aperitif,real,2.26,low,"['AH0', 'P', 'ER1', 'AH0', 'T', 'IH0', 'F']","['AH', 'P', 'ER', 'AH', 'T', 'IH', 'F']",7,long
aperture,real,3.47,low,"['AE1', 'P', 'ER0', 'CH', 'ER0']","['AE', 'P', 'ER', 'CH', 'ER']",5,short
apex,real,3.71,high,"['EY1', 'P', 'EH2', 'K', 'S']","['EY', 'P', 'EH', 'K', 'S']",5,short
aphasic,real,1.41,low,"['AH0', 'F', 'AE1', 'S', 'IH0', 'K']","['AH', 'F', 'AE', 'S', 'IH', 'K']",6,short
aphid,real,2.39,low,"['AE1', 'F', 'AH0', 'D']","['AE', 'F', 'AH', 'D']",4,short
apiary,real,2.01,low,"['EY1', 'P', 'IY0', 'EH2', 'R', 'IY0']","['EY', 'P', 'IY', 'EH', 'R', 'IY']",6,short
apiarist,real,1.34,low,"['EY1', 'P', 'IY0', 'ER0', 'IH2', 'S', 'T']","['EY', 'P', 'IY', 'ER', 'IH', 'S', 'T']",7,long
apices,real,1.83,low,"['EY1', 'P', 'AH0', 'S', 'AH0', 'Z']","['EY', 'P', 'AH', 'S', 'AH', 'Z']",6,short
aplomb,real,2.36,low,"['AH0', 'P', 'L', 'AA1', 'M']","['AH', 'P', 'L', 'AA', 'M']",5,short
apocalypse,real,3.71,high,"['AH0', 'P', 'AA1', 'K', 'AH0', 'L', 'IH2', 'P', 'S']","['AH', 'P', 'AA', 'K', 'AH', 'L', 'IH', 'P', 'S']",9,long
apocrypha,real,2.48,low,"['AH0', 'P', 'AA1', 'K', 'R', 'AH0', 'HH', 'AH0']","['AH', 'P', 'AA', 'K', 'R', 'AH', 'HH', 'AH']",8,long
apogee,real,2.57,low,"['AE1', 'P', 'AH0', 'JH', 'IY2']","['AE', 'P', 'AH', 'JH', 'IY']",5,short
apollinaire,real,1.97,low,"['AH0', 'P', 'AA1', 'L', 'AH0', 'N', 'EH2', 'R']","['AH', 'P', 'AA', 'L', 'AH', 'N', 'EH', 'R']",8,long
apologia,real,2.36,low,"['AH0', 'P', 'AA1', 'L', 'AH0', 'JH', 'IY0']","['AH', 'P', 'AA', 'L', 'AH', 'JH', 'IY']",7,long
apostasy,real,2.92,low,"['AH0', 'P', 'AA1', 'S', 'T', 'AH0', 'S', 'IY0']","['AH', 'P', 'AA', 'S', 'T', 'AH', 'S', 'IY']",8,long
apostate,real,2.67,low,"['AH0', 'P', 'AO1', 'S', 'T', 'EY0', 'T']","['AH', 'P', 'AO', 'S', 'T', 'EY', 'T']",7,long
apothecary,real,2.74,low,"['AH0', 'P', 'AA1', 'TH', 'AH0', 'K', 'EH2', 'R', 'IY0']","['AH', 'P', 'AA', 'TH', 'AH', 'K', 'EH', 'R', 'IY']",9,long
appal,real,1.63,low,"['AH0', 'P', 'AO1', 'L']","['AH', 'P', 'AO', 'L']",4,short
appanage,real,1.49,low,"['AE1', 'P', 'AH0', 'N', 'EY2', 'JH']","['AE', 'P', 'AH', 'N', 'EY', 'JH']",6,short
apparatus,real,3.78,high,"['AE2', 'P', 'ER0', 'AE1', 'T', 'AH0', 'S']","['AE', 'P', 'ER', 'AE', 'T', 'AH', 'S']",7,long
apparel,real,3.72,high,"['AH0', 'P', 'AE1', 'R', 'AH0', 'L']","['AH', 'P', 'AE', 'R', 'AH', 'L']",6,short
appease,real,3.2,low,"['AH0', 'P', 'IY1', 'Z']","['AH', 'P', 'IY', 'Z']",4,short
appian,real,2.18,low,"['AE1', 'P', 'IY0', 'AH0', 'N']","['AE', 'P', 'IY', 'AH', 'N']",5,short
applaud,real,3.46,low,"['AH0', 'P', 'L', 'AO1', 'D']","['AH', 'P', 'L', 'AO', 'D']",5,short
appleton,real,3.12,low,"['AE1', 'P', 'AH0', 'L', 'T', 'AH0', 'N']","['AE', 'P', 'AH', 'L', 'T', 'AH', 'N']",7,long
applique,real,2.29,low,"['AE1', 'P', 'AH0', 'L', 'K', 'IY2']","['AE', 'P', 'AH', 'L', 'K', 'IY']",6,short
apposite,real,2.05,low,"['AH0', 'P', 'AA1', 'Z', 'AH0', 'T']","['AH', 'P', 'AA', 'Z', 'AH', 'T']",6,short
appraise,real,2.54,low,"['AH0', 'P', 'R', 'EY1', 'Z']","['AH', 'P', 'R', 'EY', 'Z']",5,short
apprentice,real,3.7,high,"['AH0', 'P', 'R', 'EH1', 'N', 'T', 'AH0', 'S']","['AH', 'P', 'R', 'EH', 'N', 'T', 'AH', 'S']",8,long
apprise,real,1.9,low,"['AH0', 'P', 'R', 'AY1', 'Z']","['AH', 'P', 'R', 'AY', 'Z']",5,short
approx,real,3.51,high,"['AH0', 'P', 'R', 'AA1', 'K', 'S']","['AH', 'P', 'R', 'AA', 'K', 'S']",6,short
appurtenance,real,1.19,low,"['AH0', 'P', 'ER1', 'T', 'AH0', 'N', 'T', 'AH0', 'N']","['AH', 'P', 'ER', 'T', 'AH', 'N', 'T', 'AH', 'N']",9,long
apricot,real,2.98,low,"['EY1', 'P', 'R', 'AH0', 'K', 'AA2', 'T']","['EY', 'P', 'R', 'AH', 'K', 'AA', 'T']",7,long
april,real,5.19,high,"['EY1', 'P', 'R', 'AH0', 'L']","['EY', 'P', 'R', 'AH', 'L']",5,short
apse,real,2.34,low,"['AE1', 'P', 'S']","['AE', 'P', 'S']",3,short
aquiline,real,1.71,low,"['AE1', 'K', 'W', 'AH0', 'L', 'AY2', 'N']","['AE', 'K', 'W', 'AH', 'L', 'AY', 'N']",7,long
arable,real,2.96,low,"['EH1', 'R', 'AH0', 'B', 'AH0', 'L']","['EH', 'R', 'AH', 'B', 'AH', 'L']",6,short
araby,real,2.03,low,"['ER0', 'AE1', 'B', 'IY0']","['ER', 'AE', 'B', 'IY']",4,short
arachnid,real,2.31,low,"['ER0', 'AE1', 'K', 'N', 'AH0', 'D']","['ER', 'AE', 'K', 'N', 'AH', 'D']",6,short
arbiter,real,2.98,low,"['AA1', 'R', 'B', 'IH0', 'T', 'ER0']","['AA', 'R', 'B', 'IH', 'T', 'ER']",6,short
arbour,real,2.25,low,"['AA1', 'R', 'B', 'ER0']","['AA', 'R', 'B', 'ER']",4,short
arc,real,4.21,high,"['AA1', 'R', 'K']","['AA', 'R', 'K']",3,short
archer,real,3.81,high,"['AA1', 'R', 'CH', 'ER0']","['AA', 'R', 'CH', 'ER']",4,short
arco,real,2.56,low,"['AA1', 'R', 'K', 'OW0']","['AA', 'R', 'K', 'OW']",4,short
arden,real,3.09,low,"['AA1', 'R', 'D', 'AH0', 'N']","['AA', 'R', 'D', 'AH', 'N']",5,short
ardor,real,2.34,low,"['AA1', 'R', 'D', 'ER0']","['AA', 'R', 'D', 'ER']",4,short
arequipa,real,2.17,low,"['AA2', 'R', 'IY0', 'K', 'W', 'IY1', 'P', 'AH0']","['AA', 'R', 'IY', 'K', 'W', 'IY', 'P', 'AH']",8,long
argent,real,2.8,low,"['AA1', 'R', 'JH', 'IH0', 'N', 'T']","['AA', 'R', 'JH', 'IH', 'N', 'T']",6,short
argentine,real,3.62,high,"['AA1', 'R', 'JH', 'AH0', 'N', 'T', 'IY2', 'N']","['AA', 'R', 'JH', 'AH', 'N', 'T', 'IY', 'N']",8,long
argive,real,1.62,low,"['AA1', 'R', 'G', 'IH0', 'V']","['AA', 'R', 'G', 'IH', 'V']",5,short
argos,real,3.04,low,"['AA1', 'R', 'G', 'OW0', 'Z']","['AA', 'R', 'G', 'OW', 'Z']",5,short
argot,real,1.94,low,"['AA1', 'R', 'G', 'AH0', 'T']","['AA', 'R', 'G', 'AH', 'T']",5,short
argus,real,3.05,low,"['AA1', 'R', 'G', 'AH0', 'S']","['AA', 'R', 'G', 'AH', 'S']",5,short
arhat,real,1.54,low,"['AA1', 'R', 'HH', 'AH0', 'T']","['AA', 'R', 'HH', 'AH', 'T']",5,short
aria,real,3.39,low,"['AA1', 'R', 'IY0', 'AH0']","['AA', 'R', 'IY', 'AH']",4,short
aright,real,2.21,low,"['EH1', 'R', 'AY0', 'T']","['EH', 'R', 'AY', 'T']",4,short
aristide,real,2.48,low,"['AA2', 'R', 'IH0', 'S', 'T', 'IY1', 'D']","['AA', 'R', 'IH', 'S', 'T', 'IY', 'D']",7,long
ark,real,3.75,high,"['AA1', 'R', 'K']","['AA', 'R', 'K']",3,short
armada,real,3.12,low,"['AA0', 'R', 'M', 'AA1', 'D', 'AH0']","['AA', 'R', 'M', 'AA', 'D', 'AH']",6,short
armadillo,real,2.7,low,"['AA2', 'R', 'M', 'AH0', 'D', 'IH1', 'L', 'OW0']","['AA', 'R', 'M', 'AH', 'D', 'IH', 'L', 'OW']",8,long
armature,real,2.54,low,"['AA1', 'R', 'M', 'AH0', 'CH', 'ER0']","['AA', 'R', 'M', 'AH', 'CH', 'ER']",6,short
arm,real,4.73,high,"['AA1', 'R', 'M']","['AA', 'R', 'M']",3,short
armistice,real,3.22,low,"['AA1', 'R', 'M', 'AH0', 'S', 'T', 'AH0', 'S']","['AA', 'R', 'M', 'AH', 'S', 'T', 'AH', 'S']",8,long
